NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
102000219,03313,용문시장.용문동새마을금고,126.9591968331,37.5371492138,일반차로,11030590,용문동,11030,용산구
102000225,03319,순천향병원입구,127.0067505734,37.5326305473,일반차로,11030740,한남동,11030,용산구
102000227,03321,청심경로당,126.9506907463,37.5338879189,일반차로,11030570,원효로2동,11030,용산구
102000228,03322,삼성테마트,126.9503849242,37.5337466904,일반차로,11030570,원효로2동,11030,용산구
102000229,03323,서빙고동금호베스트빌,126.9909910111,37.5226137862,일반차로,11030690,서빙고동,11030,용산구
102000230,03324,한남동하이페리온,127.0055474264,37.5278439771,일반차로,11030740,한남동,11030,용산구
102000231,03325,서빙고역1번출구,126.9894855098,37.5200345091,일반차로,11030690,서빙고동,11030,용산구
102000232,03326,문배동이안아파트앞,126.971060418,37.5388699959,일반차로,11030730,한강로동,11030,용산구
102000233,03327,갈월동.숙대입구역10번출구,126.9716591639,37.5463858567,일반차로,11030530,남영동,11030,용산구
102000234,03328,삼각지역11번출구.전쟁기념관,126.974548,37.536204,일반차로,11030730,한강로동,11030,용산구
102000236,03330,숙대입구,126.9705229419,37.5445305498,일반차로,11030710,청파동,11030,용산구
102000237,03331,원효대교북단,126.9556102561,37.5321383559,일반차로,11030570,원효로2동,11030,용산구
102000238,03332,문배동이안아파트앞,126.9707994501,37.5383644982,일반차로,11030720,원효로1동,11030,용산구
102000240,03334,순천향병원입구,127.0069961164,37.532694511,일반차로,11030740,한남동,11030,용산구
102000241,03335,숙명여대입구,126.9696434774,37.5448844577,일반차로,11030710,청파동,11030,용산구
102000243,03336,서빙고초등학교,126.9906099662,37.5208412941,일반차로,11030690,서빙고동,11030,용산구
102000245,03338,한강대교스카이스위트,126.9608161519,37.5213307725,일반차로,11030640,이촌2동,11030,용산구
102000246,03339,한강대교전망카페,126.9613434997,37.5212359951,일반차로,11030630,이촌1동,11030,용산구
102000247,03340,노들섬,126.9586051825,37.5175161768,일반차로,11030640,이촌2동,11030,용산구
102000248,03341,노들섬,126.959037665,37.5173638437,일반차로,11030630,이촌1동,11030,용산구
102000249,03342,용암초등학교.이태원2동주민센터,126.990733,37.544673,일반차로,11030660,이태원2동,11030,용산구
102000250,03343,용암초등학교.이태원2동주민센터,126.9909320571,37.5448496669,일반차로,11030660,이태원2동,11030,용산구
102000266,03344,효창공원삼거리.윤봉길의사등묘역,126.9638368968,37.5446070869,일반차로,11030710,청파동,11030,용산구
102000286,03345,서울역공항철도15번출구,126.9688467509,37.5530779085,일반차로,11030710,청파동,11030,용산구
102000297,03346,용산꿈나무종합타운,126.9672402984,37.538486933,일반차로,11030720,원효로1동,11030,용산구
102000316,03347,남산도서관.용산도서관,126.9818461928,37.552343667,일반차로,11030510,후암동,11030,용산구
102900010,03500,하얏트호텔,126.9969932623,37.5406603781,마을버스,11030660,이태원2동,11030,용산구
102900065,03501,한신아파트,126.9866957386,37.5389827262,마을버스,11030520,용산2가동,11030,용산구
102900009,03502,순천향병원,127.0048157354,37.5332487951,마을버스,11030740,한남동,11030,용산구
102900066,03503,용암경로당입구,126.9869183825,37.540596615,마을버스,11030520,용산2가동,11030,용산구
102900083,03504,한남오거리,127.0066566991,37.5330901125,마을버스,11030740,한남동,11030,용산구
102900079,03505,가야랑앞,126.9936040739,37.5401952774,마을버스,11030660,이태원2동,11030,용산구
102900008,03506,용암한신아파트,126.987435288,37.5420771725,마을버스,11030520,용산2가동,11030,용산구
102900070,03508,효창공원후문,126.9608920893,37.5470688427,마을버스,11030580,효창동,11030,용산구
102900007,03509,디지텍고등학교앞,126.9916260429,37.5398031767,마을버스,11030660,이태원2동,11030,용산구
102900006,03510,우리들가정의원,126.9877949646,37.5432315144,마을버스,11030520,용산2가동,11030,용산구
102900097,03511,도원삼성래미안아파트101동앞,126.9562320809,37.5390685906,마을버스,11030590,용문동,11030,용산구
102900080,03512,성도약국,126.9895541036,37.5394506828,마을버스,11030660,이태원2동,11030,용산구
102900005,03513,남산교회입구,126.9866471968,37.5446713415,마을버스,11030520,용산2가동,11030,용산구
102900003,03515,신애교회,126.9584869002,37.5455190385,마을버스,11030580,효창동,11030,용산구
102900002,03516,시장,126.9885515774,37.5389225472,마을버스,11030660,이태원2동,11030,용산구
102900001,03517,해방촌오거리,126.9851474983,37.54572995,마을버스,11030520,용산2가동,11030,용산구
102900085,03518,보광동주민센터,127.0000973012,37.5261473387,마을버스,11030700,보광동,11030,용산구
102900035,03519,대한노인회중앙회,126.9576286965,37.5440368054,마을버스,11030580,효창동,11030,용산구
102900096,03520,도원삼성래미안아파트101동앞,126.9562965631,37.5390222559,마을버스,11030590,용문동,11030,용산구
102900034,03521,신흥교회앞,126.9833867831,37.5447457188,마을버스,11030520,용산2가동,11030,용산구
102900033,03522,군인아파트,126.9963176555,37.526004062,마을버스,11030690,서빙고동,11030,용산구
102900032,03523,원효사.백범김구기념관,126.9585663043,37.5431401733,마을버스,11030580,효창동,11030,용산구
102900064,03524,녹사평역,126.9858713342,37.5350110363,마을버스,11030520,용산2가동,11030,용산구
102900031,03525,큰빛의집앞,126.9819982464,37.5445481753,마을버스,11030520,용산2가동,11030,용산구
102900075,03526,몬드리안서울이태원,126.992589,37.528596,마을버스,11030650,이태원1동,11030,용산구
102900098,03527,도원삼성래미안아파트,126.9576859474,37.5396879497,마을버스,11030590,용문동,11030,용산구
102900063,03529,후암동종점,126.9813662289,37.5467007949,마을버스,11030510,후암동,11030,용산구
102900076,03530,용산구청,126.991477,37.530573,마을버스,11030650,이태원1동,11030,용산구
102900030,03532,용산고등학교,126.9795092308,37.5461364014,마을버스,11030510,후암동,11030,용산구
102900077,03533,외빈차고,126.992242,37.531832,마을버스,11030650,이태원1동,11030,용산구
102900029,03534,효창공원앞역.이봉창역사울림관,126.9614323385,37.5396710223,마을버스,11030580,효창동,11030,용산구
102900078,03537,청화아파트,126.995387,37.531157,마을버스,11030650,이태원1동,11030,용산구
102900027,03540,용산경찰서,126.969805735,37.5410233025,마을버스,11030720,원효로1동,11030,용산구
102900026,03541,숙대역7번출구,126.9722967638,37.5434757805,마을버스,11030530,남영동,11030,용산구
102900025,03542,보광동삼거리,126.996811,37.530752,마을버스,11030700,보광동,11030,용산구
102900072,03543,중앙하이츠빌라,126.9594786383,37.5385683269,마을버스,11030590,용문동,11030,용산구
102900024,03544,원효우체국,126.967353845,37.538967266,마을버스,11030720,원효로1동,11030,용산구
102900023,03545,보광초등학교,126.99673,37.531373,마을버스,11030650,이태원1동,11030,용산구
102900022,03546,용문동시장.새마을금고,126.9596343248,37.5373482951,마을버스,11030590,용문동,11030,용산구
102900073,03550,용문동주민센터,126.9591190202,37.5381473907,마을버스,11030590,용문동,11030,용산구
102900020,03551,문배어린이공원,126.9697251251,37.5369383946,마을버스,11030720,원효로1동,11030,용산구
102900019,03552,문배어린이공원,126.9695900372,37.5371431249,마을버스,11030720,원효로1동,11030,용산구
102900015,03561,신용산역,126.9674544999,37.5299166547,마을버스,11030730,한강로동,11030,용산구
102900012,03564,용산우체국,126.9703153999,37.531376286,마을버스,11030730,한강로동,11030,용산구
102900011,03565,숙대역5번출구,126.9725114972,37.54403813,마을버스,11030530,남영동,11030,용산구
102900058,03567,삼각지역,126.9732731006,37.5345065492,마을버스,11030730,한강로동,11030,용산구
102900068,03568,갈월동,126.9720930552,37.5463241118,마을버스,11030530,남영동,11030,용산구
102900057,03569,보광초등학교후문앞,126.995635,37.533162,마을버스,11030650,이태원1동,11030,용산구
102900056,03571,동자경로당,126.9741955461,37.5502867059,마을버스,11030530,남영동,11030,용산구
102900055,03572,이태원역앞,126.9957,37.534339,마을버스,11030650,이태원1동,11030,용산구
102900054,03573,녹사평역.용산구청,126.9871837649,37.5351395786,마을버스,11030660,이태원2동,11030,용산구
102900053,03574,후암시장,126.9768043541,37.5500664789,마을버스,11030510,후암동,11030,용산구
102900051,03577,후암동주민센터앞,126.9777057507,37.5483644838,마을버스,11030510,후암동,11030,용산구
102900084,03578,제일기획,126.998418,37.53495,마을버스,11030740,한남동,11030,용산구
102900081,03579,대성교회,126.9884520307,37.5386999666,마을버스,11030660,이태원2동,11030,용산구
102900050,03580,용산고등학교,126.9789524928,37.5459083263,마을버스,11030520,용산2가동,11030,용산구
102900049,03581,성도약국,126.9894307824,37.5392776612,마을버스,11030660,이태원2동,11030,용산구
102900048,03582,후암동종점,126.9813594882,37.5465016517,마을버스,11030520,용산2가동,11030,용산구
102900047,03583,디지텍고등학교앞,126.9918569023,37.5397139842,마을버스,11030660,이태원2동,11030,용산구
102900046,03584,큰빛의집앞,126.9819077271,37.5444832826,마을버스,11030520,용산2가동,11030,용산구
102900082,03585,가야랑앞,126.9937523252,37.5400889559,마을버스,11030660,이태원2동,11030,용산구
102900045,03586,신흥교회앞,126.983387942,37.5446231699,마을버스,11030520,용산2가동,11030,용산구
102900044,03588,해방촌오거리,126.9853964787,37.5457029481,마을버스,11030520,용산2가동,11030,용산구
102900043,03589,남산교회입구,126.9866223212,37.5445505919,마을버스,11030520,용산2가동,11030,용산구
102900042,03590,우리들가정의원,126.9876591627,37.5432423134,마을버스,11030520,용산2가동,11030,용산구
102900041,03591,용암한신아파트,126.9874137344,37.5423880484,마을버스,11030520,용산2가동,11030,용산구
102900040,03592,용암경로당입구,126.9869601654,37.5410985304,마을버스,11030520,용산2가동,11030,용산구
102900039,03593,한신아파트,126.986557682,37.5389881171,마을버스,11030520,용산2가동,11030,용산구
102900089,03594,갑을빌딩,126.9720388292,37.5490958683,마을버스,11030530,남영동,11030,용산구
102900091,03595,리버힐삼성아파트후문,126.9487207623,37.5349462412,마을버스,11030570,원효로2동,11030,용산구
102900038,03596,만리시장입구,126.9630412782,37.5515678017,마을버스,11030710,청파동,11030,용산구
102900037,03597,배문중고등학교,126.9636168092,37.5503749309,마을버스,11030710,청파동,11030,용산구
