시설종류,기준,게이트_WKT
어린이집,점50m,"POLYGON ((126.971228 37.522154, 126.971225 37.52211, 126.971217 37.522066, 126.971203 37.522023, 126.971185 37.521981, 126.971161 37.521941, 126.971132 37.521903, 126.971099 37.521868, 126.971062 37.521835, 126.971021 37.521805, 126.970976 37.521779, 126.970929 37.521756, 126.970879 37.521737, 126.970826 37.521723, 126.970772 37.521712, 126.970718 37.521705, 126.970662 37.521703, 126.970607 37.521705, 126.970552 37.521712, 126.970498 37.521722, 126.970446 37.521737, 126.970395 37.521756, 126.970348 37.521779, 126.970303 37.521805, 126.970262 37.521835, 126.970225 37.521868, 126.970192 37.521903, 126.970163 37.521941, 126.970139 37.521981, 126.970121 37.522023, 126.970107 37.522066, 126.970099 37.522109, 126.970096 37.522153, 126.970099 37.522198, 126.970107 37.522241, 126.970121 37.522284, 126.970139 37.522326, 126.970163 37.522366, 126.970192 37.522404, 126.970225 37.522439, 126.970262 37.522472, 126.970303 37.522502, 126.970348 37.522528, 126.970395 37.522551, 126.970445 37.52257, 126.970498 37.522585, 126.970551 37.522595, 126.970606 37.522602, 126.970662 37.522604, 126.970717 37.522602, 126.970772 37.522596, 126.970826 37.522585, 126.970878 37.52257, 126.970928 37.522551, 126.970976 37.522528, 126.971021 37.522502, 126.971062 37.522472, 126.971099 37.52244, 126.971132 37.522404, 126.971161 37.522366, 126.971184 37.522326, 126.971203 37.522285, 126.971217 37.522242, 126.971225 37.522198, 126.971228 37.522154))"
어린이집,점50m,"POLYGON ((126.971503 37.522431, 126.971501 37.522387, 126.971493 37.522343, 126.971479 37.522301, 126.97146 37.522259, 126.971437 37.522219, 126.971408 37.522181, 126.971375 37.522146, 126.971338 37.522113, 126.971297 37.522083, 126.971252 37.522057, 126.971205 37.522034, 126.971154 37.522015, 126.971102 37.522, 126.971048 37.521989, 126.970993 37.521983, 126.970938 37.521981, 126.970883 37.521983, 126.970828 37.521989, 126.970774 37.522, 126.970722 37.522015, 126.970671 37.522034, 126.970624 37.522057, 126.970579 37.522083, 126.970538 37.522113, 126.970501 37.522145, 126.970468 37.522181, 126.970439 37.522219, 126.970415 37.522259, 126.970397 37.5223, 126.970383 37.522343, 126.970375 37.522387, 126.970372 37.522431, 126.970375 37.522475, 126.970383 37.522519, 126.970396 37.522562, 126.970415 37.522603, 126.970439 37.522643, 126.970467 37.522681, 126.9705 37.522717, 126.970538 37.52275, 126.970579 37.522779, 126.970623 37.522806, 126.970671 37.522828, 126.970721 37.522847, 126.970773 37.522862, 126.970827 37.522873, 126.970882 37.52288, 126.970938 37.522882, 126.970993 37.52288, 126.971048 37.522873, 126.971102 37.522862, 126.971154 37.522847, 126.971204 37.522829, 126.971252 37.522806, 126.971296 37.52278, 126.971338 37.52275, 126.971375 37.522717, 126.971408 37.522682, 126.971437 37.522644, 126.97146 37.522604, 126.971479 37.522562, 126.971493 37.522519, 126.971501 37.522476, 126.971503 37.522431))"
어린이집,점50m,"POLYGON ((127.007622 37.535067, 127.007619 37.535023, 127.007611 37.534979, 127.007598 37.534936, 127.007579 37.534895, 127.007555 37.534855, 127.007527 37.534817, 127.007494 37.534781, 127.007456 37.534748, 127.007415 37.534719, 127.007371 37.534692, 127.007323 37.53467, 127.007273 37.534651, 127.007221 37.534636, 127.007167 37.534625, 127.007112 37.534619, 127.007056 37.534616, 127.007001 37.534619, 127.006946 37.534625, 127.006892 37.534636, 127.00684 37.534651, 127.00679 37.53467, 127.006742 37.534692, 127.006698 37.534719, 127.006656 37.534748, 127.006619 37.534781, 127.006586 37.534817, 127.006558 37.534855, 127.006534 37.534895, 127.006515 37.534936, 127.006502 37.534979, 127.006494 37.535023, 127.006491 37.535067, 127.006494 37.535111, 127.006502 37.535155, 127.006515 37.535198, 127.006534 37.535239, 127.006558 37.535279, 127.006586 37.535317, 127.006619 37.535353, 127.006657 37.535386, 127.006698 37.535415, 127.006742 37.535442, 127.00679 37.535464, 127.00684 37.535483, 127.006892 37.535498, 127.006946 37.535509, 127.007001 37.535515, 127.007057 37.535517, 127.007112 37.535515, 127.007167 37.535509, 127.007221 37.535498, 127.007273 37.535483, 127.007323 37.535464, 127.007371 37.535442, 127.007415 37.535415, 127.007457 37.535386, 127.007494 37.535353, 127.007527 37.535317, 127.007555 37.535279, 127.007579 37.535239, 127.007598 37.535198, 127.007611 37.535155, 127.007619 37.535111, 127.007622 37.535067))"
어린이집,점50m,"POLYGON ((126.958833 37.524251, 126.958831 37.524207, 126.958823 37.524163, 126.958809 37.52412, 126.95879 37.524079, 126.958767 37.524039, 126.958738 37.524001, 126.958705 37.523965, 126.958668 37.523933, 126.958627 37.523903, 126.958582 37.523877, 126.958535 37.523854, 126.958484 37.523835, 126.958432 37.52382, 126.958378 37.523809, 126.958323 37.523803, 126.958268 37.523801, 126.958213 37.523803, 126.958158 37.523809, 126.958104 37.52382, 126.958051 37.523835, 126.958001 37.523854, 126.957954 37.523876, 126.957909 37.523903, 126.957868 37.523932, 126.957831 37.523965, 126.957798 37.524001, 126.957769 37.524039, 126.957745 37.524078, 126.957726 37.52412, 126.957713 37.524163, 126.957705 37.524207, 126.957702 37.524251, 126.957705 37.524295, 126.957713 37.524339, 126.957726 37.524382, 126.957745 37.524423, 126.957769 37.524463, 126.957797 37.524501, 126.95783 37.524537, 126.957868 37.524569, 126.957909 37.524599, 126.957953 37.524626, 126.958001 37.524648, 126.958051 37.524667, 126.958103 37.524682, 126.958157 37.524693, 126.958212 37.524699, 126.958267 37.524702, 126.958323 37.524699, 126.958378 37.524693, 126.958432 37.524682, 126.958484 37.524667, 126.958534 37.524648, 126.958582 37.524626, 126.958626 37.524599, 126.958667 37.52457, 126.958705 37.524537, 126.958738 37.524502, 126.958766 37.524464, 126.95879 37.524424, 126.958809 37.524382, 126.958822 37.524339, 126.958831 37.524295, 126.958833 37.524251))"
어린이집,점50m,"POLYGON ((126.970721 37.52135, 126.970718 37.521306, 126.97071 37.521262, 126.970697 37.521219, 126.970678 37.521178, 126.970654 37.521138, 126.970626 37.5211, 126.970593 37.521064, 126.970555 37.521031, 126.970514 37.521002, 126.97047 37.520975, 126.970422 37.520953, 126.970372 37.520934, 126.97032 37.520919, 126.970266 37.520908, 126.970211 37.520901, 126.970156 37.520899, 126.9701 37.520901, 126.970045 37.520908, 126.969991 37.520919, 126.969939 37.520934, 126.969889 37.520952, 126.969841 37.520975, 126.969797 37.521001, 126.969756 37.521031, 126.969718 37.521064, 126.969685 37.521099, 126.969657 37.521137, 126.969633 37.521177, 126.969614 37.521219, 126.969601 37.521262, 126.969593 37.521306, 126.96959 37.52135, 126.969592 37.521394, 126.969601 37.521438, 126.969614 37.52148, 126.969633 37.521522, 126.969656 37.521562, 126.969685 37.5216, 126.969718 37.521635, 126.969755 37.521668, 126.969796 37.521698, 126.969841 37.521724, 126.969889 37.521747, 126.969939 37.521766, 126.969991 37.521781, 126.970045 37.521792, 126.9701 37.521798, 126.970155 37.5218, 126.970211 37.521798, 126.970266 37.521792, 126.970319 37.521781, 126.970372 37.521766, 126.970422 37.521747, 126.970469 37.521724, 126.970514 37.521698, 126.970555 37.521668, 126.970593 37.521636, 126.970626 37.5216, 126.970654 37.521562, 126.970678 37.521522, 126.970697 37.521481, 126.97071 37.521438, 126.970718 37.521394, 126.970721 37.52135))"
어린이집,점50m,"POLYGON ((126.996148 37.525871, 126.996145 37.525827, 126.996137 37.525783, 126.996124 37.52574, 126.996105 37.525699, 126.996081 37.525659, 126.996053 37.525621, 126.99602 37.525585, 126.995982 37.525553, 126.995941 37.525523, 126.995897 37.525497, 126.995849 37.525474, 126.995799 37.525455, 126.995747 37.52544, 126.995693 37.525429, 126.995638 37.525423, 126.995582 37.525421, 126.995527 37.525423, 126.995472 37.525429, 126.995418 37.52544, 126.995366 37.525455, 126.995316 37.525474, 126.995268 37.525497, 126.995223 37.525523, 126.995182 37.525553, 126.995145 37.525585, 126.995112 37.525621, 126.995083 37.525659, 126.99506 37.525699, 126.995041 37.52574, 126.995028 37.525783, 126.995019 37.525827, 126.995017 37.525871, 126.995019 37.525915, 126.995028 37.525959, 126.995041 37.526002, 126.99506 37.526044, 126.995083 37.526083, 126.995112 37.526121, 126.995145 37.526157, 126.995182 37.52619, 126.995223 37.526219, 126.995268 37.526246, 126.995316 37.526268, 126.995366 37.526287, 126.995418 37.526302, 126.995472 37.526313, 126.995527 37.526319, 126.995582 37.526322, 126.995638 37.526319, 126.995693 37.526313, 126.995746 37.526302, 126.995799 37.526287, 126.995849 37.526268, 126.995897 37.526246, 126.995941 37.526219, 126.995982 37.52619, 126.99602 37.526157, 126.996053 37.526121, 126.996081 37.526084, 126.996105 37.526044, 126.996124 37.526002, 126.996137 37.525959, 126.996145 37.525915, 126.996148 37.525871))"
어린이집,점50m,"POLYGON ((126.966261 37.535962, 126.966258 37.535918, 126.96625 37.535874, 126.966236 37.535831, 126.966218 37.53579, 126.966194 37.53575, 126.966165 37.535712, 126.966132 37.535676, 126.966095 37.535644, 126.966054 37.535614, 126.966009 37.535587, 126.965962 37.535565, 126.965911 37.535546, 126.965859 37.535531, 126.965805 37.53552, 126.96575 37.535514, 126.965695 37.535511, 126.96564 37.535514, 126.965585 37.53552, 126.965531 37.535531, 126.965479 37.535546, 126.965428 37.535565, 126.965381 37.535587, 126.965336 37.535614, 126.965295 37.535643, 126.965258 37.535676, 126.965225 37.535712, 126.965196 37.535749, 126.965172 37.535789, 126.965154 37.535831, 126.96514 37.535874, 126.965132 37.535918, 126.965129 37.535962, 126.965132 37.536006, 126.96514 37.53605, 126.965153 37.536093, 126.965172 37.536134, 126.965196 37.536174, 126.965224 37.536212, 126.965257 37.536248, 126.965295 37.53628, 126.965336 37.53631, 126.96538 37.536336, 126.965428 37.536359, 126.965478 37.536378, 126.96553 37.536393, 126.965584 37.536404, 126.965639 37.53641, 126.965695 37.536412, 126.96575 37.53641, 126.965805 37.536404, 126.965859 37.536393, 126.965911 37.536378, 126.965961 37.536359, 126.966009 37.536337, 126.966054 37.53631, 126.966095 37.536281, 126.966132 37.536248, 126.966165 37.536212, 126.966194 37.536174, 126.966217 37.536135, 126.966236 37.536093, 126.96625 37.53605, 126.966258 37.536006, 126.966261 37.535962))"
어린이집,점50m,"POLYGON ((127.002305 37.525744, 127.002302 37.5257, 127.002294 37.525656, 127.00228 37.525613, 127.002261 37.525572, 127.002238 37.525532, 127.002209 37.525494, 127.002176 37.525458, 127.002139 37.525426, 127.002098 37.525396, 127.002053 37.52537, 127.002006 37.525347, 127.001955 37.525328, 127.001903 37.525313, 127.001849 37.525302, 127.001794 37.525296, 127.001739 37.525294, 127.001683 37.525296, 127.001629 37.525302, 127.001575 37.525313, 127.001522 37.525328, 127.001472 37.525347, 127.001425 37.52537, 127.00138 37.525396, 127.001339 37.525426, 127.001302 37.525458, 127.001269 37.525494, 127.00124 37.525532, 127.001216 37.525572, 127.001198 37.525613, 127.001184 37.525656, 127.001176 37.5257, 127.001173 37.525744, 127.001176 37.525788, 127.001184 37.525832, 127.001198 37.525875, 127.001216 37.525917, 127.00124 37.525957, 127.001269 37.525994, 127.001302 37.52603, 127.001339 37.526063, 127.00138 37.526092, 127.001425 37.526119, 127.001472 37.526141, 127.001522 37.52616, 127.001575 37.526175, 127.001629 37.526186, 127.001683 37.526193, 127.001739 37.526195, 127.001794 37.526193, 127.001849 37.526186, 127.001903 37.526175, 127.001955 37.52616, 127.002006 37.526141, 127.002053 37.526119, 127.002098 37.526092, 127.002139 37.526063, 127.002176 37.52603, 127.002209 37.525994, 127.002238 37.525957, 127.002261 37.525917, 127.00228 37.525875, 127.002294 37.525832, 127.002302 37.525788, 127.002305 37.525744))"
어린이집,점50m,"POLYGON ((126.995296 37.525199, 126.995294 37.525155, 126.995286 37.525111, 126.995272 37.525068, 126.995253 37.525027, 126.99523 37.524987, 126.995201 37.524949, 126.995168 37.524913, 126.995131 37.524881, 126.99509 37.524851, 126.995045 37.524824, 126.994997 37.524802, 126.994947 37.524783, 126.994895 37.524768, 126.994841 37.524757, 126.994786 37.524751, 126.994731 37.524749, 126.994675 37.524751, 126.99462 37.524757, 126.994567 37.524768, 126.994514 37.524783, 126.994464 37.524802, 126.994417 37.524824, 126.994372 37.524851, 126.994331 37.52488, 126.994294 37.524913, 126.994261 37.524949, 126.994232 37.524987, 126.994208 37.525027, 126.99419 37.525068, 126.994176 37.525111, 126.994168 37.525155, 126.994165 37.525199, 126.994168 37.525243, 126.994176 37.525287, 126.99419 37.52533, 126.994208 37.525371, 126.994232 37.525411, 126.99426 37.525449, 126.994294 37.525485, 126.994331 37.525518, 126.994372 37.525547, 126.994417 37.525574, 126.994464 37.525596, 126.994514 37.525615, 126.994567 37.52563, 126.99462 37.525641, 126.994675 37.525647, 126.994731 37.52565, 126.994786 37.525647, 126.994841 37.525641, 126.994895 37.52563, 126.994947 37.525615, 126.994997 37.525596, 126.995045 37.525574, 126.99509 37.525547, 126.995131 37.525518, 126.995168 37.525485, 126.995201 37.525449, 126.99523 37.525411, 126.995253 37.525371, 126.995272 37.52533, 126.995286 37.525287, 126.995294 37.525243, 126.995296 37.525199))"
어린이집,점50m,"POLYGON ((126.955825 37.538307, 126.955822 37.538263, 126.955814 37.53822, 126.955801 37.538177, 126.955782 37.538135, 126.955758 37.538095, 126.95573 37.538057, 126.955697 37.538022, 126.95566 37.537989, 126.955618 37.537959, 126.955574 37.537933, 126.955526 37.53791, 126.955476 37.537891, 126.955424 37.537876, 126.95537 37.537865, 126.955315 37.537859, 126.95526 37.537857, 126.955204 37.537859, 126.955149 37.537865, 126.955095 37.537876, 126.955043 37.537891, 126.954993 37.53791, 126.954945 37.537933, 126.954901 37.537959, 126.954859 37.537988, 126.954822 37.538021, 126.954789 37.538057, 126.95476 37.538095, 126.954737 37.538135, 126.954718 37.538176, 126.954704 37.538219, 126.954696 37.538263, 126.954694 37.538307, 126.954696 37.538351, 126.954704 37.538395, 126.954718 37.538438, 126.954737 37.538479, 126.95476 37.538519, 126.954789 37.538557, 126.954822 37.538593, 126.954859 37.538626, 126.9549 37.538655, 126.954945 37.538682, 126.954992 37.538704, 126.955043 37.538723, 126.955095 37.538738, 126.955149 37.538749, 126.955204 37.538756, 126.955259 37.538758, 126.955314 37.538756, 126.955369 37.538749, 126.955423 37.538738, 126.955476 37.538723, 126.955526 37.538705, 126.955573 37.538682, 126.955618 37.538656, 126.955659 37.538626, 126.955696 37.538593, 126.95573 37.538558, 126.955758 37.53852, 126.955782 37.53848, 126.955801 37.538438, 126.955814 37.538395, 126.955822 37.538352, 126.955825 37.538307))"
어린이집,점50m,"POLYGON ((126.990912 37.532442, 126.99091 37.532398, 126.990901 37.532354, 126.990888 37.532311, 126.990869 37.53227, 126.990846 37.53223, 126.990817 37.532192, 126.990784 37.532156, 126.990747 37.532124, 126.990706 37.532094, 126.990661 37.532068, 126.990613 37.532045, 126.990563 37.532026, 126.990511 37.532011, 126.990457 37.532, 126.990402 37.531994, 126.990347 37.531992, 126.990291 37.531994, 126.990236 37.532, 126.990182 37.532011, 126.99013 37.532026, 126.99008 37.532045, 126.990032 37.532067, 126.989988 37.532094, 126.989947 37.532123, 126.989909 37.532156, 126.989876 37.532192, 126.989848 37.53223, 126.989824 37.53227, 126.989805 37.532311, 126.989792 37.532354, 126.989784 37.532398, 126.989781 37.532442, 126.989784 37.532486, 126.989792 37.53253, 126.989805 37.532573, 126.989824 37.532614, 126.989848 37.532654, 126.989876 37.532692, 126.989909 37.532728, 126.989947 37.532761, 126.989988 37.53279, 126.990032 37.532817, 126.99008 37.532839, 126.99013 37.532858, 126.990182 37.532873, 126.990236 37.532884, 126.990291 37.53289, 126.990347 37.532893, 126.990402 37.53289, 126.990457 37.532884, 126.990511 37.532873, 126.990563 37.532858, 126.990613 37.532839, 126.990661 37.532817, 126.990705 37.53279, 126.990747 37.532761, 126.990784 37.532728, 126.990817 37.532692, 126.990845 37.532654, 126.990869 37.532615, 126.990888 37.532573, 126.990901 37.53253, 126.99091 37.532486, 126.990912 37.532442))"
어린이집,점50m,"POLYGON ((126.951368 37.534879, 126.951366 37.534835, 126.951358 37.534791, 126.951344 37.534748, 126.951325 37.534707, 126.951302 37.534667, 126.951273 37.534629, 126.95124 37.534593, 126.951203 37.53456, 126.951162 37.534531, 126.951117 37.534504, 126.95107 37.534482, 126.951019 37.534463, 126.950967 37.534448, 126.950913 37.534437, 126.950858 37.534431, 126.950803 37.534428, 126.950748 37.534431, 126.950693 37.534437, 126.950639 37.534448, 126.950586 37.534463, 126.950536 37.534481, 126.950489 37.534504, 126.950444 37.53453, 126.950403 37.53456, 126.950366 37.534593, 126.950332 37.534628, 126.950304 37.534666, 126.95028 37.534706, 126.950261 37.534748, 126.950248 37.534791, 126.95024 37.534834, 126.950237 37.534879, 126.95024 37.534923, 126.950248 37.534967, 126.950261 37.535009, 126.95028 37.535051, 126.950304 37.535091, 126.950332 37.535129, 126.950365 37.535164, 126.950402 37.535197, 126.950444 37.535227, 126.950488 37.535253, 126.950536 37.535276, 126.950586 37.535295, 126.950638 37.53531, 126.950692 37.535321, 126.950747 37.535327, 126.950802 37.535329, 126.950858 37.535327, 126.950913 37.535321, 126.950967 37.53531, 126.951019 37.535295, 126.951069 37.535276, 126.951117 37.535254, 126.951161 37.535227, 126.951203 37.535198, 126.95124 37.535165, 126.951273 37.535129, 126.951301 37.535091, 126.951325 37.535051, 126.951344 37.53501, 126.951357 37.534967, 126.951366 37.534923, 126.951368 37.534879))"
어린이집,점50m,"POLYGON ((126.969309 37.524673, 126.969306 37.524629, 126.969298 37.524586, 126.969284 37.524543, 126.969266 37.524501, 126.969242 37.524461, 126.969214 37.524423, 126.96918 37.524388, 126.969143 37.524355, 126.969102 37.524325, 126.969058 37.524299, 126.96901 37.524276, 126.96896 37.524257, 126.968907 37.524242, 126.968854 37.524231, 126.968799 37.524225, 126.968743 37.524223, 126.968688 37.524225, 126.968633 37.524231, 126.968579 37.524242, 126.968527 37.524257, 126.968477 37.524276, 126.968429 37.524299, 126.968384 37.524325, 126.968343 37.524355, 126.968306 37.524387, 126.968273 37.524423, 126.968244 37.524461, 126.968221 37.524501, 126.968202 37.524542, 126.968188 37.524585, 126.96818 37.524629, 126.968177 37.524673, 126.96818 37.524717, 126.968188 37.524761, 126.968202 37.524804, 126.96822 37.524846, 126.968244 37.524885, 126.968273 37.524923, 126.968306 37.524959, 126.968343 37.524992, 126.968384 37.525021, 126.968429 37.525048, 126.968476 37.52507, 126.968526 37.525089, 126.968579 37.525104, 126.968633 37.525115, 126.968687 37.525122, 126.968743 37.525124, 126.968798 37.525122, 126.968853 37.525115, 126.968907 37.525104, 126.968959 37.52509, 126.96901 37.525071, 126.969057 37.525048, 126.969102 37.525022, 126.969143 37.524992, 126.96918 37.524959, 126.969213 37.524924, 126.969242 37.524886, 126.969266 37.524846, 126.969284 37.524804, 126.969298 37.524761, 126.969306 37.524718, 126.969309 37.524673))"
어린이집,점50m,"POLYGON ((126.978237 37.533583, 126.978234 37.533539, 126.978226 37.533495, 126.978213 37.533452, 126.978194 37.53341, 126.97817 37.533371, 126.978142 37.533333, 126.978109 37.533297, 126.978072 37.533264, 126.97803 37.533235, 126.977986 37.533208, 126.977938 37.533186, 126.977888 37.533167, 126.977836 37.533152, 126.977782 37.533141, 126.977727 37.533134, 126.977672 37.533132, 126.977616 37.533134, 126.977561 37.533141, 126.977507 37.533152, 126.977455 37.533167, 126.977405 37.533185, 126.977357 37.533208, 126.977313 37.533234, 126.977271 37.533264, 126.977234 37.533297, 126.977201 37.533332, 126.977173 37.53337, 126.977149 37.53341, 126.97713 37.533452, 126.977117 37.533495, 126.977108 37.533539, 126.977106 37.533583, 126.977108 37.533627, 126.977117 37.533671, 126.97713 37.533713, 126.977149 37.533755, 126.977172 37.533795, 126.977201 37.533833, 126.977234 37.533868, 126.977271 37.533901, 126.977312 37.533931, 126.977357 37.533957, 126.977405 37.53398, 126.977455 37.533999, 126.977507 37.534014, 126.977561 37.534025, 126.977616 37.534031, 126.977671 37.534033, 126.977727 37.534031, 126.977782 37.534025, 126.977835 37.534014, 126.977888 37.533999, 126.977938 37.53398, 126.977986 37.533957, 126.97803 37.533931, 126.978071 37.533901, 126.978109 37.533869, 126.978142 37.533833, 126.97817 37.533795, 126.978194 37.533755, 126.978213 37.533714, 126.978226 37.533671, 126.978234 37.533627, 126.978237 37.533583))"
어린이집,점50m,"POLYGON ((126.990204 37.519039, 126.990201 37.518994, 126.990193 37.518951, 126.99018 37.518908, 126.990161 37.518866, 126.990137 37.518826, 126.990109 37.518788, 126.990076 37.518753, 126.990038 37.51872, 126.989997 37.51869, 126.989953 37.518664, 126.989905 37.518641, 126.989855 37.518622, 126.989803 37.518607, 126.989749 37.518597, 126.989694 37.51859, 126.989638 37.518588, 126.989583 37.51859, 126.989528 37.518597, 126.989474 37.518607, 126.989422 37.518622, 126.989372 37.518641, 126.989324 37.518664, 126.98928 37.51869, 126.989239 37.51872, 126.989201 37.518753, 126.989168 37.518788, 126.98914 37.518826, 126.989116 37.518866, 126.989097 37.518908, 126.989084 37.518951, 126.989076 37.518994, 126.989073 37.519038, 126.989076 37.519083, 126.989084 37.519126, 126.989097 37.519169, 126.989116 37.519211, 126.98914 37.519251, 126.989168 37.519289, 126.989201 37.519324, 126.989238 37.519357, 126.98928 37.519387, 126.989324 37.519413, 126.989372 37.519436, 126.989422 37.519455, 126.989474 37.51947, 126.989528 37.51948, 126.989583 37.519487, 126.989638 37.519489, 126.989694 37.519487, 126.989749 37.51948, 126.989803 37.51947, 126.989855 37.519455, 126.989905 37.519436, 126.989953 37.519413, 126.989997 37.519387, 126.990038 37.519357, 126.990076 37.519324, 126.990109 37.519289, 126.990137 37.519251, 126.990161 37.519211, 126.99018 37.519169, 126.990193 37.519126, 126.990201 37.519083, 126.990204 37.519039))"
어린이집,점50m,"POLYGON ((126.960313 37.525468, 126.960311 37.525424, 126.960302 37.525381, 126.960289 37.525338, 126.96027 37.525296, 126.960247 37.525256, 126.960218 37.525218, 126.960185 37.525183, 126.960148 37.52515, 126.960107 37.52512, 126.960062 37.525094, 126.960014 37.525071, 126.959964 37.525052, 126.959912 37.525037, 126.959858 37.525026, 126.959803 37.52502, 126.959748 37.525018, 126.959692 37.52502, 126.959637 37.525026, 126.959584 37.525037, 126.959531 37.525052, 126.959481 37.525071, 126.959434 37.525094, 126.959389 37.52512, 126.959348 37.52515, 126.959311 37.525182, 126.959277 37.525218, 126.959249 37.525256, 126.959225 37.525296, 126.959206 37.525337, 126.959193 37.52538, 126.959185 37.525424, 126.959182 37.525468, 126.959185 37.525512, 126.959193 37.525556, 126.959206 37.525599, 126.959225 37.52564, 126.959249 37.52568, 126.959277 37.525718, 126.95931 37.525754, 126.959347 37.525787, 126.959389 37.525816, 126.959433 37.525843, 126.959481 37.525865, 126.959531 37.525884, 126.959583 37.525899, 126.959637 37.52591, 126.959692 37.525917, 126.959747 37.525919, 126.959803 37.525917, 126.959858 37.52591, 126.959912 37.525899, 126.959964 37.525885, 126.960014 37.525866, 126.960062 37.525843, 126.960106 37.525817, 126.960147 37.525787, 126.960185 37.525754, 126.960218 37.525719, 126.960246 37.525681, 126.96027 37.525641, 126.960289 37.525599, 126.960302 37.525556, 126.96031 37.525513, 126.960313 37.525468))"
어린이집,점50m,"POLYGON ((126.999859 37.537465, 126.999857 37.537421, 126.999848 37.537377, 126.999835 37.537334, 126.999816 37.537293, 126.999793 37.537253, 126.999764 37.537215, 126.999731 37.537179, 126.999694 37.537146, 126.999652 37.537117, 126.999608 37.53709, 126.99956 37.537068, 126.99951 37.537049, 126.999458 37.537034, 126.999404 37.537023, 126.999349 37.537017, 126.999294 37.537014, 126.999238 37.537017, 126.999183 37.537023, 126.999129 37.537034, 126.999077 37.537049, 126.999027 37.537068, 126.998979 37.53709, 126.998935 37.537117, 126.998894 37.537146, 126.998856 37.537179, 126.998823 37.537215, 126.998795 37.537253, 126.998771 37.537293, 126.998752 37.537334, 126.998739 37.537377, 126.998731 37.537421, 126.998728 37.537465, 126.998731 37.537509, 126.998739 37.537553, 126.998752 37.537596, 126.998771 37.537637, 126.998795 37.537677, 126.998823 37.537715, 126.998856 37.537751, 126.998894 37.537784, 126.998935 37.537813, 126.998979 37.53784, 126.999027 37.537862, 126.999077 37.537881, 126.999129 37.537896, 126.999183 37.537907, 126.999238 37.537913, 126.999294 37.537915, 126.999349 37.537913, 126.999404 37.537907, 126.999458 37.537896, 126.99951 37.537881, 126.99956 37.537862, 126.999608 37.53784, 126.999652 37.537813, 126.999694 37.537784, 126.999731 37.537751, 126.999764 37.537715, 126.999793 37.537677, 126.999816 37.537637, 126.999835 37.537596, 126.999848 37.537553, 126.999857 37.537509, 126.999859 37.537465))"
어린이집,점50m,"POLYGON ((126.967262 37.548094, 126.967259 37.54805, 126.967251 37.548006, 126.967238 37.547963, 126.967219 37.547922, 126.967195 37.547882, 126.967167 37.547844, 126.967134 37.547808, 126.967097 37.547776, 126.967055 37.547746, 126.967011 37.54772, 126.966963 37.547697, 126.966913 37.547678, 126.966861 37.547663, 126.966807 37.547652, 126.966752 37.547646, 126.966697 37.547644, 126.966641 37.547646, 126.966586 37.547652, 126.966532 37.547663, 126.96648 37.547678, 126.96643 37.547697, 126.966382 37.547719, 126.966338 37.547746, 126.966296 37.547775, 126.966259 37.547808, 126.966226 37.547844, 126.966197 37.547881, 126.966174 37.547921, 126.966155 37.547963, 126.966141 37.548006, 126.966133 37.54805, 126.96613 37.548094, 126.966133 37.548138, 126.966141 37.548182, 126.966155 37.548225, 126.966173 37.548266, 126.966197 37.548306, 126.966226 37.548344, 126.966259 37.54838, 126.966296 37.548412, 126.966337 37.548442, 126.966382 37.548468, 126.966429 37.548491, 126.96648 37.54851, 126.966532 37.548525, 126.966586 37.548536, 126.966641 37.548542, 126.966696 37.548544, 126.966752 37.548542, 126.966806 37.548536, 126.96686 37.548525, 126.966913 37.54851, 126.966963 37.548491, 126.96701 37.548469, 126.967055 37.548442, 126.967096 37.548413, 126.967134 37.54838, 126.967167 37.548344, 126.967195 37.548307, 126.967219 37.548267, 126.967238 37.548225, 126.967251 37.548182, 126.967259 37.548138, 126.967262 37.548094))"
어린이집,점50m,"POLYGON ((126.969142 37.53672, 126.96914 37.536675, 126.969131 37.536632, 126.969118 37.536589, 126.969099 37.536547, 126.969076 37.536507, 126.969047 37.536469, 126.969014 37.536434, 126.968977 37.536401, 126.968936 37.536371, 126.968891 37.536345, 126.968843 37.536322, 126.968793 37.536303, 126.968741 37.536288, 126.968687 37.536278, 126.968632 37.536271, 126.968577 37.536269, 126.968521 37.536271, 126.968466 37.536278, 126.968412 37.536288, 126.96836 37.536303, 126.96831 37.536322, 126.968262 37.536345, 126.968218 37.536371, 126.968177 37.536401, 126.968139 37.536434, 126.968106 37.536469, 126.968078 37.536507, 126.968054 37.536547, 126.968035 37.536589, 126.968022 37.536631, 126.968014 37.536675, 126.968011 37.536719, 126.968013 37.536764, 126.968022 37.536807, 126.968035 37.53685, 126.968054 37.536892, 126.968077 37.536932, 126.968106 37.53697, 126.968139 37.537005, 126.968176 37.537038, 126.968217 37.537068, 126.968262 37.537094, 126.96831 37.537117, 126.96836 37.537136, 126.968412 37.537151, 126.968466 37.537161, 126.968521 37.537168, 126.968576 37.53717, 126.968632 37.537168, 126.968687 37.537161, 126.968741 37.537151, 126.968793 37.537136, 126.968843 37.537117, 126.968891 37.537094, 126.968935 37.537068, 126.968976 37.537038, 126.969014 37.537005, 126.969047 37.53697, 126.969075 37.536932, 126.969099 37.536892, 126.969118 37.53685, 126.969131 37.536808, 126.969139 37.536764, 126.969142 37.53672))"
