시설종류,기준,게이트_WKT
버스정류소,점10m,"POLYGON ((126.953495 37.535408, 126.953495 37.535399, 126.953493 37.535391, 126.95349 37.535382, 126.953487 37.535374, 126.953482 37.535366, 126.953476 37.535358, 126.95347 37.535351, 126.953462 37.535344, 126.953454 37.535339, 126.953445 37.535333, 126.953436 37.535329, 126.953426 37.535325, 126.953415 37.535322, 126.953404 37.53532, 126.953393 37.535318, 126.953382 37.535318, 126.953371 37.535318, 126.95336 37.53532, 126.953349 37.535322, 126.953339 37.535325, 126.953329 37.535329, 126.953319 37.535333, 126.95331 37.535338, 126.953302 37.535344, 126.953295 37.535351, 126.953288 37.535358, 126.953282 37.535366, 126.953278 37.535374, 126.953274 37.535382, 126.953271 37.535391, 126.95327 37.535399, 126.953269 37.535408, 126.95327 37.535417, 126.953271 37.535426, 126.953274 37.535434, 126.953278 37.535443, 126.953282 37.535451, 126.953288 37.535458, 126.953295 37.535465, 126.953302 37.535472, 126.95331 37.535478, 126.953319 37.535483, 126.953329 37.535488, 126.953339 37.535491, 126.953349 37.535494, 126.95336 37.535496, 126.953371 37.535498, 126.953382 37.535498, 126.953393 37.535498, 126.953404 37.535497, 126.953415 37.535494, 126.953425 37.535491, 126.953435 37.535488, 126.953445 37.535483, 126.953454 37.535478, 126.953462 37.535472, 126.95347 37.535465, 126.953476 37.535458, 126.953482 37.535451, 126.953487 37.535443, 126.95349 37.535434, 126.953493 37.535426, 126.953495 37.535417, 126.953495 37.535408))"
버스정류소,점10m,"POLYGON ((126.955071 37.535708, 126.95507 37.5357, 126.955069 37.535691, 126.955066 37.535682, 126.955062 37.535674, 126.955057 37.535666, 126.955052 37.535658, 126.955045 37.535651, 126.955038 37.535645, 126.955029 37.535639, 126.955021 37.535633, 126.955011 37.535629, 126.955001 37.535625, 126.95499 37.535622, 126.95498 37.53562, 126.954969 37.535619, 126.954958 37.535618, 126.954947 37.535619, 126.954936 37.53562, 126.954925 37.535622, 126.954914 37.535625, 126.954904 37.535629, 126.954895 37.535633, 126.954886 37.535639, 126.954878 37.535645, 126.95487 37.535651, 126.954864 37.535658, 126.954858 37.535666, 126.954853 37.535674, 126.954849 37.535682, 126.954847 37.535691, 126.954845 37.535699, 126.954844 37.535708, 126.954845 37.535717, 126.954847 37.535726, 126.954849 37.535734, 126.954853 37.535743, 126.954858 37.535751, 126.954863 37.535758, 126.95487 37.535765, 126.954878 37.535772, 126.954886 37.535778, 126.954895 37.535783, 126.954904 37.535788, 126.954914 37.535792, 126.954925 37.535795, 126.954935 37.535797, 126.954946 37.535798, 126.954958 37.535798, 126.954969 37.535798, 126.95498 37.535797, 126.95499 37.535795, 126.955001 37.535792, 126.955011 37.535788, 126.95502 37.535783, 126.955029 37.535778, 126.955038 37.535772, 126.955045 37.535766, 126.955052 37.535758, 126.955057 37.535751, 126.955062 37.535743, 126.955066 37.535735, 126.955069 37.535726, 126.95507 37.535717, 126.955071 37.535708))"
버스정류소,점10m,"POLYGON ((126.95506 37.53583, 126.95506 37.535821, 126.955058 37.535813, 126.955055 37.535804, 126.955052 37.535796, 126.955047 37.535788, 126.955041 37.53578, 126.955035 37.535773, 126.955027 37.535766, 126.955019 37.53576, 126.95501 37.535755, 126.955 37.535751, 126.95499 37.535747, 126.95498 37.535744, 126.954969 37.535742, 126.954958 37.53574, 126.954947 37.53574, 126.954936 37.53574, 126.954925 37.535742, 126.954914 37.535744, 126.954904 37.535747, 126.954894 37.535751, 126.954884 37.535755, 126.954875 37.53576, 126.954867 37.535766, 126.95486 37.535773, 126.954853 37.53578, 126.954847 37.535788, 126.954843 37.535796, 126.954839 37.535804, 126.954836 37.535812, 126.954835 37.535821, 126.954834 37.53583, 126.954834 37.535839, 126.954836 37.535848, 126.954839 37.535856, 126.954843 37.535864, 126.954847 37.535872, 126.954853 37.53588, 126.95486 37.535887, 126.954867 37.535894, 126.954875 37.5359, 126.954884 37.535905, 126.954894 37.535909, 126.954904 37.535913, 126.954914 37.535916, 126.954925 37.535918, 126.954936 37.53592, 126.954947 37.53592, 126.954958 37.53592, 126.954969 37.535918, 126.95498 37.535916, 126.95499 37.535913, 126.955 37.53591, 126.95501 37.535905, 126.955019 37.5359, 126.955027 37.535894, 126.955035 37.535887, 126.955041 37.53588, 126.955047 37.535873, 126.955052 37.535865, 126.955055 37.535856, 126.955058 37.535848, 126.95506 37.535839, 126.95506 37.53583))"
버스정류소,점10m,"POLYGON ((126.958107 37.536659, 126.958106 37.53665, 126.958105 37.536642, 126.958102 37.536633, 126.958098 37.536625, 126.958094 37.536617, 126.958088 37.536609, 126.958081 37.536602, 126.958074 37.536595, 126.958066 37.536589, 126.958057 37.536584, 126.958047 37.53658, 126.958037 37.536576, 126.958027 37.536573, 126.958016 37.536571, 126.958005 37.536569, 126.957994 37.536569, 126.957983 37.536569, 126.957972 37.536571, 126.957961 37.536573, 126.957951 37.536576, 126.957941 37.53658, 126.957931 37.536584, 126.957922 37.536589, 126.957914 37.536595, 126.957906 37.536602, 126.9579 37.536609, 126.957894 37.536617, 126.957889 37.536625, 126.957886 37.536633, 126.957883 37.536641, 126.957881 37.53665, 126.957881 37.536659, 126.957881 37.536668, 126.957883 37.536677, 126.957886 37.536685, 126.957889 37.536694, 126.957894 37.536702, 126.9579 37.536709, 126.957906 37.536716, 126.957914 37.536723, 126.957922 37.536729, 126.957931 37.536734, 126.95794 37.536739, 126.95795 37.536742, 126.957961 37.536745, 126.957972 37.536747, 126.957983 37.536749, 126.957994 37.536749, 126.958005 37.536749, 126.958016 37.536747, 126.958027 37.536745, 126.958037 37.536742, 126.958047 37.536739, 126.958057 37.536734, 126.958066 37.536729, 126.958074 37.536723, 126.958081 37.536716, 126.958088 37.536709, 126.958094 37.536702, 126.958098 37.536694, 126.958102 37.536685, 126.958105 37.536677, 126.958106 37.536668, 126.958107 37.536659))"
버스정류소,점10m,"POLYGON ((126.957706 37.536755, 126.957706 37.536746, 126.957704 37.536737, 126.957701 37.536728, 126.957698 37.53672, 126.957693 37.536712, 126.957687 37.536704, 126.957681 37.536697, 126.957673 37.536691, 126.957665 37.536685, 126.957656 37.53668, 126.957647 37.536675, 126.957637 37.536671, 126.957626 37.536668, 126.957615 37.536666, 126.957604 37.536665, 126.957593 37.536664, 126.957582 37.536665, 126.957571 37.536666, 126.95756 37.536668, 126.95755 37.536671, 126.95754 37.536675, 126.95753 37.53668, 126.957521 37.536685, 126.957513 37.536691, 126.957506 37.536697, 126.957499 37.536704, 126.957493 37.536712, 126.957489 37.53672, 126.957485 37.536728, 126.957482 37.536737, 126.957481 37.536746, 126.95748 37.536754, 126.957481 37.536763, 126.957482 37.536772, 126.957485 37.536781, 126.957489 37.536789, 126.957493 37.536797, 126.957499 37.536804, 126.957506 37.536812, 126.957513 37.536818, 126.957521 37.536824, 126.95753 37.536829, 126.95754 37.536834, 126.95755 37.536838, 126.95756 37.536841, 126.957571 37.536843, 126.957582 37.536844, 126.957593 37.536845, 126.957604 37.536844, 126.957615 37.536843, 126.957626 37.536841, 126.957636 37.536838, 126.957646 37.536834, 126.957656 37.536829, 126.957665 37.536824, 126.957673 37.536818, 126.957681 37.536812, 126.957687 37.536805, 126.957693 37.536797, 126.957698 37.536789, 126.957701 37.536781, 126.957704 37.536772, 126.957706 37.536763, 126.957706 37.536755))"
버스정류소,점10m,"POLYGON ((126.959647 37.537072, 126.959646 37.537063, 126.959645 37.537054, 126.959642 37.537046, 126.959638 37.537037, 126.959634 37.537029, 126.959628 37.537022, 126.959621 37.537014, 126.959614 37.537008, 126.959606 37.537002, 126.959597 37.536997, 126.959587 37.536992, 126.959577 37.536988, 126.959567 37.536985, 126.959556 37.536983, 126.959545 37.536982, 126.959534 37.536982, 126.959523 37.536982, 126.959512 37.536983, 126.959501 37.536985, 126.959491 37.536988, 126.959481 37.536992, 126.959471 37.536997, 126.959462 37.537002, 126.959454 37.537008, 126.959446 37.537014, 126.95944 37.537022, 126.959434 37.537029, 126.959429 37.537037, 126.959426 37.537045, 126.959423 37.537054, 126.959421 37.537063, 126.959421 37.537072, 126.959421 37.53708, 126.959423 37.537089, 126.959426 37.537098, 126.959429 37.537106, 126.959434 37.537114, 126.95944 37.537122, 126.959446 37.537129, 126.959454 37.537135, 126.959462 37.537141, 126.959471 37.537147, 126.95948 37.537151, 126.95949 37.537155, 126.959501 37.537158, 126.959512 37.53716, 126.959523 37.537161, 126.959534 37.537162, 126.959545 37.537161, 126.959556 37.53716, 126.959567 37.537158, 126.959577 37.537155, 126.959587 37.537151, 126.959597 37.537147, 126.959606 37.537141, 126.959614 37.537135, 126.959621 37.537129, 126.959628 37.537122, 126.959634 37.537114, 126.959638 37.537106, 126.959642 37.537098, 126.959645 37.537089, 126.959646 37.53708, 126.959647 37.537072))"
버스정류소,점10m,"POLYGON ((126.95931 37.537149, 126.959309 37.53714, 126.959308 37.537132, 126.959305 37.537123, 126.959301 37.537115, 126.959297 37.537107, 126.959291 37.537099, 126.959284 37.537092, 126.959277 37.537086, 126.959269 37.53708, 126.95926 37.537074, 126.95925 37.53707, 126.95924 37.537066, 126.95923 37.537063, 126.959219 37.537061, 126.959208 37.53706, 126.959197 37.537059, 126.959186 37.53706, 126.959175 37.537061, 126.959164 37.537063, 126.959154 37.537066, 126.959144 37.53707, 126.959134 37.537074, 126.959125 37.53708, 126.959117 37.537085, 126.959109 37.537092, 126.959103 37.537099, 126.959097 37.537107, 126.959092 37.537115, 126.959089 37.537123, 126.959086 37.537132, 126.959084 37.53714, 126.959084 37.537149, 126.959084 37.537158, 126.959086 37.537167, 126.959089 37.537175, 126.959092 37.537184, 126.959097 37.537192, 126.959103 37.537199, 126.959109 37.537206, 126.959117 37.537213, 126.959125 37.537219, 126.959134 37.537224, 126.959143 37.537229, 126.959153 37.537232, 126.959164 37.537235, 126.959175 37.537238, 126.959186 37.537239, 126.959197 37.537239, 126.959208 37.537239, 126.959219 37.537238, 126.95923 37.537235, 126.95924 37.537232, 126.95925 37.537229, 126.95926 37.537224, 126.959269 37.537219, 126.959277 37.537213, 126.959284 37.537206, 126.959291 37.537199, 126.959297 37.537192, 126.959301 37.537184, 126.959305 37.537175, 126.959308 37.537167, 126.959309 37.537158, 126.95931 37.537149))"
버스정류소,점10m,"POLYGON ((127.006864 37.532631, 127.006863 37.532622, 127.006862 37.532613, 127.006859 37.532604, 127.006855 37.532596, 127.00685 37.532588, 127.006845 37.53258, 127.006838 37.532573, 127.006831 37.532567, 127.006822 37.532561, 127.006813 37.532556, 127.006804 37.532551, 127.006794 37.532547, 127.006783 37.532544, 127.006773 37.532542, 127.006762 37.532541, 127.006751 37.53254, 127.00674 37.532541, 127.006729 37.532542, 127.006718 37.532544, 127.006707 37.532547, 127.006697 37.532551, 127.006688 37.532556, 127.006679 37.532561, 127.006671 37.532567, 127.006663 37.532573, 127.006657 37.53258, 127.006651 37.532588, 127.006646 37.532596, 127.006642 37.532604, 127.00664 37.532613, 127.006638 37.532622, 127.006637 37.532631, 127.006638 37.532639, 127.00664 37.532648, 127.006642 37.532657, 127.006646 37.532665, 127.006651 37.532673, 127.006657 37.532681, 127.006663 37.532688, 127.006671 37.532694, 127.006679 37.5327, 127.006688 37.532705, 127.006697 37.53271, 127.006707 37.532714, 127.006718 37.532717, 127.006729 37.532719, 127.00674 37.53272, 127.006751 37.532721, 127.006762 37.53272, 127.006773 37.532719, 127.006783 37.532717, 127.006794 37.532714, 127.006804 37.53271, 127.006813 37.532705, 127.006822 37.5327, 127.006831 37.532694, 127.006838 37.532688, 127.006845 37.532681, 127.00685 37.532673, 127.006855 37.532665, 127.006859 37.532657, 127.006862 37.532648, 127.006863 37.532639, 127.006864 37.532631))"
버스정류소,점10m,"POLYGON ((126.991308 37.551014, 126.991307 37.551006, 126.991306 37.550997, 126.991303 37.550988, 126.991299 37.55098, 126.991295 37.550972, 126.991289 37.550964, 126.991282 37.550957, 126.991275 37.550951, 126.991267 37.550945, 126.991258 37.55094, 126.991248 37.550935, 126.991238 37.550931, 126.991228 37.550928, 126.991217 37.550926, 126.991206 37.550925, 126.991195 37.550924, 126.991184 37.550925, 126.991173 37.550926, 126.991162 37.550928, 126.991152 37.550931, 126.991141 37.550935, 126.991132 37.55094, 126.991123 37.550945, 126.991115 37.550951, 126.991107 37.550957, 126.991101 37.550964, 126.991095 37.550972, 126.99109 37.55098, 126.991087 37.550988, 126.991084 37.550997, 126.991082 37.551006, 126.991082 37.551014, 126.991082 37.551023, 126.991084 37.551032, 126.991087 37.551041, 126.99109 37.551049, 126.991095 37.551057, 126.991101 37.551065, 126.991107 37.551072, 126.991115 37.551078, 126.991123 37.551084, 126.991132 37.551089, 126.991141 37.551094, 126.991151 37.551098, 126.991162 37.551101, 126.991173 37.551103, 126.991184 37.551104, 126.991195 37.551105, 126.991206 37.551104, 126.991217 37.551103, 126.991228 37.551101, 126.991238 37.551098, 126.991248 37.551094, 126.991258 37.551089, 126.991267 37.551084, 126.991275 37.551078, 126.991282 37.551072, 126.991289 37.551065, 126.991295 37.551057, 126.991299 37.551049, 126.991303 37.551041, 126.991306 37.551032, 126.991307 37.551023, 126.991308 37.551014))"
버스정류소,점10m,"POLYGON ((126.950804 37.533888, 126.950803 37.533879, 126.950802 37.53387, 126.950799 37.533862, 126.950795 37.533853, 126.950791 37.533845, 126.950785 37.533838, 126.950778 37.533831, 126.950771 37.533824, 126.950763 37.533818, 126.950754 37.533813, 126.950744 37.533808, 126.950734 37.533805, 126.950724 37.533802, 126.950713 37.5338, 126.950702 37.533798, 126.950691 37.533798, 126.95068 37.533798, 126.950669 37.5338, 126.950658 37.533802, 126.950647 37.533805, 126.950637 37.533808, 126.950628 37.533813, 126.950619 37.533818, 126.950611 37.533824, 126.950603 37.533831, 126.950597 37.533838, 126.950591 37.533845, 126.950586 37.533853, 126.950582 37.533862, 126.95058 37.53387, 126.950578 37.533879, 126.950578 37.533888, 126.950578 37.533897, 126.95058 37.533905, 126.950582 37.533914, 126.950586 37.533922, 126.950591 37.53393, 126.950597 37.533938, 126.950603 37.533945, 126.950611 37.533952, 126.950619 37.533958, 126.950628 37.533963, 126.950637 37.533967, 126.950647 37.533971, 126.950658 37.533974, 126.950669 37.533976, 126.95068 37.533978, 126.950691 37.533978, 126.950702 37.533978, 126.950713 37.533976, 126.950723 37.533974, 126.950734 37.533971, 126.950744 37.533967, 126.950754 37.533963, 126.950762 37.533958, 126.950771 37.533952, 126.950778 37.533945, 126.950785 37.533938, 126.95079 37.53393, 126.950795 37.533922, 126.950799 37.533914, 126.950802 37.533906, 126.950803 37.533897, 126.950804 37.533888))"
버스정류소,점10m,"POLYGON ((126.950498 37.533747, 126.950498 37.533738, 126.950496 37.533729, 126.950493 37.533721, 126.950489 37.533712, 126.950485 37.533704, 126.950479 37.533697, 126.950472 37.53369, 126.950465 37.533683, 126.950457 37.533677, 126.950448 37.533672, 126.950438 37.533667, 126.950428 37.533663, 126.950418 37.53366, 126.950407 37.533658, 126.950396 37.533657, 126.950385 37.533657, 126.950374 37.533657, 126.950363 37.533658, 126.950352 37.53366, 126.950342 37.533663, 126.950332 37.533667, 126.950322 37.533672, 126.950313 37.533677, 126.950305 37.533683, 126.950297 37.533689, 126.950291 37.533697, 126.950285 37.533704, 126.95028 37.533712, 126.950277 37.53372, 126.950274 37.533729, 126.950272 37.533738, 126.950272 37.533747, 126.950272 37.533755, 126.950274 37.533764, 126.950277 37.533773, 126.95028 37.533781, 126.950285 37.533789, 126.950291 37.533797, 126.950297 37.533804, 126.950305 37.53381, 126.950313 37.533816, 126.950322 37.533822, 126.950332 37.533826, 126.950342 37.53383, 126.950352 37.533833, 126.950363 37.533835, 126.950374 37.533836, 126.950385 37.533837, 126.950396 37.533836, 126.950407 37.533835, 126.950418 37.533833, 126.950428 37.53383, 126.950438 37.533826, 126.950448 37.533822, 126.950457 37.533816, 126.950465 37.53381, 126.950472 37.533804, 126.950479 37.533797, 126.950485 37.533789, 126.950489 37.533781, 126.950493 37.533773, 126.950496 37.533764, 126.950497 37.533756, 126.950498 37.533747))"
버스정류소,점10m,"POLYGON ((126.991104 37.522614, 126.991104 37.522605, 126.991102 37.522596, 126.991099 37.522588, 126.991096 37.522579, 126.991091 37.522571, 126.991085 37.522564, 126.991078 37.522557, 126.991071 37.52255, 126.991063 37.522544, 126.991054 37.522539, 126.991044 37.522534, 126.991034 37.522531, 126.991024 37.522528, 126.991013 37.522525, 126.991002 37.522524, 126.990991 37.522524, 126.99098 37.522524, 126.990969 37.522525, 126.990958 37.522528, 126.990948 37.522531, 126.990938 37.522534, 126.990928 37.522539, 126.990919 37.522544, 126.990911 37.52255, 126.990904 37.522557, 126.990897 37.522564, 126.990891 37.522571, 126.990886 37.522579, 126.990883 37.522588, 126.99088 37.522596, 126.990878 37.522605, 126.990878 37.522614, 126.990878 37.522623, 126.99088 37.522631, 126.990883 37.52264, 126.990886 37.522648, 126.990891 37.522656, 126.990897 37.522664, 126.990904 37.522671, 126.990911 37.522677, 126.990919 37.522683, 126.990928 37.522689, 126.990938 37.522693, 126.990948 37.522697, 126.990958 37.5227, 126.990969 37.522702, 126.99098 37.522703, 126.990991 37.522704, 126.991002 37.522703, 126.991013 37.522702, 126.991024 37.5227, 126.991034 37.522697, 126.991044 37.522693, 126.991054 37.522689, 126.991063 37.522683, 126.991071 37.522678, 126.991078 37.522671, 126.991085 37.522664, 126.991091 37.522656, 126.991096 37.522648, 126.991099 37.52264, 126.991102 37.522631, 126.991104 37.522623, 126.991104 37.522614))"
버스정류소,점10m,"POLYGON ((127.005661 37.527844, 127.00566 37.527835, 127.005658 37.527826, 127.005656 37.527818, 127.005652 37.527809, 127.005647 37.527802, 127.005641 37.527794, 127.005635 37.527787, 127.005627 37.52778, 127.005619 37.527774, 127.00561 37.527769, 127.005601 37.527765, 127.005591 37.527761, 127.00558 37.527758, 127.005569 37.527756, 127.005558 37.527754, 127.005547 37.527754, 127.005536 37.527754, 127.005525 37.527756, 127.005515 37.527758, 127.005504 37.527761, 127.005494 37.527765, 127.005485 37.527769, 127.005476 37.527774, 127.005467 37.52778, 127.00546 37.527787, 127.005453 37.527794, 127.005448 37.527802, 127.005443 37.52781, 127.005439 37.527818, 127.005436 37.527826, 127.005435 37.527835, 127.005434 37.527844, 127.005435 37.527853, 127.005436 37.527862, 127.005439 37.52787, 127.005443 37.527878, 127.005448 37.527886, 127.005453 37.527894, 127.00546 37.527901, 127.005467 37.527908, 127.005476 37.527914, 127.005485 37.527919, 127.005494 37.527923, 127.005504 37.527927, 127.005515 37.52793, 127.005525 37.527932, 127.005536 37.527934, 127.005547 37.527934, 127.005558 37.527934, 127.005569 37.527932, 127.00558 37.52793, 127.005591 37.527927, 127.005601 37.527923, 127.00561 37.527919, 127.005619 37.527914, 127.005627 37.527908, 127.005635 37.527901, 127.005641 37.527894, 127.005647 37.527886, 127.005652 37.527878, 127.005656 37.52787, 127.005658 37.527862, 127.00566 37.527853, 127.005661 37.527844))"
버스정류소,점10m,"POLYGON ((126.989599 37.520035, 126.989598 37.520026, 126.989596 37.520017, 126.989594 37.520008, 126.98959 37.52, 126.989585 37.519992, 126.98958 37.519984, 126.989573 37.519977, 126.989565 37.519971, 126.989557 37.519965, 126.989548 37.51996, 126.989539 37.519955, 126.989529 37.519951, 126.989518 37.519948, 126.989508 37.519946, 126.989497 37.519945, 126.989486 37.519944, 126.989474 37.519945, 126.989463 37.519946, 126.989453 37.519948, 126.989442 37.519951, 126.989432 37.519955, 126.989423 37.51996, 126.989414 37.519965, 126.989406 37.519971, 126.989398 37.519977, 126.989391 37.519984, 126.989386 37.519992, 126.989381 37.52, 126.989377 37.520008, 126.989375 37.520017, 126.989373 37.520026, 126.989372 37.520034, 126.989373 37.520043, 126.989375 37.520052, 126.989377 37.520061, 126.989381 37.520069, 126.989386 37.520077, 126.989391 37.520085, 126.989398 37.520092, 126.989406 37.520098, 126.989414 37.520104, 126.989423 37.520109, 126.989432 37.520114, 126.989442 37.520118, 126.989453 37.520121, 126.989463 37.520123, 126.989474 37.520124, 126.989485 37.520125, 126.989497 37.520124, 126.989508 37.520123, 126.989518 37.520121, 126.989529 37.520118, 126.989539 37.520114, 126.989548 37.520109, 126.989557 37.520104, 126.989565 37.520098, 126.989573 37.520092, 126.98958 37.520085, 126.989585 37.520077, 126.98959 37.520069, 126.989594 37.520061, 126.989596 37.520052, 126.989598 37.520043, 126.989599 37.520035))"
버스정류소,점10m,"POLYGON ((126.971174 37.53887, 126.971173 37.538861, 126.971171 37.538852, 126.971169 37.538844, 126.971165 37.538836, 126.97116 37.538828, 126.971154 37.53882, 126.971148 37.538813, 126.97114 37.538806, 126.971132 37.5388, 126.971123 37.538795, 126.971114 37.538791, 126.971104 37.538787, 126.971093 37.538784, 126.971083 37.538782, 126.971072 37.53878, 126.97106 37.53878, 126.971049 37.53878, 126.971038 37.538782, 126.971028 37.538784, 126.971017 37.538787, 126.971007 37.538791, 126.970998 37.538795, 126.970989 37.5388, 126.97098 37.538806, 126.970973 37.538813, 126.970966 37.53882, 126.970961 37.538828, 126.970956 37.538835, 126.970952 37.538844, 126.970949 37.538852, 126.970948 37.538861, 126.970947 37.53887, 126.970948 37.538879, 126.970949 37.538888, 126.970952 37.538896, 126.970956 37.538904, 126.970961 37.538912, 126.970966 37.53892, 126.970973 37.538927, 126.97098 37.538934, 126.970989 37.53894, 126.970998 37.538945, 126.971007 37.538949, 126.971017 37.538953, 126.971028 37.538956, 126.971038 37.538958, 126.971049 37.53896, 126.97106 37.53896, 126.971071 37.53896, 126.971082 37.538958, 126.971093 37.538956, 126.971104 37.538953, 126.971114 37.538949, 126.971123 37.538945, 126.971132 37.53894, 126.97114 37.538934, 126.971148 37.538927, 126.971154 37.53892, 126.97116 37.538912, 126.971165 37.538905, 126.971169 37.538896, 126.971171 37.538888, 126.971173 37.538879, 126.971174 37.53887))"
버스정류소,점10m,"POLYGON ((126.971772 37.546386, 126.971772 37.546377, 126.97177 37.546368, 126.971767 37.54636, 126.971764 37.546351, 126.971759 37.546343, 126.971753 37.546336, 126.971747 37.546329, 126.971739 37.546322, 126.971731 37.546316, 126.971722 37.546311, 126.971713 37.546306, 126.971703 37.546303, 126.971692 37.5463, 126.971681 37.546297, 126.97167 37.546296, 126.971659 37.546296, 126.971648 37.546296, 126.971637 37.546297, 126.971626 37.5463, 126.971616 37.546303, 126.971606 37.546306, 126.971596 37.546311, 126.971587 37.546316, 126.971579 37.546322, 126.971572 37.546329, 126.971565 37.546336, 126.971559 37.546343, 126.971555 37.546351, 126.971551 37.54636, 126.971548 37.546368, 126.971547 37.546377, 126.971546 37.546386, 126.971547 37.546395, 126.971548 37.546403, 126.971551 37.546412, 126.971555 37.54642, 126.971559 37.546428, 126.971565 37.546436, 126.971572 37.546443, 126.971579 37.54645, 126.971587 37.546455, 126.971596 37.546461, 126.971606 37.546465, 126.971616 37.546469, 126.971626 37.546472, 126.971637 37.546474, 126.971648 37.546476, 126.971659 37.546476, 126.97167 37.546476, 126.971681 37.546474, 126.971692 37.546472, 126.971702 37.546469, 126.971713 37.546465, 126.971722 37.546461, 126.971731 37.546456, 126.971739 37.54645, 126.971747 37.546443, 126.971753 37.546436, 126.971759 37.546428, 126.971764 37.54642, 126.971767 37.546412, 126.97177 37.546403, 126.971772 37.546395, 126.971772 37.546386))"
버스정류소,점10m,"POLYGON ((126.974661 37.536204, 126.974661 37.536195, 126.974659 37.536186, 126.974656 37.536178, 126.974653 37.53617, 126.974648 37.536162, 126.974642 37.536154, 126.974635 37.536147, 126.974628 37.53614, 126.97462 37.536134, 126.974611 37.536129, 126.974601 37.536125, 126.974591 37.536121, 126.974581 37.536118, 126.97457 37.536116, 126.974559 37.536114, 126.974548 37.536114, 126.974537 37.536114, 126.974526 37.536116, 126.974515 37.536118, 126.974505 37.536121, 126.974495 37.536125, 126.974485 37.536129, 126.974476 37.536134, 126.974468 37.53614, 126.974461 37.536147, 126.974454 37.536154, 126.974448 37.536162, 126.974443 37.536169, 126.97444 37.536178, 126.974437 37.536186, 126.974435 37.536195, 126.974435 37.536204, 126.974435 37.536213, 126.974437 37.536222, 126.97444 37.53623, 126.974443 37.536238, 126.974448 37.536246, 126.974454 37.536254, 126.974461 37.536261, 126.974468 37.536268, 126.974476 37.536274, 126.974485 37.536279, 126.974495 37.536283, 126.974505 37.536287, 126.974515 37.53629, 126.974526 37.536292, 126.974537 37.536294, 126.974548 37.536294, 126.974559 37.536294, 126.97457 37.536292, 126.974581 37.53629, 126.974591 37.536287, 126.974601 37.536283, 126.974611 37.536279, 126.97462 37.536274, 126.974628 37.536268, 126.974635 37.536261, 126.974642 37.536254, 126.974648 37.536246, 126.974653 37.536239, 126.974656 37.53623, 126.974659 37.536222, 126.974661 37.536213, 126.974661 37.536204))"
버스정류소,점10m,"POLYGON ((126.970636 37.544531, 126.970636 37.544522, 126.970634 37.544513, 126.970631 37.544504, 126.970627 37.544496, 126.970623 37.544488, 126.970617 37.544481, 126.97061 37.544473, 126.970603 37.544467, 126.970595 37.544461, 126.970586 37.544456, 126.970576 37.544451, 126.970566 37.544447, 126.970556 37.544444, 126.970545 37.544442, 126.970534 37.544441, 126.970523 37.54444, 126.970512 37.544441, 126.970501 37.544442, 126.97049 37.544444, 126.97048 37.544447, 126.97047 37.544451, 126.97046 37.544456, 126.970451 37.544461, 126.970443 37.544467, 126.970435 37.544473, 126.970429 37.54448, 126.970423 37.544488, 126.970418 37.544496, 126.970415 37.544504, 126.970412 37.544513, 126.97041 37.544522, 126.97041 37.544531, 126.97041 37.544539, 126.970412 37.544548, 126.970415 37.544557, 126.970418 37.544565, 126.970423 37.544573, 126.970429 37.544581, 126.970435 37.544588, 126.970443 37.544594, 126.970451 37.5446, 126.97046 37.544605, 126.97047 37.54461, 126.97048 37.544614, 126.97049 37.544617, 126.970501 37.544619, 126.970512 37.54462, 126.970523 37.544621, 126.970534 37.54462, 126.970545 37.544619, 126.970556 37.544617, 126.970566 37.544614, 126.970576 37.54461, 126.970586 37.544605, 126.970595 37.5446, 126.970603 37.544594, 126.97061 37.544588, 126.970617 37.544581, 126.970623 37.544573, 126.970627 37.544565, 126.970631 37.544557, 126.970634 37.544548, 126.970636 37.544539, 126.970636 37.544531))"
버스정류소,점10m,"POLYGON ((126.955723 37.532138, 126.955723 37.53213, 126.955721 37.532121, 126.955719 37.532112, 126.955715 37.532104, 126.95571 37.532096, 126.955704 37.532088, 126.955698 37.532081, 126.95569 37.532075, 126.955682 37.532069, 126.955673 37.532063, 126.955664 37.532059, 126.955654 37.532055, 126.955643 37.532052, 126.955632 37.53205, 126.955621 37.532049, 126.95561 37.532048, 126.955599 37.532049, 126.955588 37.53205, 126.955578 37.532052, 126.955567 37.532055, 126.955557 37.532059, 126.955547 37.532063, 126.955539 37.532069, 126.95553 37.532075, 126.955523 37.532081, 126.955516 37.532088, 126.955511 37.532096, 126.955506 37.532104, 126.955502 37.532112, 126.955499 37.532121, 126.955498 37.532129, 126.955497 37.532138, 126.955498 37.532147, 126.955499 37.532156, 126.955502 37.532164, 126.955506 37.532173, 126.95551 37.532181, 126.955516 37.532188, 126.955523 37.532195, 126.95553 37.532202, 126.955538 37.532208, 126.955547 37.532213, 126.955557 37.532218, 126.955567 37.532222, 126.955577 37.532225, 126.955588 37.532227, 126.955599 37.532228, 126.95561 37.532228, 126.955621 37.532228, 126.955632 37.532227, 126.955643 37.532225, 126.955654 37.532222, 126.955664 37.532218, 126.955673 37.532213, 126.955682 37.532208, 126.95569 37.532202, 126.955698 37.532196, 126.955704 37.532188, 126.95571 37.532181, 126.955715 37.532173, 126.955719 37.532165, 126.955721 37.532156, 126.955723 37.532147, 126.955723 37.532138))"
