번호,재산종류,재산구분,소재지(지번),소재지(도로명),지목(공부),대장면적(단위:㎡)
965,토지,행정재산,서울특별시 용산구 원효로1가 121-72,,도로,31.30
966,토지,행정재산,서울특별시 용산구 원효로1가 121-73,,도로,16.50
967,토지,행정재산,서울특별시 용산구 원효로1가 127-1,,도로,277.70
968,토지,일반재산,서울특별시 용산구 원효로1가 128-3,,대,23.10
969,토지,행정재산,서울특별시 용산구 원효로1가 129-6,,도로,432.40
970,토지,행정재산,서울특별시 용산구 원효로1가 112-3,,도로,859.50
971,토지,행정재산,서울특별시 용산구 원효로1가 110-3,,도로,124.60
972,토지,일반재산,서울특별시 용산구 원효로1가 43-11,,대,51.66
973,토지,일반재산,서울특별시 용산구 원효로1가 47-11,,대,25.18
974,토지,일반재산,서울특별시 용산구 원효로1가 48-9,,대,0.02
975,토지,행정재산,서울특별시 용산구 원효로1가 48-14,,도로,126.90
976,토지,행정재산,서울특별시 용산구 원효로1가 53-13,,도로,"8,170.20"
977,토지,일반재산,서울특별시 용산구 원효로1가 57-7,,대,0.26
978,토지,일반재산,서울특별시 용산구 원효로1가 80-2,,대,3.00
979,토지,일반재산,서울특별시 용산구 원효로1가 81-2,,대,3.30
980,토지,행정재산,서울특별시 용산구 원효로1가 81-5,,대,26.40
981,토지,행정재산,서울특별시 용산구 원효로1가 108-24,,도로,3.30
982,토지,행정재산,서울특별시 용산구 원효로1가 108-29,,도로,1.30
983,토지,행정재산,서울특별시 용산구 원효로1가 108-36,,도로,34.60
984,토지,일반재산,서울특별시 용산구 원효로1가 108-48,,대,1.70
985,토지,일반재산,서울특별시 용산구 원효로1가 108-57,,대,13.20
986,토지,행정재산,서울특별시 용산구 원효로1가 108-70,,도로,4.80
987,토지,일반재산,서울특별시 용산구 원효로1가 108-77,,도로,10.10
988,토지,행정재산,서울특별시 용산구 원효로1가 129-8,,도로,178.80
989,토지,행정재산,서울특별시 용산구 원효로1가 129-14,,도로,727.70
990,토지,행정재산,서울특별시 용산구 원효로1가 129-21,,도로,33.00
991,토지,행정재산,서울특별시 용산구 원효로2가 19-1,,대,23.30
992,토지,행정재산,서울특별시 용산구 원효로2가 18-7,,도로,0.30
993,토지,일반재산,서울특별시 용산구 원효로2가 16-11,,대,4.40
994,토지,행정재산,서울특별시 용산구 원효로2가 16-8,,대,46.80
995,토지,일반재산,서울특별시 용산구 원효로2가 14-9,,도로,0.30
996,토지,행정재산,서울특별시 용산구 원효로2가 14-7,,도로,3.00
997,토지,행정재산,서울특별시 용산구 원효로2가 13-10,,도로,1.00
998,토지,행정재산,서울특별시 용산구 원효로2가 13-6,,도로,1.30
999,토지,행정재산,서울특별시 용산구 원효로2가 13-4,,대,2.30
1000,토지,일반재산,서울특별시 용산구 원효로2가 10-5,,대,1.00
1001,토지,일반재산,서울특별시 용산구 원효로2가 8-28,,대,17.50
1002,토지,행정재산,서울특별시 용산구 원효로2가 8-19,,대,11.20
1003,토지,일반재산,서울특별시 용산구 원효로2가 8-17,,대,132.20
1004,토지,일반재산,서울특별시 용산구 원효로2가 8-7,,대,165.30
1005,토지,일반재산,서울특별시 용산구 원효로2가 4-5,,도로,11.90
1006,토지,행정재산,서울특별시 용산구 원효로2가 4-1,,도로,"1,837.20"
1007,토지,행정재산,서울특별시 용산구 원효로2가 3-1,,도로,438.90
1008,토지,일반재산,서울특별시 용산구 원효로2가 2-35,,대,0.70
1009,토지,일반재산,서울특별시 용산구 원효로2가 2-5,,대,3.30
1010,토지,일반재산,서울특별시 용산구 원효로2가 1-98,,도로,8.10
1011,토지,일반재산,서울특별시 용산구 원효로2가 1-77,,대,3.00
1012,토지,일반재산,서울특별시 용산구 원효로2가 1-60,,대,5.10
1013,토지,일반재산,서울특별시 용산구 원효로2가 1-19,,대,5.20
1014,토지,일반재산,서울특별시 용산구 원효로2가 1-18,,대,6.10
1015,토지,일반재산,서울특별시 용산구 원효로2가 1-13,,도로,211.90
1016,토지,일반재산,서울특별시 용산구 원효로2가 1-8,,대,6.20
1017,토지,행정재산,서울특별시 용산구 원효로1가 133-13,,도로,257.80
1018,토지,행정재산,서울특별시 용산구 원효로1가 129-52,,도로,31.90
1019,토지,행정재산,서울특별시 용산구 원효로1가 129-46,,도로,61.50
1020,토지,일반재산,서울특별시 용산구 원효로1가 32-2,,대,6.60
1021,토지,일반재산,서울특별시 용산구 원효로1가 31-27,,대,7.50
1022,토지,일반재산,서울특별시 용산구 원효로1가 27-38,,대,3.30
1023,토지,일반재산,서울특별시 용산구 원효로1가 27-47,,대,69.40
1024,토지,일반재산,서울특별시 용산구 원효로1가 27-76,,대,9.90
1025,토지,일반재산,서울특별시 용산구 원효로1가 27-79,,대,9.90
1026,토지,일반재산,서울특별시 용산구 원효로1가 27-85,,도로,51.60
1027,토지,일반재산,서울특별시 용산구 원효로1가 27-117,,대,4.30
1028,토지,일반재산,서울특별시 용산구 원효로1가 27-120,,대,7.30
1029,토지,일반재산,서울특별시 용산구 원효로1가 27-125,,대,2.30
1030,토지,행정재산,서울특별시 용산구 원효로1가 28-6,,도로,119.00
1031,토지,행정재산,서울특별시 용산구 원효로1가 28-24,,도로,33.10
1032,토지,일반재산,서울특별시 용산구 원효로1가 28-36,,대,9.90
1033,토지,행정재산,서울특별시 용산구 원효로1가 28-38,,대,5.60
1034,토지,행정재산,서울특별시 용산구 원효로1가 28-49,,대,0.90
1035,토지,행정재산,서울특별시 용산구 원효로1가 28-52,,도로,9.90
1036,토지,행정재산,서울특별시 용산구 원효로1가 28-55,,도로,11.60
1037,토지,일반재산,서울특별시 용산구 원효로1가 27-37,,대,6.60
1038,토지,일반재산,서울특별시 용산구 원효로1가 27-16,,대,1.00
1039,토지,일반재산,서울특별시 용산구 원효로1가 24-6,,대,0.30
1040,토지,행정재산,서울특별시 용산구 원효로1가 24-7,,도로,89.20
1041,토지,행정재산,서울특별시 용산구 원효로1가 24-12,,도로,208.20
1042,토지,행정재산,서울특별시 용산구 원효로1가 24-27,,도로,1.60
1043,토지,행정재산,서울특별시 용산구 원효로1가 25-1,,도로,"1,558.10"
1044,토지,일반재산,서울특별시 용산구 원효로1가 25-3,,대,150.90
1045,토지,일반재산,서울특별시 용산구 원효로1가 25-5,,도로,202.30
1046,토지,일반재산,서울특별시 용산구 원효로1가 25-6,,대,76.70
1047,토지,행정재산,서울특별시 용산구 원효로1가 25-11,,도로,297.30
1048,토지,일반재산,서울특별시 용산구 원효로1가 26-2,,대,2.30
1049,토지,행정재산,서울특별시 용산구 원효로1가 26-21,,도로,119.00
1050,토지,행정재산,서울특별시 용산구 원효로1가 26-50,,도로,0.50
1051,토지,일반재산,서울특별시 용산구 원효로1가 27-1,,대,19.80
1052,토지,행정재산,서울특별시 용산구 원효로1가 27-7,,도로,46.00
1053,토지,행정재산,서울특별시 용산구 원효로1가 27-15,,도로,106.10
1054,토지,행정재산,서울특별시 용산구 원효로1가 28-65,,도로,4.30
1055,토지,행정재산,서울특별시 용산구 원효로1가 28-68,,도로,7.00
1056,토지,일반재산,서울특별시 용산구 원효로1가 29-5,,도로,29.80
1057,토지,행정재산,서울특별시 용산구 원효로1가 30-45,,도로,37.70
1058,토지,일반재산,서울특별시 용산구 원효로1가 30-52,,대,4.00
1059,토지,행정재산,서울특별시 용산구 원효로1가 30-55,,대,26.10
1060,토지,행정재산,서울특별시 용산구 원효로1가 30-56,,대,15.20
1061,토지,행정재산,서울특별시 용산구 원효로1가 30-57,,도로,12.90
1062,토지,일반재산,서울특별시 용산구 원효로1가 30-63,,대,3.60
1063,토지,일반재산,서울특별시 용산구 원효로1가 30-65,,도로,13.20
1064,토지,일반재산,서울특별시 용산구 원효로1가 30-74,,대,8.30
1065,토지,일반재산,서울특별시 용산구 원효로1가 30-77,,대,20.20
1066,토지,행정재산,서울특별시 용산구 원효로1가 30-80,,대,52.90
1067,토지,일반재산,서울특별시 용산구 원효로1가 30-87,,도로,22.70
1068,토지,일반재산,서울특별시 용산구 원효로1가 30-90,,대,1.00
1069,토지,일반재산,서울특별시 용산구 원효로1가 31-1,,대,2.60
1070,토지,일반재산,서울특별시 용산구 원효로1가 31-13,,대,5.40
1071,토지,일반재산,서울특별시 용산구 원효로1가 31-21,,대,1.30
1072,토지,행정재산,서울특별시 용산구 원효로1가 30-43,,도로,26.40
1073,토지,행정재산,서울특별시 용산구 원효로1가 30-38,,대,2.00
1074,토지,행정재산,서울특별시 용산구 원효로1가 29-9,,도로,19.20
1075,토지,행정재산,서울특별시 용산구 원효로1가 29-23,,대,16.50
1076,토지,일반재산,서울특별시 용산구 원효로1가 29-24,,대,9.90
1077,토지,행정재산,서울특별시 용산구 원효로1가 29-25,,대,1.30
1078,토지,행정재산,서울특별시 용산구 원효로1가 29-31,,대,11.60
1079,토지,행정재산,서울특별시 용산구 원효로1가 29-46,,도로,7.90
1080,토지,일반재산,서울특별시 용산구 원효로1가 29-48,,대,5.30
1081,토지,행정재산,서울특별시 용산구 원효로1가 30-3,,대,48.80
1082,토지,행정재산,서울특별시 용산구 원효로1가 30-6,,대,16.50
1083,토지,행정재산,서울특별시 용산구 원효로1가 30-8,,도로,60.50
1084,토지,일반재산,서울특별시 용산구 원효로1가 30-9,,대,4.30
1085,토지,일반재산,서울특별시 용산구 원효로1가 30-23,,대,6.30
1086,토지,행정재산,서울특별시 용산구 원효로1가 30-31,,도로,64.80
1087,토지,일반재산,서울특별시 용산구 원효로1가 30-35,,대,1.00
1088,토지,일반재산,서울특별시 용산구 원효로1가 30-37,,대,49.60
1089,토지,행정재산,서울특별시 용산구 원효로2가 19-4,,도로,3.10
1090,토지,일반재산,서울특별시 용산구 원효로2가 20-1,,도로,52.90
1091,토지,일반재산,서울특별시 용산구 산천동 106-191,,도로,96.20
1092,토지,일반재산,서울특별시 용산구 산천동 106-196,,도로,10.00
1093,토지,일반재산,서울특별시 용산구 산천동 131,,도로,23.50
1094,토지,행정재산,서울특별시 용산구 산천동 132,,도로,119.00
1095,토지,행정재산,서울특별시 용산구 산천동 133-10,,도로,67.20
1096,토지,일반재산,서울특별시 용산구 산천동 134-3,,도로,43.20
1097,토지,행정재산,서울특별시 용산구 산천동 135,,도로,62.80
1098,토지,일반재산,서울특별시 용산구 산천동 136-2,,도로,95.20
1099,토지,일반재산,서울특별시 용산구 산천동 137-1,,도로,17.20
1100,토지,일반재산,서울특별시 용산구 산천동 146,,도로,4.10
1101,토지,일반재산,서울특별시 용산구 산천동 147,,도로,57.90
1102,토지,일반재산,서울특별시 용산구 산천동 148,,도로,86.00
1103,토지,행정재산,서울특별시 용산구 산천동 149,,도로,119.00
1104,토지,일반재산,서울특별시 용산구 산천동 150,,도로,117.40
1105,토지,일반재산,서울특별시 용산구 산천동 151,,도로,77.80
1106,토지,일반재산,서울특별시 용산구 산천동 106-190,,대,0.80
1107,토지,행정재산,서울특별시 용산구 산천동 106-188,,도로,65.90
1108,토지,행정재산,서울특별시 용산구 신창동 77-32,,대,13.20
1109,토지,일반재산,서울특별시 용산구 신창동 77-142,,대,26.40
1110,토지,일반재산,서울특별시 용산구 신창동 77-186,,대,4.90
1111,토지,일반재산,서울특별시 용산구 신창동 89-1,,대,6.30
1112,토지,일반재산,서울특별시 용산구 신창동 89-6,,대,0.09
1113,토지,행정재산,서울특별시 용산구 신창동 89-10,,도로,40.20
1114,토지,일반재산,서울특별시 용산구 신창동 89-11,,대,9.40
1115,토지,행정재산,서울특별시 용산구 산천동 6-74,,학교용지,127.30
1116,토지,일반재산,서울특별시 용산구 산천동 87-2,,대,0.50
1117,토지,일반재산,서울특별시 용산구 산천동 87-3,,대,14.20
1118,토지,일반재산,서울특별시 용산구 산천동 87-6,,대,1.80
1119,토지,행정재산,서울특별시 용산구 산천동 88-5,,대,152.10
1120,토지,행정재산,서울특별시 용산구 산천동 106-87,,대,0.30
1121,토지,행정재산,서울특별시 용산구 산천동 106-124,,도로,498.60
1122,토지,일반재산,서울특별시 용산구 산천동 106-179,,대,3.90
1123,토지,행정재산,서울특별시 용산구 산천동 152-2,,대,4.30
1124,토지,행정재산,서울특별시 용산구 산천동 152-3,,대,2.60
1125,토지,행정재산,서울특별시 용산구 산천동 152-5,,대,1.10
1126,토지,일반재산,서울특별시 용산구 청암동 115-3,,대,2.40
1127,토지,일반재산,서울특별시 용산구 청암동 115-5,,대,10.50
1128,토지,행정재산,서울특별시 용산구 청암동 168-23,,대,5.00
1129,토지,행정재산,서울특별시 용산구 청암동 168-26,,대,27.10
1130,토지,일반재산,서울특별시 용산구 청암동 168-27,,대,6.00
1131,토지,행정재산,서울특별시 용산구 청암동 168-29,,대,37.40
1132,토지,일반재산,서울특별시 용산구 청암동 168-42,,대,206.60
1133,토지,일반재산,서울특별시 용산구 청암동 168-43,,대,136.90
1134,토지,일반재산,서울특별시 용산구 청암동 168-44,,대,44.00
1135,토지,행정재산,서울특별시 용산구 청암동 168-46,,대,168.60
1136,토지,행정재산,서울특별시 용산구 청암동 168-52,,도로,2.60
1137,토지,행정재산,서울특별시 용산구 청암동 169-1,,하천,119.70
1138,토지,일반재산,서울특별시 용산구 원효로3가 1-1,,대,262.10
1139,토지,행정재산,서울특별시 용산구 원효로3가 1-30,,대,14.20
1140,토지,일반재산,서울특별시 용산구 원효로3가 12-5,,대,8.80
1141,토지,행정재산,서울특별시 용산구 청암동 114-2,,대,51.00
1142,토지,일반재산,서울특별시 용산구 청암동 114-1,,대,1.30
1143,토지,일반재산,서울특별시 용산구 청암동 1-6,,도로,173.90
1144,토지,행정재산,서울특별시 용산구 청암동 5,,도로,241.30
1145,토지,행정재산,서울특별시 용산구 청암동 7,,도로,433.90
1146,토지,일반재산,서울특별시 용산구 청암동 8,,도로,0.70
1147,토지,일반재산,서울특별시 용산구 청암동 10-5,,도로,102.80
1148,토지,일반재산,서울특별시 용산구 청암동 52-3,,도로,301.90
1149,토지,일반재산,서울특별시 용산구 청암동 59-4,,대,37.90
1150,토지,일반재산,서울특별시 용산구 청암동 79-4,,도로,68.30
1151,토지,행정재산,서울특별시 용산구 청암동 80-3,,도로,19.10
1152,토지,일반재산,서울특별시 용산구 청암동 81,,도로,56.20
1153,토지,일반재산,서울특별시 용산구 청암동 88,,도로,145.50
1154,토지,일반재산,서울특별시 용산구 청암동 97-1,,대,12.70
1155,토지,행정재산,서울특별시 용산구 청암동 107-1,,도로,234.70
1156,토지,행정재산,서울특별시 용산구 청암동 113-1,,도로,112.40
1157,토지,일반재산,서울특별시 용산구 청암동 113-2,,도로,211.60
1158,토지,일반재산,서울특별시 용산구 신창동 76-30,,대,62.00
1159,토지,일반재산,서울특별시 용산구 신창동 71,,대,52.90
1160,토지,행정재산,서울특별시 용산구 원효로2가 72-5,,도로,346.80
1161,토지,행정재산,서울특별시 용산구 원효로2가 73-2,,도로,3.30
1162,토지,일반재산,서울특별시 용산구 원효로2가 76-26,,대,6.00
1163,토지,일반재산,서울특별시 용산구 원효로2가 76-27,,도로,3.30
1164,토지,일반재산,서울특별시 용산구 원효로2가 76-28,,도로,12.90
1165,토지,일반재산,서울특별시 용산구 원효로2가 76-31,,대,10.37
1166,토지,일반재산,서울특별시 용산구 원효로2가 76-33,,도로,34.10
1167,토지,일반재산,서울특별시 용산구 원효로2가 76-38,,대,0.58
1168,토지,일반재산,서울특별시 용산구 원효로2가 77-6,,대,12.80
1169,토지,일반재산,서울특별시 용산구 원효로2가 77-9,,도로,15.50
1170,토지,일반재산,서울특별시 용산구 원효로2가 77-46,,도로,3.70
1171,토지,일반재산,서울특별시 용산구 원효로2가 78-8,,대,8.60
1172,토지,일반재산,서울특별시 용산구 원효로2가 78-12,,대,2.60
1173,토지,일반재산,서울특별시 용산구 원효로2가 78-22,,대,29.80
1174,토지,일반재산,서울특별시 용산구 원효로2가 78-27,,대,14.80
1175,토지,행정재산,서울특별시 용산구 원효로2가 71-1,,도로,52.90
1176,토지,행정재산,서울특별시 용산구 원효로2가 69-12,,도로,"1,080.90"
1177,토지,일반재산,서울특별시 용산구 원효로2가 22-5,,도로,3.30
1178,토지,행정재산,서울특별시 용산구 원효로2가 23-14,,도로,304.10
1179,토지,일반재산,서울특별시 용산구 원효로2가 24,,대,1.50
1180,토지,행정재산,서울특별시 용산구 원효로2가 24-1,,도로,296.00
1181,토지,행정재산,서울특별시 용산구 원효로2가 29-1,,도로,771.50
1182,토지,행정재산,서울특별시 용산구 원효로2가 34,,대,7.70
1183,토지,행정재산,서울특별시 용산구 원효로2가 34-3,,도로,34.80
1184,토지,일반재산,서울특별시 용산구 원효로2가 35-1,,대,13.70
1185,토지,일반재산,서울특별시 용산구 원효로2가 44-6,,대,1.00
1186,토지,일반재산,서울특별시 용산구 원효로2가 45-3,,대,7.00
1187,토지,행정재산,서울특별시 용산구 원효로2가 52-25,,도로,40.30
1188,토지,행정재산,서울특별시 용산구 원효로2가 58-4,,대,9.90
1189,토지,행정재산,서울특별시 용산구 원효로2가 64-2,,도로,1.60
1190,토지,행정재산,서울특별시 용산구 원효로2가 65-11,,도로,114.70
1191,토지,행정재산,서울특별시 용산구 원효로2가 65-19,,도로,56.20
1192,토지,행정재산,서울특별시 용산구 원효로2가 78-41,,도로,3.80
1193,토지,일반재산,서울특별시 용산구 원효로2가 79-35,,대,21.80
1194,토지,일반재산,서울특별시 용산구 원효로2가 79-44,,대,23.90
1195,토지,행정재산,서울특별시 용산구 원효로2가 84-7,,도로,36.40
1196,토지,행정재산,서울특별시 용산구 원효로2가 85-2,,도로,988.40
1197,토지,일반재산,서울특별시 용산구 원효로2가 85-8,,도로,2.60
1198,토지,행정재산,서울특별시 용산구 원효로2가 90-2,,도로,978.50
1199,토지,일반재산,서울특별시 용산구 원효로2가 90-8,,대,90.00
1200,토지,행정재산,서울특별시 용산구 원효로2가 91-2,,도로,"1,692.50"
1201,토지,행정재산,서울특별시 용산구 원효로2가 93-8,,도로,123.30
1202,토지,일반재산,서울특별시 용산구 원효로2가 93-13,,대,25.60
1203,토지,행정재산,서울특별시 용산구 원효로2가 94-8,,대,52.90
1204,토지,일반재산,서울특별시 용산구 신창동 5-2,,대,1.30
1205,토지,일반재산,서울특별시 용산구 신창동 31-2,,대,11.49
1206,토지,일반재산,서울특별시 용산구 신창동 31-15,,대,9.16
1207,토지,일반재산,서울특별시 용산구 신창동 31-19,,대,21.61
1208,토지,행정재산,서울특별시 용산구 신창동 60-2,,도로,19.80
1209,토지,행정재산,서울특별시 용산구 신창동 63-6,,도로,42.20
1210,토지,행정재산,서울특별시 용산구 원효로2가 84-4,,대,38.70
1211,토지,행정재산,서울특별시 용산구 원효로2가 83-17,,도로,2.00
1212,토지,일반재산,서울특별시 용산구 원효로2가 79-45,,대,15.50
1213,토지,행정재산,서울특별시 용산구 원효로2가 80-17,,도로,69.40
1214,토지,행정재산,서울특별시 용산구 원효로2가 80-23,,도로,105.80
1215,토지,일반재산,서울특별시 용산구 원효로2가 80-29,,대,2.00
1216,토지,일반재산,서울특별시 용산구 원효로2가 81-7,,대,2.10
1217,토지,일반재산,서울특별시 용산구 원효로2가 81-13,,대,0.30
1218,토지,일반재산,서울특별시 용산구 원효로2가 81-22,,대,9.40
1219,토지,행정재산,서울특별시 용산구 원효로2가 82-2,,대,18.80
1220,토지,일반재산,서울특별시 용산구 원효로2가 82-6,,대,0.30
1221,토지,일반재산,서울특별시 용산구 원효로2가 82-8,,대,1.30
1222,토지,일반재산,서울특별시 용산구 원효로2가 83-5,,대,1.30
1223,토지,일반재산,서울특별시 용산구 원효로2가 83-9,,대,0.60
1224,토지,일반재산,서울특별시 용산구 원효로2가 83-13,,대,4.60
1225,토지,일반재산,서울특별시 용산구 원효로2가 83-14,,대,8.50
1226,토지,일반재산,서울특별시 용산구 원효로2가 83-15,,도로,2.60
1227,토지,일반재산,서울특별시 용산구 원효로1가 23-68,,대,10.30
1228,토지,일반재산,서울특별시 용산구 원효로3가 12-6,,대,11.00
1229,토지,일반재산,서울특별시 용산구 청파동3가 135-2,,대,31.10
1230,토지,일반재산,서울특별시 용산구 청파동3가 134-60,,학교용지,17.10
1231,토지,일반재산,서울특별시 용산구 청파동3가 118-387,,대,0.05
1232,토지,행정재산,서울특별시 용산구 청파동3가 118-390,,도로,2.00
1233,토지,일반재산,서울특별시 용산구 청파동3가 118-394,,대,1.70
1234,토지,일반재산,서울특별시 용산구 청파동3가 118-395,,대,0.60
1235,토지,일반재산,서울특별시 용산구 청파동3가 118-398,,대,5.40
1236,토지,일반재산,서울특별시 용산구 청파동3가 118-401,,도로,5.80
1237,토지,일반재산,서울특별시 용산구 청파동3가 134-59,,학교용지,6.60
1238,토지,행정재산,서울특별시 용산구 청파동3가 134-56,,학교용지,10.20
1239,토지,일반재산,서울특별시 용산구 청파동3가 134-55,,도로,50.60
1240,토지,일반재산,서울특별시 용산구 청파동3가 134-54,,대,15.30
1241,토지,일반재산,서울특별시 용산구 청파동3가 134-48,,임야,57.20
1242,토지,일반재산,서울특별시 용산구 청파동3가 134-41,,대,7.30
1243,토지,일반재산,서울특별시 용산구 청파동3가 118-405,,대,13.50
1244,토지,일반재산,서울특별시 용산구 청파동3가 118-408,,대,5.80
1245,토지,일반재산,서울특별시 용산구 청파동3가 119-4,,대,0.91
1246,토지,행정재산,서울특별시 용산구 청파동3가 121-27,,도로,383.50
1247,토지,일반재산,서울특별시 용산구 청파동3가 134-40,,대,17.80
1248,토지,일반재산,서울특별시 용산구 청파동3가 121-28,,대,23.10
1249,토지,행정재산,서울특별시 용산구 청파동3가 121-33,,도로,21.10
1250,토지,일반재산,서울특별시 용산구 청파동3가 121-34,,도로,0.30
1251,토지,일반재산,서울특별시 용산구 청파동3가 134-39,,대,1.30
1252,토지,일반재산,서울특별시 용산구 청파동3가 121-38,,도로,5.50
1253,토지,일반재산,서울특별시 용산구 청파동3가 121-51,,도로,7.10
1254,토지,행정재산,서울특별시 용산구 청파동3가 121-54,,도로,46.30
1255,토지,일반재산,서울특별시 용산구 청파동3가 135-4,,대,2.30
1256,토지,일반재산,서울특별시 용산구 청파동3가 135-7,,대,7.30
1257,토지,일반재산,서울특별시 용산구 청파동3가 118-243,,대,7.90
1258,토지,행정재산,서울특별시 용산구 청파동3가 118-255,,도로,10.60
1259,토지,일반재산,서울특별시 용산구 청파동3가 118-281,,대,5.40
1260,토지,행정재산,서울특별시 용산구 청파동3가 118-283,,학교용지,503.10
1261,토지,일반재산,서울특별시 용산구 청파동3가 118-285,,대,6.00
1262,토지,일반재산,서울특별시 용산구 청파동3가 118-287,,대,6.70
1263,토지,일반재산,서울특별시 용산구 청파동3가 118-288,,도로,11.60
1264,토지,일반재산,서울특별시 용산구 청파동3가 118-358,,대,3.00
1265,토지,일반재산,서울특별시 용산구 청파동3가 118-359,,대,2.30
1266,토지,행정재산,서울특별시 용산구 청파동3가 118-366,,학교용지,9.20
1267,토지,행정재산,서울특별시 용산구 청파동3가 118-367,,학교용지,14.20
1268,토지,일반재산,서울특별시 용산구 원효로1가 12-1,,대,2.97
1269,토지,행정재산,서울특별시 용산구 원효로1가 5-26,,도로,48.30
1270,토지,일반재산,서울특별시 용산구 원효로1가 2-3,,대,9.30
1271,토지,행정재산,서울특별시 용산구 청파동3가 118-368,,학교용지,50.20
1272,토지,일반재산,서울특별시 용산구 원효로1가 1-1,,대,33.00
1273,토지,행정재산,서울특별시 용산구 청파동3가 118-369,,학교용지,20.80
1274,토지,일반재산,서울특별시 용산구 청파동3가 135-35,,대,18.80
1275,토지,행정재산,서울특별시 용산구 청파동3가 135-30,,대,1.60
1276,토지,일반재산,서울특별시 용산구 청파동3가 135-26,,임야,1.00
1277,토지,일반재산,서울특별시 용산구 청파동3가 135-22,,대,11.80
1278,토지,일반재산,서울특별시 용산구 청파동3가 135-19,,대,27.43
1279,토지,일반재산,서울특별시 용산구 청파동3가 135-12,,대,58.20
1280,토지,행정재산,서울특별시 용산구 청파동3가 118-370,,학교용지,18.80
1281,토지,일반재산,서울특별시 용산구 청파동3가 118-371,,대,20.80
1282,토지,일반재산,서울특별시 용산구 청파동3가 118-384,,대,6.70
1283,토지,일반재산,서울특별시 용산구 청파동3가 121-63,,대,1.00
1284,토지,행정재산,서울특별시 용산구 청파동3가 121-66,,도로,23.50
1285,토지,행정재산,서울특별시 용산구 청파동3가 121-68,,대,8.20
1286,토지,일반재산,서울특별시 용산구 청파동3가 121-106,,대,8.00
1287,토지,일반재산,서울특별시 용산구 청파동3가 132-197,,임야,79.00
1288,토지,일반재산,서울특별시 용산구 청파동3가 132-196,,임야,563.10
1289,토지,행정재산,서울특별시 용산구 청파동3가 132-157,,도로,220.50
1290,토지,행정재산,서울특별시 용산구 청파동3가 132-121,,도로,44.00
1291,토지,일반재산,서울특별시 용산구 청파동3가 132-116,,대,7.90
1292,토지,행정재산,서울특별시 용산구 청파동3가 132-113,,도로,38.00
1293,토지,행정재산,서울특별시 용산구 청파동3가 121-134,,도로,0.20
1294,토지,행정재산,서울특별시 용산구 청파동3가 132-110,,대,57.20
1295,토지,일반재산,서울특별시 용산구 청파동3가 121-139,,도로,0.50
1296,토지,일반재산,서울특별시 용산구 청파동3가 121-148,,대,98.50
1297,토지,행정재산,서울특별시 용산구 청파동3가 121-149,,도로,4.40
1298,토지,일반재산,서울특별시 용산구 청파동3가 132-91,,대,2.00
1299,토지,행정재산,서울특별시 용산구 청파동3가 121-150,,도로,8.30
1300,토지,행정재산,서울특별시 용산구 청파동3가 121-154,,도로,2.00
1301,토지,행정재산,서울특별시 용산구 청파동3가 132-64,,도로,"3,131.80"
1302,토지,일반재산,서울특별시 용산구 청파동3가 132-62,,도로,86.00
1303,토지,일반재산,서울특별시 용산구 청파동3가 132-53,,도로,52.00
1304,토지,일반재산,서울특별시 용산구 청파동3가 132-43,,대,1.80
1305,토지,일반재산,서울특별시 용산구 청파동3가 121-156,,도로,1.70
1306,토지,일반재산,서울특별시 용산구 청파동3가 132-21,,철도용지,234.70
1307,토지,일반재산,서울특별시 용산구 청파동3가 132-5,,대,7.90
1308,토지,일반재산,서울특별시 용산구 청파동3가 130-11,,도로,44.10
1309,토지,일반재산,서울특별시 용산구 청파동3가 130-7,,대,3.15
1310,토지,일반재산,서울특별시 용산구 청파동3가 126-11,,도로,5.90
1311,토지,일반재산,서울특별시 용산구 청파동3가 126-5,,대,81.00
1312,토지,일반재산,서울특별시 용산구 청파동3가 132-198,,임야,993.70
1313,토지,행정재산,서울특별시 용산구 청파동3가 132-201,,도로,635.20
1314,토지,행정재산,서울특별시 용산구 청파동3가 121-69,,대,14.50
1315,토지,행정재산,서울특별시 용산구 청파동3가 134-32,,대,6.90
1316,토지,일반재산,서울특별시 용산구 청파동3가 134-30,,대,35.40
1317,토지,일반재산,서울특별시 용산구 청파동3가 121-70,,도로,12.60
1318,토지,행정재산,서울특별시 용산구 청파동3가 134-28,,대,4.30
1319,토지,일반재산,서울특별시 용산구 청파동3가 134-26,,대,1.60
1320,토지,일반재산,서울특별시 용산구 청파동3가 121-72,,도로,9.90
1321,토지,행정재산,서울특별시 용산구 청파동3가 121-80,,도로,22.10
1322,토지,행정재산,서울특별시 용산구 청파동3가 134-25,,대,7.20
1323,토지,일반재산,서울특별시 용산구 청파동3가 121-89,,대,9.50
1324,토지,일반재산,서울특별시 용산구 청파동3가 121-91,,대,4.60
1325,토지,일반재산,서울특별시 용산구 청파동3가 134-22,,대,8.30
1326,토지,일반재산,서울특별시 용산구 청파동3가 121-93,,대,2.60
1327,토지,행정재산,서울특별시 용산구 청파동3가 134-20,,학교용지,6.00
1328,토지,일반재산,서울특별시 용산구 청파동3가 121-95,,대,1.90
1329,토지,일반재산,서울특별시 용산구 청파동3가 121-98,,대,1.70
1330,토지,일반재산,서울특별시 용산구 청파동3가 134-12,,대,23.00
1331,토지,일반재산,서울특별시 용산구 청파동3가 133-30,,전,2.70
