번호,재산종류,재산구분,소재지(지번),소재지(도로명),지목(공부),대장면적(단위:㎡)
4294,토지,행정재산,서울특별시 용산구 용문동 5-248,,도로,11.00
4295,토지,행정재산,서울특별시 용산구 용문동 5-249,,도로,7.90
4296,토지,행정재산,서울특별시 용산구 용문동 5-250,,도로,6.00
4297,토지,행정재산,서울특별시 용산구 용문동 5-251,,도로,4.40
4298,토지,행정재산,서울특별시 용산구 원효로2가 1-14,,구거,9.90
4299,토지,행정재산,서울특별시 용산구 한강로3가 40-1027,,철도용지,777.40
4300,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4301,토지,행정재산,서울특별시 용산구 원효로3가 38-1,,구거,24.10
4302,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4303,토지,일반재산,서울특별시 용산구 원효로3가 252-3,,도로,36.40
4304,토지,행정재산,서울특별시 용산구 용문동 5-273,,대,12.40
4305,토지,일반재산,서울특별시 용산구 원효로1가 54-7,,대,16.90
4306,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4307,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4308,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4309,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4310,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 139 (용산동6가),,"11,767.29"
4311,토지,일반재산,서울특별시 용산구 보광동 265-1020,,대,87.00
4312,토지,일반재산,서울특별시 용산구 용산동1가 1-2,,도로,"3,195.70"
4313,토지,일반재산,서울특별시 용산구 용산동1가 1-3,,구거,"1,290.60"
4314,토지,일반재산,서울특별시 용산구 이태원동 92-14,,도로,7.00
4315,토지,일반재산,서울특별시 용산구 이태원동 277-8,,대,7.00
4316,토지,일반재산,서울특별시 용산구 이태원동 83-9,,잡종지,33.00
4317,토지,일반재산,서울특별시 용산구 이태원동 273-5,,전,30.00
4318,토지,일반재산,서울특별시 용산구 이태원동 258-314,,대,9.00
4319,토지,일반재산,서울특별시 용산구 한남동 638-2,,도로,714.00
4320,토지,일반재산,서울특별시 용산구 한남동 764-9,,대,66.00
4321,토지,일반재산,서울특별시 용산구 한남동 770-27,,대,549.00
4322,토지,일반재산,서울특별시 용산구 한남동 620-186,,대,3.00
4323,토지,일반재산,서울특별시 용산구 용산동2가 1-1612,,대,10.10
4324,토지,일반재산,서울특별시 용산구 용산동2가 5-1549,,대,228.10
4325,토지,일반재산,서울특별시 용산구 용산동2가 1-1878,,임야,12.50
4326,토지,일반재산,서울특별시 용산구 용산동3가 1-39,,대,1.60
4327,토지,일반재산,서울특별시 용산구 용산동3가 6-19,,대,44.00
4328,토지,일반재산,서울특별시 용산구 용산동3가 6-20,,대,18.80
4329,토지,일반재산,서울특별시 용산구 이태원동 277-5,,대,122.70
4330,토지,일반재산,서울특별시 용산구 이태원동 277-9,,대,30.00
4331,토지,일반재산,서울특별시 용산구 이태원동 284-7,,전,63.00
4332,토지,일반재산,서울특별시 용산구 이태원동 571-2,,대,7.70
4333,토지,일반재산,서울특별시 용산구 한남동 771-19,,대,10.00
4334,토지,일반재산,서울특별시 용산구 이태원동 83-7,,잡종지,42.00
4335,토지,일반재산,서울특별시 용산구 용산동3가 1-95,,도로,339.50
4336,토지,행정재산,서울특별시 용산구 용산동6가 11-442,,대,485.40
4337,토지,행정재산,서울특별시 용산구 용산동6가 412-6,,대,"9,686.00"
4338,토지,일반재산,서울특별시 용산구 한남동 758-38,,대,23.00
4339,토지,행정재산,서울특별시 용산구 이태원동 186-2,,전,46.00
4340,토지,일반재산,서울특별시 용산구 원효로1가 45-11,,대,64.60
4341,건물,행정재산,서울특별시 용산구 용산동6가 168-6,서울특별시 용산구 서빙고로 137 (용산동6가),,"9,196.95"
4342,토지,행정재산,서울특별시 용산구 이태원동 22-92,,도로,1.00
4343,토지,행정재산,서울특별시 용산구 후암동 256-6,,도로,14.20
4344,토지,행정재산,서울특별시 용산구 후암동 58-47,,도로,1.80
4345,토지,행정재산,서울특별시 용산구 한강로3가 6,,제방,181.30
4346,토지,행정재산,서울특별시 용산구 용산동2가 1-1926,,도로,64.80
4347,토지,행정재산,서울특별시 용산구 갈월동 7-92,,도로,48.60
4348,토지,행정재산,서울특별시 용산구 갈월동 7-91,,도로,30.10
4349,토지,일반재산,서울특별시 용산구 갈월동 7-90,,도로,30.10
4350,토지,행정재산,서울특별시 용산구 용산동2가 1-1183,,도로,19.80
4351,토지,행정재산,서울특별시 용산구 후암동 448-176,,도로,8.30
4352,토지,행정재산,서울특별시 용산구 후암동 398-8,,도로,0.60
4353,토지,행정재산,서울특별시 용산구 용산동2가 5-113,,도로,57.20
4354,토지,행정재산,서울특별시 용산구 후암동 403-2,,도로,92.60
4355,토지,행정재산,서울특별시 용산구 후암동 449-13,,도로,6.00
4356,토지,행정재산,서울특별시 용산구 후암동 449-14,,도로,79.00
4357,토지,행정재산,서울특별시 용산구 갈월동 5-38,,도로,9.90
4358,토지,행정재산,서울특별시 용산구 용산동2가 1-1862,,도로,2.20
4359,토지,행정재산,서울특별시 용산구 갈월동 5-5,,도로,50.20
4360,토지,행정재산,서울특별시 용산구 후암동 338-1,,도로,2.40
4361,토지,행정재산,서울특별시 용산구 갈월동 7-93,,도로,25.10
4362,토지,행정재산,서울특별시 용산구 갈월동 7-94,,도로,34.40
4363,토지,행정재산,서울특별시 용산구 후암동 352-10,,도로,148.60
4364,토지,행정재산,서울특별시 용산구 후암동 446-15,,도로,72.20
4365,토지,행정재산,서울특별시 용산구 갈월동 1-1,,도로,86.00
4366,토지,행정재산,서울특별시 용산구 후암동 345-27,,도로,12.90
4367,토지,행정재산,서울특별시 용산구 갈월동 7-101,,도로,26.40
4368,토지,일반재산,서울특별시 용산구 용산동2가 1-1627,,도로,3.20
4369,토지,행정재산,서울특별시 용산구 용산동2가 10-52,,도로,25.40
4370,토지,행정재산,서울특별시 용산구 용산동2가 5-67,,도로,3.90
4371,토지,행정재산,서울특별시 용산구 용산동2가 10-26,,도로,36.40
4372,토지,행정재산,서울특별시 용산구 갈월동 7-129,,도로,35.00
4373,토지,행정재산,서울특별시 용산구 신계동 28-3,,도로,69.40
4374,토지,행정재산,서울특별시 용산구 용문동 38-3,,도로,38.30
4375,토지,행정재산,서울특별시 용산구 용문동 32-95,,도로,43.00
4376,토지,행정재산,서울특별시 용산구 신계동 45-6,,도로,24.10
4377,토지,일반재산,서울특별시 용산구 신계동 35-10,,도로,5.00
4378,토지,행정재산,서울특별시 용산구 문배동 30-3,,도로,36.20
4379,토지,행정재산,서울특별시 용산구 한강로1가 293-4,,도로,348.80
4380,토지,행정재산,서울특별시 용산구 신계동 28-5,,도로,33.00
4381,토지,행정재산,서울특별시 용산구 한강로1가 10-4,,도로,163.00
4382,토지,행정재산,서울특별시 용산구 신계동 23-4,,도로,201.50
4383,토지,행정재산,서울특별시 용산구 용문동 32-57,,도로,4.00
4384,토지,행정재산,서울특별시 용산구 한강로1가 10-15,,도로,40.70
4385,토지,행정재산,서울특별시 용산구 한강로1가 11-7,,도로,307.40
4386,토지,행정재산,서울특별시 용산구 한강로1가 12,,도로,295.20
4387,토지,행정재산,서울특별시 용산구 용문동 41-50,,도로,18.20
4388,토지,일반재산,서울특별시 용산구 용문동 42-2,,도로,41.60
4389,토지,행정재산,서울특별시 용산구 한강로1가 32-18,,도로,3.80
4390,토지,행정재산,서울특별시 용산구 용문동 41-56,,도로,4.10
4391,토지,행정재산,서울특별시 용산구 용문동 40-21,,도로,40.00
4392,토지,행정재산,서울특별시 용산구 용문동 41-5,,도로,7.50
4393,토지,행정재산,서울특별시 용산구 용문동 41-6,,도로,31.10
4394,토지,행정재산,서울특별시 용산구 한강로1가 14-17,,도로,305.10
4395,토지,행정재산,서울특별시 용산구 한강로2가 54,,도로,393.70
4396,토지,행정재산,서울특별시 용산구 한강로2가 2-87,,도로,20.80
4397,토지,행정재산,서울특별시 용산구 문배동 10-15,,도로,67.40
4398,토지,행정재산,서울특별시 용산구 한강로2가 2-120,,도로,20.80
4399,토지,행정재산,서울특별시 용산구 신계동 39-5,,도로,144.40
4400,토지,행정재산,서울특별시 용산구 신계동 8-9,,도로,16.20
4401,토지,행정재산,서울특별시 용산구 용문동 35-2,,도로,9.90
4402,토지,행정재산,서울특별시 용산구 신계동 13-1,,도로,13.60
4403,토지,행정재산,서울특별시 용산구 신계동 38-1,,도로,220.80
4404,토지,행정재산,서울특별시 용산구 신계동 19-11,,도로,2.00
4405,토지,행정재산,서울특별시 용산구 한강로1가 199-2,,도로,34.70
4406,토지,행정재산,서울특별시 용산구 한강로2가 117-5,,도로,13.20
4407,토지,행정재산,서울특별시 용산구 신계동 16-1,,도로,91.10
4408,토지,행정재산,서울특별시 용산구 신계동 36-9,,도로,19.50
4409,토지,행정재산,서울특별시 용산구 신계동 38-3,,도로,20.50
4410,토지,행정재산,서울특별시 용산구 한강로1가 164-1,,도로,19.80
4411,토지,일반재산,서울특별시 용산구 신계동 38-9,,도로,13.70
4412,토지,행정재산,서울특별시 용산구 한강로1가 224-2,,도로,59.50
4413,토지,일반재산,서울특별시 용산구 신계동 38-10,,도로,18.40
4414,토지,행정재산,서울특별시 용산구 한강로2가 106-5,,도로,32.70
4415,토지,행정재산,서울특별시 용산구 신계동 38-11,,도로,10.90
4416,토지,행정재산,서울특별시 용산구 신계동 38-12,,도로,26.20
4417,토지,행정재산,서울특별시 용산구 한강로2가 99-4,,도로,28.40
4418,토지,행정재산,서울특별시 용산구 한강로3가 16-15,,도로,178.20
4419,토지,행정재산,서울특별시 용산구 한강로3가 16-17,,도로,134.20
4420,토지,행정재산,서울특별시 용산구 한강로3가 40-613,,도로,68.10
4421,토지,행정재산,서울특별시 용산구 한강로3가 22-5,,도로,24.80
4422,토지,행정재산,서울특별시 용산구 한강로3가 22-3,,도로,53.60
4423,토지,행정재산,서울특별시 용산구 한강로3가 16-40,,도로,101.50
4424,토지,행정재산,서울특별시 용산구 한강로3가 16-41,,도로,34.00
4425,토지,행정재산,서울특별시 용산구 한강로3가 40-22,,도로,120.00
4426,토지,행정재산,서울특별시 용산구 한강로3가 16-42,,도로,154.40
4427,토지,행정재산,서울특별시 용산구 한강로3가 16-16,,도로,170.60
4428,토지,행정재산,서울특별시 용산구 한강로2가 292,,도로,24.10
4429,토지,행정재산,서울특별시 용산구 한강로2가 291,,도로,21.80
4430,토지,행정재산,서울특별시 용산구 한강로2가 290,,도로,44.00
4431,토지,행정재산,서울특별시 용산구 한강로2가 289,,도로,35.00
4432,토지,행정재산,서울특별시 용산구 청파동1가 60-2,,도로,16.50
4433,토지,행정재산,서울특별시 용산구 청파동1가 132-31,,도로,3.30
4434,토지,행정재산,서울특별시 용산구 청파동1가 4-1,,도로,27.80
4435,토지,일반재산,서울특별시 용산구 서계동 290-1,,도로,20.00
4436,토지,행정재산,서울특별시 용산구 청파동2가 41-21,,도로,46.90
4437,토지,행정재산,서울특별시 용산구 청파동2가 41-22,,도로,39.70
4438,토지,행정재산,서울특별시 용산구 청파동1가 6-3,,도로,2.30
4439,토지,행정재산,서울특별시 용산구 청파동2가 134-1,,도로,78.10
4440,토지,행정재산,서울특별시 용산구 청파동2가 1-63,,도로,65.10
4441,토지,행정재산,서울특별시 용산구 청파동2가 60-2,,도로,21.50
4442,토지,행정재산,서울특별시 용산구 청파동1가 132-33,,도로,0.70
4443,토지,행정재산,서울특별시 용산구 청파동1가 93-1,,도로,9.90
4444,토지,행정재산,서울특별시 용산구 서계동 267-135,,도로,18.00
4445,토지,행정재산,서울특별시 용산구 청파동3가 111-15,,도로,46.30
4446,토지,행정재산,서울특별시 용산구 청파동1가 85-1,,도로,9.90
4447,토지,행정재산,서울특별시 용산구 청파동2가 47-34,,도로,8.20
4448,토지,행정재산,서울특별시 용산구 청파동2가 1-178,,도로,19.00
4449,토지,행정재산,서울특별시 용산구 청파동2가 47-43,,도로,7.60
4450,토지,행정재산,서울특별시 용산구 청파동1가 78-5,,도로,6.70
4451,토지,행정재산,서울특별시 용산구 청파동1가 97-61,,도로,27.80
4452,토지,행정재산,서울특별시 용산구 청파동2가 1-176,,도로,22.50
4453,토지,행정재산,서울특별시 용산구 청파동2가 4-7,,도로,13.10
4454,토지,행정재산,서울특별시 용산구 청파동2가 4-9,,도로,2.40
4455,토지,행정재산,서울특별시 용산구 청파동2가 8-4,,도로,28.40
4456,토지,행정재산,서울특별시 용산구 청파동2가 8-57,,도로,1.40
4457,토지,행정재산,서울특별시 용산구 청파동1가 1-90,,도로,33.00
4458,토지,행정재산,서울특별시 용산구 청파동1가 1-125,,도로,53.20
4459,토지,행정재산,서울특별시 용산구 서계동 272,,도로,33.20
4460,토지,행정재산,서울특별시 용산구 청파동2가 42-19,,도로,62.10
4461,토지,행정재산,서울특별시 용산구 서계동 267-144,,도로,36.00
4462,토지,일반재산,서울특별시 용산구 서계동 267-143,,도로,5.00
4463,토지,행정재산,서울특별시 용산구 서계동 267-140,,도로,20.80
4464,토지,행정재산,서울특별시 용산구 서계동 267-139,,도로,75.40
4465,토지,행정재산,서울특별시 용산구 청파동1가 102-8,,도로,13.20
4466,토지,행정재산,서울특별시 용산구 서계동 267-138,,도로,17.50
4467,토지,행정재산,서울특별시 용산구 서계동 267-137,,도로,14.20
4468,토지,행정재산,서울특별시 용산구 서계동 267-136,,도로,30.40
4469,토지,행정재산,서울특별시 용산구 청파동2가 10-71,,도로,9.60
4470,토지,행정재산,서울특별시 용산구 청파동3가 111-54,,도로,5.30
4471,토지,행정재산,서울특별시 용산구 청파동1가 132-34,,도로,4.00
4472,토지,행정재산,서울특별시 용산구 서계동 266-22,,도로,1.30
4473,토지,행정재산,서울특별시 용산구 청파동2가 97-1,,도로,39.70
4474,토지,행정재산,서울특별시 용산구 청파동1가 58-70,,도로,2.00
4475,토지,행정재산,서울특별시 용산구 청파동2가 101-2,,도로,1.60
4476,토지,행정재산,서울특별시 용산구 청파동1가 132-1,,도로,6.60
4477,토지,행정재산,서울특별시 용산구 청파동3가 105-3,,도로,99.20
4478,토지,행정재산,서울특별시 용산구 청파동2가 40-18,,도로,4.90
4479,토지,행정재산,서울특별시 용산구 청파동3가 118-18,,도로,40.70
4480,토지,행정재산,서울특별시 용산구 청파동1가 91-13,,도로,43.00
4481,토지,행정재산,서울특별시 용산구 청파동2가 1,,도로,2.30
4482,토지,행정재산,서울특별시 용산구 청파동1가 58-23,,도로,59.50
4483,토지,행정재산,서울특별시 용산구 청파동2가 104-18,,도로,29.80
4484,토지,행정재산,서울특별시 용산구 청파동2가 104-19,,도로,35.20
4485,토지,행정재산,서울특별시 용산구 청파동1가 39-4,,도로,2.60
4486,토지,행정재산,서울특별시 용산구 청파동1가 58-26,,도로,11.90
4487,토지,행정재산,서울특별시 용산구 청파동1가 6-4,,도로,16.50
4488,토지,행정재산,서울특별시 용산구 청파동1가 7-8,,도로,92.60
4489,토지,행정재산,서울특별시 용산구 청파동1가 7-20,,도로,6.00
4490,토지,행정재산,서울특별시 용산구 청파동3가 117-6,,도로,96.70
4491,토지,행정재산,서울특별시 용산구 청파동2가 71-25,,도로,41.20
4492,토지,행정재산,서울특별시 용산구 청파동1가 165-4,,도로,9.90
4493,토지,행정재산,서울특별시 용산구 서계동 266-63,,도로,46.90
4494,토지,행정재산,서울특별시 용산구 청파동3가 113-15,,도로,9.90
4495,토지,행정재산,서울특별시 용산구 청파동2가 35-41,,도로,6.60
4496,토지,행정재산,서울특별시 용산구 청파동1가 91-3,,도로,13.20
4497,토지,행정재산,서울특별시 용산구 청파동1가 53-1,,도로,11.90
4498,토지,행정재산,서울특별시 용산구 청파동2가 90-26,,도로,29.80
4499,토지,행정재산,서울특별시 용산구 청파동1가 58-72,,도로,2.30
4500,토지,행정재산,서울특별시 용산구 청파동1가 132-37,,도로,20.20
4501,토지,행정재산,서울특별시 용산구 서계동 266-51,,도로,3.60
4502,토지,행정재산,서울특별시 용산구 청파동2가 35-31,,도로,9.90
4503,토지,행정재산,서울특별시 용산구 서계동 266-50,,도로,8.90
4504,토지,행정재산,서울특별시 용산구 청파동1가 52-2,,도로,36.40
4505,토지,행정재산,서울특별시 용산구 서계동 275,,도로,38.20
4506,토지,행정재산,서울특별시 용산구 청파동1가 132-39,,도로,1.30
4507,토지,행정재산,서울특별시 용산구 청파동1가 132-41,,도로,3.00
4508,토지,행정재산,서울특별시 용산구 청파동2가 91-3,,도로,23.10
4509,토지,행정재산,서울특별시 용산구 청파동2가 91-4,,도로,0.70
4510,토지,행정재산,서울특별시 용산구 청파동1가 91-49,,대,55.20
4511,토지,행정재산,서울특별시 용산구 후암동 192-36,,도로,67.40
4512,토지,행정재산,서울특별시 용산구 후암동 103-4,,도로,211.60
4513,토지,행정재산,서울특별시 용산구 후암동 143-35,,도로,36.00
4514,토지,행정재산,서울특별시 용산구 후암동 135-5,,도로,26.40
4515,토지,행정재산,서울특별시 용산구 후암동 183-2,,도로,0.70
4516,토지,행정재산,서울특별시 용산구 후암동 135-9,,도로,13.20
4517,토지,행정재산,서울특별시 용산구 후암동 103-5,,도로,19.80
4518,토지,행정재산,서울특별시 용산구 후암동 286-5,,도로,261.50
4519,토지,행정재산,서울특별시 용산구 후암동 109-43,,도로,1.70
4520,토지,일반재산,서울특별시 용산구 후암동 261-13,,대,5.90
4521,토지,행정재산,서울특별시 용산구 후암동 254-55,,도로,0.70
4522,토지,행정재산,서울특별시 용산구 후암동 140-27,,도로,13.20
4523,토지,행정재산,서울특별시 용산구 후암동 140-29,,도로,2.00
4524,토지,행정재산,서울특별시 용산구 후암동 43-67,,도로,12.20
4525,토지,행정재산,서울특별시 용산구 후암동 261-14,,도로,3.00
4526,토지,행정재산,서울특별시 용산구 후암동 108-10,,도로,5.60
4527,토지,행정재산,서울특별시 용산구 후암동 249-15,,도로,1.00
4528,토지,행정재산,서울특별시 용산구 후암동 249-11,,도로,1.30
4529,토지,행정재산,서울특별시 용산구 후암동 109-44,,도로,0.80
4530,토지,행정재산,서울특별시 용산구 후암동 263-8,,도로,35.40
4531,토지,행정재산,서울특별시 용산구 후암동 102-61,,대,3.80
4532,토지,행정재산,서울특별시 용산구 후암동 132-3,,도로,23.10
4533,토지,행정재산,서울특별시 용산구 후암동 114-30,,도로,2.60
4534,토지,행정재산,서울특별시 용산구 후암동 114-21,,도로,11.90
4535,토지,행정재산,서울특별시 용산구 후암동 55-1,,도로,13.20
4536,토지,행정재산,서울특별시 용산구 후암동 164-10,,도로,53.60
4537,토지,행정재산,서울특별시 용산구 후암동 132-2,,도로,3.30
4538,토지,행정재산,서울특별시 용산구 후암동 164-17,,도로,6.90
4539,토지,행정재산,서울특별시 용산구 후암동 38-1,,도로,52.90
4540,토지,행정재산,서울특별시 용산구 후암동 263-20,,도로,24.80
4541,토지,행정재산,서울특별시 용산구 후암동 142-40,,도로,5.60
4542,토지,행정재산,서울특별시 용산구 후암동 276-2,,도로,16.50
4543,토지,행정재산,서울특별시 용산구 후암동 109-45,,도로,1.30
4544,토지,행정재산,서울특별시 용산구 후암동 61-3,,도로,6.90
4545,토지,행정재산,서울특별시 용산구 후암동 30-46,,도로,9.90
4546,토지,행정재산,서울특별시 용산구 후암동 261-5,,대,3.30
4547,토지,행정재산,서울특별시 용산구 후암동 239-6,,도로,14.20
4548,토지,행정재산,서울특별시 용산구 후암동 238-33,,도로,2.60
4549,토지,행정재산,서울특별시 용산구 후암동 263-7,,도로,2.60
4550,토지,행정재산,서울특별시 용산구 한남동 11-378,,도로,66.00
4551,토지,행정재산,서울특별시 용산구 동빙고동 38-2,,도로,36.00
4552,토지,행정재산,서울특별시 용산구 한남동 543-12,,도로,8.00
4553,토지,행정재산,서울특별시 용산구 한남동 11-377,,도로,30.00
4554,토지,행정재산,서울특별시 용산구 주성동 43-12,,도로,54.00
4555,토지,행정재산,서울특별시 용산구 주성동 41-2,,대,2.00
4556,토지,행정재산,서울특별시 용산구 동빙고동 1-135,,도로,29.00
4557,토지,행정재산,서울특별시 용산구 한남동 772-18,,도로,90.00
4558,토지,행정재산,서울특별시 용산구 동빙고동 71-3,,도로,26.00
4559,토지,행정재산,서울특별시 용산구 한남동 727-26,,도로,4.00
4560,토지,행정재산,서울특별시 용산구 한남동 727-52,,도로,227.00
4561,토지,행정재산,서울특별시 용산구 한남동 512-6,,도로,370.00
4562,토지,행정재산,서울특별시 용산구 한남동 11-381,,도로,30.00
4563,토지,행정재산,서울특별시 용산구 한남동 557-55,,도로,20.00
4564,토지,행정재산,서울특별시 용산구 한남동 557-17,,도로,13.00
4565,토지,행정재산,서울특별시 용산구 동빙고동 38-28,,도로,37.00
4566,토지,행정재산,서울특별시 용산구 한남동 557-13,,도로,33.00
4567,토지,행정재산,서울특별시 용산구 동빙고동 38-20,,도로,40.00
4568,토지,행정재산,서울특별시 용산구 동빙고동 71-4,,도로,10.00
4569,토지,행정재산,서울특별시 용산구 한남동 636-13,,도로,30.00
4570,토지,행정재산,서울특별시 용산구 주성동 46-2,,도로,10.00
4571,토지,행정재산,서울특별시 용산구 한남동 11-11,,도로,7.00
4572,토지,행정재산,서울특별시 용산구 한남동 1-92,,도로,13.00
4573,토지,행정재산,서울특별시 용산구 이태원동 585,,도로,70.30
4574,토지,행정재산,서울특별시 용산구 한남동 1-397,,도로,2.00
4575,토지,행정재산,서울특별시 용산구 이태원동 585-2,,도로,32.90
4576,토지,행정재산,서울특별시 용산구 한남동 1-344,,도로,10.00
4577,토지,행정재산,서울특별시 용산구 한남동 1-98,,도로,13.00
4578,토지,일반재산,서울특별시 용산구 한남동 1-341,,도로,23.00
4579,토지,행정재산,서울특별시 용산구 이태원동 683,,도로,3.60
4580,토지,행정재산,서울특별시 용산구 이태원동 589,,도로,86.60
4581,토지,일반재산,서울특별시 용산구 한남동 1-340,,도로,16.00
4582,토지,행정재산,서울특별시 용산구 이태원동 521-5,,도로,3.80
4583,토지,행정재산,서울특별시 용산구 한남동 1-337,,도로,26.00
4584,토지,행정재산,서울특별시 용산구 한남동 1-336,,도로,16.00
4585,토지,행정재산,서울특별시 용산구 한남동 1-335,,도로,26.00
4586,토지,행정재산,서울특별시 용산구 한남동 1-10,,도로,46.00
4587,토지,행정재산,서울특별시 용산구 이태원동 521-7,,도로,28.60
4588,토지,행정재산,서울특별시 용산구 한남동 1-15,,도로,3.00
4589,토지,행정재산,서울특별시 용산구 이태원동 276-9,,도로,5.00
4590,토지,행정재산,서울특별시 용산구 이태원동 258-369,,도로,53.00
4591,토지,행정재산,서울특별시 용산구 이태원동 261-104,,도로,41.00
4592,토지,행정재산,서울특별시 용산구 이태원동 193-106,,도로,2.00
4593,토지,행정재산,서울특별시 용산구 한남동 11-5,,도로,317.00
4594,토지,일반재산,서울특별시 용산구 이태원동 22-88,,도로,2.00
4595,토지,행정재산,서울특별시 용산구 이태원동 392-2,,도로,10.00
4596,토지,행정재산,서울특별시 용산구 이태원동 96-5,,도로,28.00
4597,토지,행정재산,서울특별시 용산구 이태원동 116-18,,도로,33.00
4598,토지,행정재산,서울특별시 용산구 이태원동 116-19,,도로,52.00
4599,토지,행정재산,서울특별시 용산구 이태원동 22-91,,도로,7.00
4600,토지,행정재산,서울특별시 용산구 이태원동 453-13,,도로,30.00
4601,토지,행정재산,서울특별시 용산구 이태원동 243-69,,도로,51.00
4602,토지,행정재산,서울특별시 용산구 이태원동 455-7,,도로,3.00
4603,토지,행정재산,서울특별시 용산구 원효로2가 86-34,,도로,6.30
4604,토지,행정재산,서울특별시 용산구 원효로2가 85-22,,도로,2.70
4605,토지,행정재산,서울특별시 용산구 산천동 106-189,,도로,1.10
4606,토지,행정재산,서울특별시 용산구 산천동 106-60,,도로,68.80
4607,토지,행정재산,서울특별시 용산구 신창동 48-1,,도로,6.60
4608,토지,행정재산,서울특별시 용산구 청암동 78-2,,도로,463.50
4609,토지,행정재산,서울특별시 용산구 청파동3가 118-124,,도로,58.50
4610,토지,행정재산,서울특별시 용산구 청파동3가 118-66,,도로,11.20
4611,토지,행정재산,서울특별시 용산구 원효로2가 80-9,,도로,185.10
4612,토지,행정재산,서울특별시 용산구 청파동3가 118-120,,도로,75.00
4613,토지,행정재산,서울특별시 용산구 신창동 77-160,,도로,1.30
4614,토지,행정재산,서울특별시 용산구 청파동3가 118-95,,도로,19.80
4615,토지,행정재산,서울특별시 용산구 청파동3가 118-83,,도로,26.10
4616,토지,행정재산,서울특별시 용산구 청파동3가 121-133,,도로,19.30
4617,토지,행정재산,서울특별시 용산구 원효로2가 83-7,,도로,7.90
4618,토지,행정재산,서울특별시 용산구 청파동3가 121-125,,도로,24.30
4619,토지,행정재산,서울특별시 용산구 신창동 80-21,,도로,300.80
4620,토지,행정재산,서울특별시 용산구 청파동3가 118-92,,도로,26.40
4621,토지,행정재산,서울특별시 용산구 청파동3가 118-182,,도로,18.80
4622,토지,행정재산,서울특별시 용산구 청파동3가 118-140,,도로,92.60
4623,토지,행정재산,서울특별시 용산구 청파동3가 118-76,,도로,24.10
4624,토지,행정재산,서울특별시 용산구 원효로2가 1-54,,도로,6.60
4625,토지,행정재산,서울특별시 용산구 원효로1가 18-62,,도로,0.50
4626,토지,행정재산,서울특별시 용산구 원효로2가 3-37,,도로,117.10
4627,토지,행정재산,서울특별시 용산구 원효로2가 8-12,,도로,535.50
4628,토지,행정재산,서울특별시 용산구 원효로2가 3-24,,대,7.90
4629,토지,행정재산,서울특별시 용산구 원효로1가 19-2,,도로,159.70
4630,토지,행정재산,서울특별시 용산구 원효로1가 27-123,,도로,7.00
4631,토지,행정재산,서울특별시 용산구 원효로1가 46-2,,도로,2.60
4632,토지,행정재산,서울특별시 용산구 원효로1가 17-44,,도로,29.80
4633,토지,행정재산,서울특별시 용산구 원효로2가 27-11,,도로,7.40
4634,토지,행정재산,서울특별시 용산구 원효로1가 18-30,,도로,3.60
4635,토지,행정재산,서울특별시 용산구 원효로2가 52-13,,도로,173.20
4636,토지,행정재산,서울특별시 용산구 원효로2가 1-114,,도로,16.80
4637,토지,행정재산,서울특별시 용산구 원효로1가 31-10,,도로,46.30
4638,토지,행정재산,서울특별시 용산구 원효로1가 17-224,,도로,21.60
4639,토지,행정재산,서울특별시 용산구 원효로1가 31-6,,도로,49.60
4640,토지,행정재산,서울특별시 용산구 원효로1가 17-67,,도로,155.40
4641,토지,행정재산,서울특별시 용산구 원효로2가 1-78,,도로,11.20
4642,토지,행정재산,서울특별시 용산구 원효로1가 29-14,,도로,125.60
4643,토지,행정재산,서울특별시 용산구 원효로1가 17-184,,도로,3.30
4644,토지,행정재산,서울특별시 용산구 원효로1가 29-60,,도로,191.00
4645,토지,행정재산,서울특별시 용산구 원효로2가 1-42,,도로,2.00
4646,토지,행정재산,서울특별시 용산구 보광동 86-1,,도로,24.00
4647,토지,행정재산,서울특별시 용산구 보광동 86-7,,도로,6.00
4648,토지,일반재산,서울특별시 용산구 보광동 228-70,,도로,13.00
4649,토지,행정재산,서울특별시 용산구 보광동 75-22,,도로,10.00
4650,토지,행정재산,서울특별시 용산구 보광동 62-1,,도로,17.00
4651,토지,행정재산,서울특별시 용산구 보광동 216-124,,도로,19.00
4652,토지,일반재산,서울특별시 용산구 보광동 100-9,,도로,17.00
4653,토지,행정재산,서울특별시 용산구 보광동 63-1,,도로,106.00
4654,토지,행정재산,서울특별시 용산구 보광동 214-8,,도로,31.00
