기준일ID,시간대구분,행정동코드,총생활인구수
20260607,7,11200615,20185.6515
20260607,7,11200620,11413.3531
20260607,7,11200645,27223.9825
20260607,7,11200650,14548.0778
20260607,7,11200660,17140.5053
20260607,7,11200670,15146.0318
20260607,7,11200690,24902.5444
20260607,7,11200720,10709.8301
20260607,7,11200790,16348.1957
20260607,8,11200520,15999.8973
20260607,8,11200535,21572.4614
20260607,8,11200540,20480.9193
20260607,8,11200550,21509.2894
20260607,8,11200560,37549.3702
20260607,8,11200570,18869.7937
20260607,8,11200580,11448.0681
20260607,8,11200590,13083.7169
20260607,8,11200615,19602.724
20260607,8,11200620,11374.2179
20260607,8,11200645,27997.4639
20260607,8,11200650,15126.8627
20260607,8,11200660,18553.2512
20260607,8,11200670,15303.5587
20260607,8,11200690,25291.2478
20260607,8,11200720,10579.8684
20260607,8,11200790,16779.5808
20260607,9,11200520,15455.8039
20260607,9,11200535,21556.6448
20260607,9,11200540,19590.3303
20260607,9,11200550,22177.0631
20260607,9,11200560,39764.8465
20260607,9,11200570,17663.8586
20260607,9,11200580,10923.936
20260607,9,11200590,12665.0523
20260607,9,11200615,18949.5033
20260607,9,11200620,11404.2613
20260607,9,11200645,27638.9434
20260607,9,11200650,16865.992
20260607,9,11200660,19380.1796
20260607,9,11200670,15247.3568
20260607,9,11200690,27514.311
20260607,9,11200720,10458.9544
20260607,9,11200790,17214.9129
20260607,10,11200520,14889.4186
20260607,10,11200535,21714.8794
20260607,10,11200540,18563.4791
20260607,10,11200550,21681.2593
20260607,10,11200560,40950.9214
20260607,10,11200570,16637.497
20260607,10,11200580,9819.01
20260607,10,11200590,12467.1908
20260607,10,11200615,18132.702
20260607,10,11200620,11344.0303
20260607,10,11200645,27154.0228
20260607,10,11200650,17812.3178
20260607,10,11200660,20875.037
20260607,10,11200670,15844.5857
20260607,10,11200690,30676.9578
20260607,10,11200720,9935.7042
20260607,10,11200790,17129.8204
20260607,11,11200520,14365.8905
20260607,11,11200535,21444.9479
20260607,11,11200540,18115.4756
20260607,11,11200550,21784.8006
20260607,11,11200560,43450.1707
20260607,11,11200570,15385.6484
20260607,11,11200580,8796.7485
20260607,11,11200590,12328.7876
20260607,11,11200615,17211.9993
20260607,11,11200620,11295.4816
20260607,11,11200645,26103.3733
20260607,11,11200650,18441.366
20260607,11,11200660,22078.7995
20260607,11,11200670,16359.7216
20260607,11,11200690,33914.5468
20260607,11,11200720,9409.9394
20260607,11,11200790,16935.8379
20260607,12,11200520,13882.1583
20260607,12,11200535,21224.0614
20260607,12,11200540,17631.8633
20260607,12,11200550,22311.5075
20260607,12,11200560,44865.0246
20260607,12,11200570,14447.7326
20260607,12,11200580,8629.4706
20260607,12,11200590,12439.7227
20260607,12,11200615,17107.7929
20260607,12,11200620,11060.242
20260607,12,11200645,25541.133
20260607,12,11200650,19750.97
20260607,12,11200660,23463.4279
20260607,12,11200670,17225.1069
20260607,12,11200690,36441.0118
20260607,12,11200720,9222.4737
20260607,12,11200790,17005.4016
20260607,13,11200520,13442.7515
20260607,13,11200535,20808.1373
20260607,13,11200540,16983.6056
20260607,13,11200550,22544.3981
20260607,13,11200560,44445.4788
20260607,13,11200570,13557.3175
20260607,13,11200580,7840.9955
20260607,13,11200590,13513.9008
20260607,13,11200615,16426.4561
20260607,13,11200620,10883.9799
20260607,13,11200645,25818.6453
20260607,13,11200650,20679.2493
20260607,13,11200660,24689.5354
20260607,13,11200670,17917.7004
20260607,13,11200690,39325.0442
20260607,13,11200720,9162.8385
20260607,13,11200790,16402.3214
20260607,14,11200520,13039.6008
20260607,14,11200535,21036.944
20260607,14,11200540,16800.5384
20260607,14,11200550,22778.0884
20260607,14,11200560,44783.8669
20260607,14,11200570,13226.6328
20260607,14,11200580,7886.3165
20260607,14,11200590,14106.9454
20260607,14,11200615,16220.7319
20260607,14,11200620,11271.8627
20260607,14,11200645,26790.5396
20260607,14,11200650,21048.5952
20260607,14,11200660,24864.1532
20260607,14,11200670,18839.8976
20260607,14,11200690,40573.952
20260607,14,11200720,9047.3299
20260607,14,11200790,16510.948
20260607,15,11200520,13378.6236
20260607,15,11200535,20206.0193
20260607,15,11200540,16581.2756
20260607,15,11200550,23047.1662
20260607,15,11200560,44888.5219
20260607,15,11200570,13403.1019
20260607,15,11200580,7861.1643
20260607,15,11200590,14248.4768
20260607,15,11200615,16418.2721
20260607,15,11200620,11548.1733
20260607,15,11200645,26420.9245
20260607,15,11200650,20648.097
20260607,15,11200660,25033.6315
20260607,15,11200670,19030.9169
20260607,15,11200690,40896.9038
20260607,15,11200720,8949.9735
20260607,15,11200790,16297.0312
20260607,16,11200520,13803.3444
20260607,16,11200535,20063.3262
20260607,16,11200540,16951.3021
20260607,16,11200550,23306.385
20260607,16,11200560,45311.9096
20260607,16,11200570,13593.1197
20260607,16,11200580,7985.4708
20260607,16,11200590,14509.2466
20260607,16,11200615,16919.116
20260607,16,11200620,11606.7932
20260607,16,11200645,27160.5642
20260607,16,11200650,19802.3162
20260607,16,11200660,24357.7074
20260607,16,11200670,18628.9483
20260607,16,11200690,39363.0332
20260607,16,11200720,8865.8173
20260607,16,11200790,16492.4465
20260607,17,11200520,14576.5026
20260607,17,11200535,20210.9979
20260607,17,11200540,17301.4237
20260607,17,11200550,23057.1777
20260607,17,11200560,45640.9587
20260607,17,11200570,13802.9676
20260607,17,11200580,8092.8015
20260607,17,11200590,14980.892
20260607,17,11200615,17219.1354
20260607,17,11200620,12016.5308
20260607,17,11200645,27414.8736
20260607,17,11200650,18689.3706
20260607,17,11200660,23669.8087
20260607,17,11200670,18104.8521
20260607,17,11200690,37593.5975
20260607,17,11200720,8897.9337
20260607,17,11200790,16855.3885
20260607,18,11200520,15118.5369
20260607,18,11200535,20434.3963
20260607,18,11200540,18136.513
20260607,18,11200550,22882.9939
20260607,18,11200560,45098.6405
20260607,18,11200570,14392.9546
20260607,18,11200580,8416.5711
20260607,18,11200590,14774.3877
20260607,18,11200615,18014.839
20260607,18,11200620,12109.6951
20260607,18,11200645,27324.8717
20260607,18,11200650,17368.2048
20260607,18,11200660,23012.81
20260607,18,11200670,17871.256
20260607,18,11200690,35110.4195
20260607,18,11200720,8651.0218
20260607,18,11200790,16941.2755
20260607,19,11200520,15539.7605
20260607,19,11200535,20217.8864
20260607,19,11200540,18401.5633
20260607,19,11200550,22888.6528
20260607,19,11200560,44417.0704
20260607,19,11200570,14816.9526
20260607,19,11200580,9087.1316
20260607,19,11200590,15089.0366
20260607,19,11200615,18746.4958
20260607,19,11200620,12149.6229
20260607,19,11200645,27117.7777
20260607,19,11200650,16588.4942
20260607,19,11200660,21405.9918
20260607,19,11200670,17175.108
20260607,19,11200690,32428.1423
20260607,19,11200720,8938.2113
20260607,19,11200790,16831.2815
20260607,20,11200520,15805.1234
20260607,20,11200535,21083.3106
20260607,20,11200540,18901.9803
20260607,20,11200550,24227.1411
20260607,20,11200560,43511.4471
20260607,20,11200570,16459.9346
20260607,20,11200580,10423.9212
20260607,20,11200590,14025.107
20260607,20,11200615,19503.6505
20260607,20,11200620,12821.6164
20260607,20,11200645,28553.7468
20260607,20,11200650,16040.1727
20260607,20,11200660,20271.3904
20260607,20,11200670,16493.3316
20260607,20,11200690,29023.6552
20260607,20,11200720,9353.5164
20260607,20,11200790,17265.4551
20260607,21,11200520,16497.3759
20260607,21,11200535,21673.6559
20260607,21,11200540,19056.8345
20260607,21,11200550,23925.2517
20260607,21,11200560,41065.4507
20260607,21,11200570,17986.4425
20260607,21,11200580,11094.1851
20260607,21,11200590,13634.8592
20260607,21,11200615,20123.5423
20260607,21,11200620,12487.4615
20260607,21,11200645,28596.7027
20260607,21,11200650,15807.1913
20260607,21,11200660,18863.0564
20260607,21,11200670,15662.998
20260607,21,11200690,25967.0477
20260607,21,11200720,9810.9903
20260607,21,11200790,17005.406
20260607,22,11200520,17008.0175
20260607,22,11200535,22513.6493
20260607,22,11200540,19419.7899
20260607,22,11200550,23887.8143
20260607,22,11200560,39405.2661
20260607,22,11200570,18926.1431
20260607,22,11200580,11584.2498
20260607,22,11200590,13431.8222
20260607,22,11200615,20723.0217
20260607,22,11200620,12435.6157
20260607,22,11200645,28264.0243
20260607,22,11200650,15425.3184
20260607,22,11200660,18251.091
20260607,22,11200670,15184.3517
20260607,22,11200690,24008.8096
20260607,22,11200720,9900.5187
20260607,22,11200790,16831.9495
20260607,23,11200520,17434.244
20260607,23,11200535,20921.094
20260607,23,11200540,20158.4107
20260607,23,11200550,22274.5759
20260607,23,11200560,40510.5364
20260607,23,11200570,20892.2702
20260607,23,11200580,13173.9606
20260607,23,11200590,14198.5448
20260607,23,11200615,21675.1869
20260607,23,11200620,10930.7855
20260607,23,11200645,27718.5404
20260607,23,11200650,13294.4984
20260607,23,11200660,16292.5702
20260607,23,11200670,15675.0912
20260607,23,11200690,26293.1643
20260607,23,11200720,10840.4277
20260607,23,11200790,15747.9875
20260608,0,11200520,17463.9929
20260608,0,11200535,20727.3792
20260608,0,11200540,20287.1049
20260608,0,11200550,21849.4383
20260608,0,11200560,38137.3643
20260608,0,11200570,20613.1237
20260608,0,11200580,12957.6375
20260608,0,11200590,14348.6794
20260608,0,11200615,21541.5538
20260608,0,11200620,11050.756
20260608,0,11200645,27953.3354
20260608,0,11200650,13319.7751
20260608,0,11200660,16461.248
20260608,0,11200670,15722.8305
20260608,0,11200690,25609.8959
20260608,0,11200720,11017.7407
20260608,0,11200790,15881.2689
20260608,1,11200520,17397.7612
20260608,1,11200535,21292.8187
20260608,1,11200540,20513.9063
20260608,1,11200550,21902.7422
20260608,1,11200560,37274.5597
20260608,1,11200570,20627.0799
20260608,1,11200580,12965.3422
20260608,1,11200590,14338.9727
20260608,1,11200615,21482.3374
20260608,1,11200620,11042.7359
20260608,1,11200645,27983.3774
20260608,1,11200650,13305.4704
20260608,1,11200660,16559.4989
20260608,1,11200670,15764.6471
20260608,1,11200690,25529.1665
20260608,1,11200720,11134.3121
20260608,1,11200790,15768.217
20260608,2,11200520,17423.8638
20260608,2,11200535,21473.2174
20260608,2,11200540,20443.1201
20260608,2,11200550,21934.9939
20260608,2,11200560,36837.0702
20260608,2,11200570,20603.7298
20260608,2,11200580,12995.4182
20260608,2,11200590,14410.8114
20260608,2,11200615,21356.1282
20260608,2,11200620,11107.0634
20260608,2,11200645,28094.2706
20260608,2,11200650,13584.9862
20260608,2,11200660,16562.0471
20260608,2,11200670,15673.0189
20260608,2,11200690,24962.9936
20260608,2,11200720,11156.684
20260608,2,11200790,16025.2421
20260608,3,11200520,17705.6431
20260608,3,11200535,21267.1113
20260608,3,11200540,20666.8688
20260608,3,11200550,21653.5848
20260608,3,11200560,36477.9702
20260608,3,11200570,20732.4324
20260608,3,11200580,12957.7569
20260608,3,11200590,14228.3888
20260608,3,11200615,21444.3931
20260608,3,11200620,11126.8393
20260608,3,11200645,28043.7177
20260608,3,11200650,13780.9721
20260608,3,11200660,16643.1411
20260608,3,11200670,15485.0249
20260608,3,11200690,24861.3251
20260608,3,11200720,11250.7228
20260608,3,11200790,15701.6426
20260608,4,11200520,17553.6391
20260608,4,11200535,21671.305
20260608,4,11200540,20884.0043
20260608,4,11200550,21475.2542
20260608,4,11200560,36176.3637
20260608,4,11200570,20802.9142
20260608,4,11200580,13006.171
20260608,4,11200590,14023.2965
20260608,4,11200615,21499.3524
20260608,4,11200620,11280.354
20260608,4,11200645,27987.4045
20260608,4,11200650,13903.7951
20260608,4,11200660,16645.7353
20260608,4,11200670,15477.7623
20260608,4,11200690,24453.7957
20260608,4,11200720,11409.3268
20260608,4,11200790,15734.0773
20260608,5,11200520,17322.6636
20260608,5,11200535,21623.1449
20260608,5,11200540,21368.9638
20260608,5,11200550,21968.3022
20260608,5,11200560,36943.2315
20260608,5,11200570,20336.3606
20260608,5,11200580,12934.3272
20260608,5,11200590,14082.7022
20260608,5,11200615,20996.3899
20260608,5,11200620,11390.0922
20260608,5,11200645,28818.948
20260608,5,11200650,14370.6429
20260608,5,11200660,17444.9443
20260608,5,11200670,15577.4761
20260608,5,11200690,25059.7828
20260608,5,11200720,11446.5415
20260608,5,11200790,16578.2881
20260608,6,11200520,16694.97
20260608,6,11200535,21895.3109
20260608,6,11200540,21321.8677
20260608,6,11200550,23259.8842
20260608,6,11200560,38582.9151
20260608,6,11200570,19393.8146
20260608,6,11200580,12567.6035
20260608,6,11200590,13572.9949
20260608,6,11200615,20391.8947
20260608,6,11200620,11892.1571
20260608,6,11200645,30335.7265
20260608,6,11200650,15561.2442
20260608,6,11200660,18275.3119
20260608,6,11200670,16357.2505
20260608,6,11200690,27308.4558
20260608,6,11200720,11682.9162
20260608,6,11200790,17569.5503
20260608,7,11200520,15220.8383
20260608,7,11200535,20807.5122
20260608,7,11200540,21921.4474
20260608,7,11200550,27322.2452
20260608,7,11200560,42337.7639
20260608,7,11200570,17193.5884
20260608,7,11200580,11792.1259
20260608,7,11200590,12803.2792
20260608,7,11200615,18293.4092
20260608,7,11200620,11471.5875
20260608,7,11200645,32798.479
20260608,7,11200650,16410.8858
20260608,7,11200660,21533.9012
20260608,7,11200670,16702.466
20260608,7,11200690,32580.5841
20260608,7,11200720,11421.2115
20260608,7,11200790,18409.28
20260608,8,11200520,12129.5267
20260608,8,11200535,19693.9172
20260608,8,11200540,20449.8888
20260608,8,11200550,32951.0839
20260608,8,11200560,44302.7682
20260608,8,11200570,14378.0303
20260608,8,11200580,11222.3529
20260608,8,11200590,10898.4169
20260608,8,11200615,15303.3017
20260608,8,11200620,10968.6465
20260608,8,11200645,31157.2262
20260608,8,11200650,19104.3383
20260608,8,11200660,25435.6134
20260608,8,11200670,18878.3961
20260608,8,11200690,46341.6824
20260608,8,11200720,10813.5941
20260608,8,11200790,18388.0569
20260608,9,11200520,10998.1243
20260608,9,11200535,19868.0484
20260608,9,11200540,19432.3664
20260608,9,11200550,35571.3184
20260608,9,11200560,45138.0658
20260608,9,11200570,13181.3512
20260608,9,11200580,9975.807
20260608,9,11200590,9805.5013
20260608,9,11200615,14125.2143
20260608,9,11200620,10307.2591
20260608,9,11200645,28203.8552
20260608,9,11200650,20266.8378
20260608,9,11200660,28883.5524
20260608,9,11200670,20230.3508
20260608,9,11200690,55770.5071
20260608,9,11200720,10360.151
20260608,9,11200790,18226.0032
20260608,10,11200520,10488.3424
20260608,10,11200535,19530.785
20260608,10,11200540,19035.1341
20260608,10,11200550,37996.9859
20260608,10,11200560,45878.6176
20260608,10,11200570,12633.1225
20260608,10,11200580,9462.9976
20260608,10,11200590,9478.0446
20260608,10,11200615,13513.4158
20260608,10,11200620,9648.1836
20260608,10,11200645,26260.2019
20260608,10,11200650,21202.8544
20260608,10,11200660,30535.3324
20260608,10,11200670,20931.8621
20260608,10,11200690,58821.8371
20260608,10,11200720,9724.4729
20260608,10,11200790,18181.7598
20260608,11,11200520,10390.4736
20260608,11,11200535,19810.3647
20260608,11,11200540,18187.6766
20260608,11,11200550,38031.7348
20260608,11,11200560,45562.7426
20260608,11,11200570,11786.6314
20260608,11,11200580,9055.193
20260608,11,11200590,8843.3192
20260608,11,11200615,13091.3416
20260608,11,11200620,9309.5822
20260608,11,11200645,25005.1531
20260608,11,11200650,21589.9842
20260608,11,11200660,32278.8074
20260608,11,11200670,20849.7439
20260608,11,11200690,60493.1726
20260608,11,11200720,9358.3347
20260608,11,11200790,17694.434
20260608,12,11200520,10024.7373
20260608,12,11200535,19779.316
20260608,12,11200540,17992.8204
20260608,12,11200550,40417.3781
20260608,12,11200560,45095.6531
20260608,12,11200570,11706.9209
20260608,12,11200580,8988.5619
20260608,12,11200590,8882.7785
20260608,12,11200615,12791.6262
20260608,12,11200620,9304.2413
20260608,12,11200645,24520.9732
20260608,12,11200650,22112.9659
20260608,12,11200660,32254.7005
20260608,12,11200670,21666.7337
20260608,12,11200690,62877.6793
20260608,12,11200720,9466.9726
20260608,12,11200790,17572.2955
20260608,13,11200520,10124.6638
20260608,13,11200535,19564.1247
20260608,13,11200540,18054.4684
20260608,13,11200550,40309.2419
20260608,13,11200560,45905.6521
20260608,13,11200570,11578.8138
20260608,13,11200580,9010.0385
20260608,13,11200590,8708.3448
20260608,13,11200615,12863.0628
20260608,13,11200620,9286.7673
20260608,13,11200645,24247.2477
20260608,13,11200650,22891.2308
20260608,13,11200660,32235.1242
20260608,13,11200670,22023.408
20260608,13,11200690,63876.6138
20260608,13,11200720,9273.9929
20260608,13,11200790,17849.5516
20260608,14,11200520,10206.5037
20260608,14,11200535,19343.5098
20260608,14,11200540,17442.0231
20260608,14,11200550,40159.8569
20260608,14,11200560,46788.2359
20260608,14,11200570,11625.3224
20260608,14,11200580,8868.1306
20260608,14,11200590,8994.5169
20260608,14,11200615,12739.982
20260608,14,11200620,9902.9866
20260608,14,11200645,23816.6199
20260608,14,11200650,22957.0166
20260608,14,11200660,32087.8639
20260608,14,11200670,21874.3892
20260608,14,11200690,63713.3681
20260608,14,11200720,9034.2623
20260608,14,11200790,17610.5674
20260608,15,11200520,11081.3961
20260608,15,11200535,20321.45
20260608,15,11200540,16969.3284
20260608,15,11200550,38739.9433
20260608,15,11200560,47076.5564
20260608,15,11200570,12030.725
20260608,15,11200580,7697.8073
20260608,15,11200590,10089.517
20260608,15,11200615,13605.3161
20260608,15,11200620,10490.1973
20260608,15,11200645,24719.9845
20260608,15,11200650,22573.2806
20260608,15,11200660,32333.169
20260608,15,11200670,22349.4076
20260608,15,11200690,63061.0212
20260608,15,11200720,9025.6213
20260608,15,11200790,17332.5582
20260608,16,11200520,11342.5929
20260608,16,11200535,20784.5846
20260608,16,11200540,17197.9162
20260608,16,11200550,35286.4584
20260608,16,11200560,47450.1035
20260608,16,11200570,12369.9656
20260608,16,11200580,7660.2081
20260608,16,11200590,10790.8992
20260608,16,11200615,14080.0038
20260608,16,11200620,10767.7462
20260608,16,11200645,26244.7025
20260608,16,11200650,22270.9668
20260608,16,11200660,31839.8018
20260608,16,11200670,21729.3516
20260608,16,11200690,62025.9046
20260608,16,11200720,8963.8532
20260608,16,11200790,17350.4129
20260608,17,11200520,11995.1688
20260608,17,11200535,21713.0801
20260608,17,11200540,17022.8418
20260608,17,11200550,33848.379
20260608,17,11200560,48048.489
20260608,17,11200570,13301.715
20260608,17,11200580,7926.8571
20260608,17,11200590,10987.4877
20260608,17,11200615,15176.4006
20260608,17,11200620,10793.3645
20260608,17,11200645,29041.0561
20260608,17,11200650,20802.6502
20260608,17,11200660,31101.0999
20260608,17,11200670,20495.0884
20260608,17,11200690,58578.1183
20260608,17,11200720,8932.7661
20260608,17,11200790,16785.8748
20260608,18,11200520,13804.1778
20260608,18,11200535,22349.1981
20260608,18,11200540,17166.6155
20260608,18,11200550,34349.2852
20260608,18,11200560,50988.1792
20260608,18,11200570,14902.9896
20260608,18,11200580,8458.3246
20260608,18,11200590,11853.3217
20260608,18,11200615,16641.4514
20260608,18,11200620,11378.6469
20260608,18,11200645,32428.0229
20260608,18,11200650,19191.2205
20260608,18,11200660,28691.6539
20260608,18,11200670,18555.236
20260608,18,11200690,46924.9325
20260608,18,11200720,8787.7743
20260608,18,11200790,16166.2008
20260608,19,11200520,14714.808
20260608,19,11200535,21798.883
20260608,19,11200540,17732.3348
20260608,19,11200550,31162.212
20260608,19,11200560,48107.7918
20260608,19,11200570,15976.8536
20260608,19,11200580,9479.0447
20260608,19,11200590,12502.5891
20260608,19,11200615,17682.5039
20260608,19,11200620,11342.7743
20260608,19,11200645,28962.457
20260608,19,11200650,17500.2677
20260608,19,11200660,24933.1811
20260608,19,11200670,17026.9089
20260608,19,11200690,39199.4438
20260608,19,11200720,8847.9428
20260608,19,11200790,16125.6262
20260608,20,11200520,15632.6338
20260608,20,11200535,21753.6525
20260608,20,11200540,18062.7579
20260608,20,11200550,30119.6695
20260608,20,11200560,46249.4293
20260608,20,11200570,16739.0702
20260608,20,11200580,9787.4835
20260608,20,11200590,12987.5564
20260608,20,11200615,18505.7978
20260608,20,11200620,11521.1731
20260608,20,11200645,29095.5834
20260608,20,11200650,16529.5166
20260608,20,11200660,22535.8343
20260608,20,11200670,16292.6527
20260608,20,11200690,34054.4322
20260608,20,11200720,8968.9656
20260608,20,11200790,16268.3415
20260608,21,11200520,16195.8268
20260608,21,11200535,21611.4027
20260608,21,11200540,18619.4088
20260608,21,11200550,28168.9345
20260608,21,11200560,43449.6404
20260608,21,11200570,17765.7268
20260608,21,11200580,10483.6701
20260608,21,11200590,13040.3067
20260608,21,11200615,19483.8122
20260608,21,11200620,11841.0761
20260608,21,11200645,28785.8826
20260608,21,11200650,15786.1184
20260608,21,11200660,20849.7429
20260608,21,11200670,15643.0838
20260608,21,11200690,29772.7762
20260608,21,11200720,9393.4018
20260608,21,11200790,16570.6453
20260608,22,11200520,16841.889
20260608,22,11200535,22507.7162
20260608,22,11200540,19238.0232
20260608,22,11200550,26848.2763
20260608,22,11200560,40229.2815
20260608,22,11200570,18409.2431
20260608,22,11200580,11074.9436
20260608,22,11200590,13361.3752
20260608,22,11200615,20202.2565
20260608,22,11200620,11905.9532
20260608,22,11200645,29426.5651
20260608,22,11200650,15291.7197
20260608,22,11200660,20035.5964
20260608,22,11200670,15542.0382
20260608,22,11200690,26527.2381
20260608,22,11200720,9908.0054
20260608,22,11200790,16703.0692
20260608,23,11200520,17099.3506
20260608,23,11200535,20615.9464
20260608,23,11200540,19973.3334
20260608,23,11200550,23451.2379
20260608,23,11200560,40965.0929
20260608,23,11200570,20477.352
20260608,23,11200580,12699.1667
20260608,23,11200590,14460.5319
20260608,23,11200615,21331.204
20260608,23,11200620,11039.0417
20260608,23,11200645,27918.1089
20260608,23,11200650,13398.5518
20260608,23,11200660,17154.5487
20260608,23,11200670,15600.9408
20260608,23,11200690,27614.9367
20260608,23,11200720,10997.3762
20260608,23,11200790,16026.8133
20260609,0,11200520,17281.7873
20260609,0,11200535,21175.8895
20260609,0,11200540,20002.4691
20260609,0,11200550,23028.8101
20260609,0,11200560,38345.2054
20260609,0,11200570,20222.5293
20260609,0,11200580,13040.9688
20260609,0,11200590,14357.0141
20260609,0,11200615,21513.3276
20260609,0,11200620,10975.7814
20260609,0,11200645,27666.9579
20260609,0,11200650,13377.1623
20260609,0,11200660,16863.8017
20260609,0,11200670,15505.4161
20260609,0,11200690,26362.3152
20260609,0,11200720,10944.9858
20260609,0,11200790,16111.208
20260609,1,11200520,17498.57
20260609,1,11200535,21032.349
20260609,1,11200540,20316.6732
20260609,1,11200550,22604.174
20260609,1,11200560,37618.3763
20260609,1,11200570,20231.8446
20260609,1,11200580,13164.9052
20260609,1,11200590,14138.3018
20260609,1,11200615,21561.6259
20260609,1,11200620,11123.3775
20260609,1,11200645,27549.0081
20260609,1,11200650,13535.9948
20260609,1,11200660,16821.9886
20260609,1,11200670,15404.1035
20260609,1,11200690,26541.4674
20260609,1,11200720,11155.6911
20260609,1,11200790,16126.3887
20260609,2,11200520,17481.4428
20260609,2,11200535,21248.8905
20260609,2,11200540,20626.1501
20260609,2,11200550,22321.901
20260609,2,11200560,37200.33
20260609,2,11200570,20327.9497
20260609,2,11200580,13042.3343
20260609,2,11200590,14298.3266
20260609,2,11200615,21523.3015
20260609,2,11200620,11129.0431
20260609,2,11200645,27585.1147
20260609,2,11200650,13789.2933
20260609,2,11200660,16841.7441
20260609,2,11200670,15387.3997
20260609,2,11200690,25836.1237
20260609,2,11200720,11056.2593
20260609,2,11200790,16071.5038
20260609,3,11200520,17591.9961
20260609,3,11200535,21151.9573
20260609,3,11200540,20666.4535
20260609,3,11200550,22281.8841
20260609,3,11200560,36907.1575
20260609,3,11200570,20413.9282
20260609,3,11200580,12981.9535
20260609,3,11200590,14118.5176
20260609,3,11200615,21723.0538
20260609,3,11200620,11220.9816
20260609,3,11200645,27522.451
20260609,3,11200650,13768.5167
20260609,3,11200660,16783.5533
20260609,3,11200670,15468.784
20260609,3,11200690,25636.9337
20260609,3,11200720,11190.0286
20260609,3,11200790,16108.9035
20260609,4,11200520,17580.4657
20260609,4,11200535,21464.3418
20260609,4,11200540,20850.2361
20260609,4,11200550,22301.8994
20260609,4,11200560,36780.7213
20260609,4,11200570,20410.6229
20260609,4,11200580,13056.8061
20260609,4,11200590,14108.295
20260609,4,11200615,21253.0482
20260609,4,11200620,11362.336
20260609,4,11200645,27782.4162
20260609,4,11200650,13961.8987
20260609,4,11200660,16769.6305
20260609,4,11200670,15492.9883
20260609,4,11200690,25249.6448
20260609,4,11200720,11172.9292
20260609,4,11200790,16045.6536
20260609,5,11200520,17314.4975
20260609,5,11200535,21541.2381
20260609,5,11200540,21535.007
20260609,5,11200550,22884.2501
20260609,5,11200560,37291.6911
20260609,5,11200570,20159.482
20260609,5,11200580,12901.2029
20260609,5,11200590,13926.0081
20260609,5,11200615,20828.1665
20260609,5,11200620,11660.0158
20260609,5,11200645,28580.7328
20260609,5,11200650,14649.6285
20260609,5,11200660,17482.0052
20260609,5,11200670,15461.6244
20260609,5,11200690,25701.3149
20260609,5,11200720,11308.1687
20260609,5,11200790,16829.5234
20260609,6,11200520,16896.2756
20260609,6,11200535,21290.9
20260609,6,11200540,21474.4866
20260609,6,11200550,24030.3213
20260609,6,11200560,39050.4239
20260609,6,11200570,19428.071
20260609,6,11200580,12276.3481
20260609,6,11200590,13561.3122
20260609,6,11200615,20478.0595
20260609,6,11200620,11803.1307
20260609,6,11200645,30040.513
20260609,6,11200650,15610.1087
20260609,6,11200660,18491.434
20260609,6,11200670,16176.0814
20260609,6,11200690,28274.5059
20260609,6,11200720,11606.0123
20260609,6,11200790,18067.6804
20260609,7,11200520,14994.6736
20260609,7,11200535,20837.5353
20260609,7,11200540,21991.9872
20260609,7,11200550,27857.613
20260609,7,11200560,42519.8125
20260609,7,11200570,17437.8987
20260609,7,11200580,11548.3916
20260609,7,11200590,12742.4867
20260609,7,11200615,18354.6632
20260609,7,11200620,11542.7455
20260609,7,11200645,32279.1141
20260609,7,11200650,16603.9886
20260609,7,11200660,21587.4649
20260609,7,11200670,16829.1789
20260609,7,11200690,33935.9872
20260609,7,11200720,11280.9273
20260609,7,11200790,18744.8462
20260609,8,11200520,12066.9255
20260609,8,11200535,19678.088
20260609,8,11200540,21558.9523
20260609,8,11200550,33393.1602
20260609,8,11200560,44953.6167
20260609,8,11200570,13995.2207
20260609,8,11200580,10893.2964
20260609,8,11200590,10734.8056
20260609,8,11200615,15411.6308
20260609,8,11200620,10800.5055
20260609,8,11200645,31045.8543
20260609,8,11200650,18867.7521
20260609,8,11200660,24313.7238
20260609,8,11200670,18472.5995
20260609,8,11200690,48578.476
20260609,8,11200720,10770.0908
20260609,8,11200790,18761.0485
20260609,9,11200520,11015.0761
20260609,9,11200535,19520.8807
20260609,9,11200540,19579.4822
20260609,9,11200550,35978.1284
20260609,9,11200560,45320.8332
20260609,9,11200570,12508.3141
20260609,9,11200580,9763.2654
20260609,9,11200590,9633.7485
20260609,9,11200615,14145.1957
20260609,9,11200620,10163.2471
20260609,9,11200645,28472.9367
20260609,9,11200650,20234.5791
20260609,9,11200660,28384.2411
20260609,9,11200670,19786.5869
20260609,9,11200690,57262.0764
20260609,9,11200720,10501.4075
20260609,9,11200790,18390.0343
20260609,10,11200520,10489.9286
20260609,10,11200535,19359.7402
20260609,10,11200540,19095.3965
20260609,10,11200550,38921.2064
20260609,10,11200560,46239.7024
20260609,10,11200570,12081.0098
20260609,10,11200580,9196.2407
20260609,10,11200590,9129.2871
20260609,10,11200615,13207.3488
20260609,10,11200620,9574.5513
20260609,10,11200645,26475.4243
20260609,10,11200650,21894.0108
20260609,10,11200660,29494.7274
20260609,10,11200670,20641.0625
20260609,10,11200690,60790.0377
20260609,10,11200720,9993.165
20260609,10,11200790,18314.0338
20260609,11,11200520,10336.3779
20260609,11,11200535,19547.1164
