기준일ID,시간대구분,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20260503,05,11170660,11386.2215,293.0669,132.9023,185.9896,297.3678,439.1105,523.6988,685.6824,717.1369,555.5094,476.5136,324.4636,226.0677,168.0576,393.1814,348.2768,171.5777,256.7064,356.578,482.2302,601.087,674.7678,605.4141,606.1945,409.1978,364.8163,308.6311,230.1453,551.8508
20260503,05,11170685,20366.5164,677.2127,290.6953,398.682,820.6276,1066.0401,1050.6073,1169.3945,1136.6325,1120.0816,801.2804,734.2079,513.7887,300.7603,635.1645,539.9038,241.5114,258.3553,610.1169,713.8432,845.7142,1118.7035,1203.6946,885.9094,651.8487,685.5934,544.6007,389.882,961.6639
20260503,05,11170690,12776.066,438.1896,315.985,428.9021,303.1695,316.6009,328.0417,396.0775,607.1918,660.2696,550.1002,545.714,454.4977,263.5277,589.9444,450.1883,287.6197,393.1751,323.8214,337.0553,378.4659,463.3741,608.795,700.0095,480.6241,520.3821,397.9116,325.4967,910.9354
20260503,05,11170700,6402.4648,163.5825,111.1036,240.2577,174.8267,202.2927,192.541,313.5544,288.0336,381.3694,278.3295,250.8451,217.1091,136.8659,302.4883,93.1621,59.4523,114.4307,206.3837,184.3847,225.4193,242.6443,311.145,304.4442,295.7414,265.2177,256.2803,145.2118,445.3475
20260503,06,11170510,13159.6445,524.5973,289.9302,347.1013,294.4812,446.1131,566.2084,686.3062,559.3042,492.1408,482.2554,492.4459,406.6344,276.8588,557.2384,425.592,224.9238,215.9723,373.2795,506.4515,606.731,655.8962,512.4509,553.7213,460.4523,495.4135,458.434,374.9687,873.7425
20260503,06,11170520,11141.846,231.1268,124.2705,204.9462,376.497,516.9159,541.5277,651.3337,549.7291,507.4549,395.8579,357.4532,210.3157,224.9474,441.4197,220.6246,124.7009,307.3487,383.8084,519.5795,586.4873,621.9998,445.8251,482.2532,368.7747,298.9426,309.9577,261.3663,876.382
20260503,06,11170530,9080.5502,245.9327,118.667,189.9313,294.9343,439.7431,476.7958,440.8046,396.3799,365.0165,367.0511,423.0262,409.3516,250.1129,395.2207,222.4521,101.279,249.3794,435.6965,387.4443,365.1144,366.3838,304.1903,318.6672,231.5491,322.4904,273.2,182.4458,507.2904
20260503,06,11170555,20354.3605,356.7324,256.8471,315.7781,644.6532,912.0918,1062.2948,1070.6835,795.3587,683.015,731.3987,655.4967,506.8013,342.7974,645.8181,399.7216,216.6631,696.9902,1736.7961,1412.5146,1180.7288,1015.212,688.2302,758.2209,583.1225,660.2834,535.8731,399.1448,1091.0927
20260503,06,11170560,17093.2454,646.4045,206.5433,332.855,325.1166,595.6214,922.2861,1078.0398,842.9763,797.333,578.2966,583.8502,411.7746,216.3429,536.1122,463.3922,137.2216,249.5503,719.9263,973.3603,1108.7781,1258.2042,892.0276,638.7528,608.0705,527.203,486.4803,260.6198,696.1055
20260503,06,11170570,15016.1327,429.6706,192.1236,345.6052,315.3133,558.7796,598.169,646.0903,596.0532,681.6498,525.3011,648.4681,425.9931,252.073,683.6532,337.1356,269.823,308.9919,589.299,632.6495,790.7529,782.7792,697.7879,584.7391,534.5413,629.5869,539.4292,371.0839,1048.5918
20260503,06,11170580,9922.4302,220.3592,130.1229,175.0348,222.8445,397.2941,449.3469,529.371,412.0506,427.0609,362.4523,377.7892,263.8905,187.2715,382.0169,319.0365,150.5245,234.0854,405.8983,524.6607,557.1194,508.1246,410.5318,392.2579,370.0658,384.12,307.1394,229.228,592.7336
20260503,06,11170590,7504.6992,164.5525,74.3342,199.9,147.9576,218.1341,298.3735,347.09,280.1546,305.9952,291.2331,303.0739,240.189,181.2671,306.4499,208.917,92.0432,186.0759,209.4795,316.4848,388.2574,435.1284,288.9568,293.6679,306.9529,335.219,307.6382,202.9372,574.2365
20260503,06,11170625,33670.298,1089.6468,459.7667,821.5805,1924.8792,1166.1156,1468.8692,1818.9557,1661.0996,1585.8441,1187.6037,1301.5859,983.8101,548.7607,1081.7307,1119.2163,416.5689,634.7026,1021.6168,1481.0063,1664.9682,2027.2181,1528.8382,1348.9744,1147.1849,1142.1458,924.2497,608.1179,1505.2403
20260503,06,11170630,24315.6849,1338.6776,718.9849,695.9692,484.7543,534.4308,525.9736,793.7495,1017.9596,1097.993,957.7463,1019.2674,718.5915,513.2199,1141.9496,1133.5339,585.518,646.4812,607.4771,505.1253,639.8335,1030.1055,1150.223,1173.1793,1147.5053,1008.5158,838.8044,591.4645,1698.6514
20260503,06,11170640,7585.1156,352.8802,123.4114,154.0996,213.1495,208.2369,235.8914,427.1481,360.0457,289.0247,328.947,276.7479,227.1402,161.4192,303.1574,178.6884,81.222,140.2724,291.3669,217.756,285.2928,365.4091,291.6693,339.1381,249.0247,300.5148,291.3469,225.032,667.083
20260503,06,11170650,10785.295,149.0978,79.8395,243.3311,824.0424,1001.0218,845.3943,863.7692,498.0224,527.2809,336.5395,286.2772,201.0809,133.6825,338.4477,146.7596,65.2264,202.389,538.9385,654.629,515.318,373.0759,325.8501,312.6124,238.6157,272.2041,196.1753,144.8376,470.8364
20260503,06,11170660,11234.6406,288.3076,130.7441,185.109,288.4414,431.4314,509.3597,693.2799,687.304,555.6373,452.6413,325.1983,227.6516,165.4969,392.4365,344.9534,169.9405,252.369,362.715,467.9256,590.5812,674.2003,599.134,607.3315,398.2646,360.5232,302.0349,224.2616,547.367
20260503,06,11170685,20057.9655,697.3507,299.3398,350.6414,655.2228,913.9724,944.5586,1158.3762,1113.2127,1134.0289,837.2629,751.8413,534.7289,309.642,638.7576,551.8133,246.8391,279.3848,601.514,682.0966,836.0153,1140.0685,1205.4364,894.0649,663.5842,700.0392,561.3662,399.3555,957.4518
20260503,06,11170690,13523.2174,463.3991,334.1642,433.7923,325.3212,337.2242,325.9991,436.1977,638.7423,688.2963,560.0108,582.0363,476.7535,295.7157,652.4174,453.113,289.4882,423.292,347.4834,335.1632,380.4106,486.305,652.2304,760.4207,551.1739,554.1298,426.7156,346.7777,966.4434
20260503,06,11170700,6491.7665,162.6565,110.4745,267.0552,176.6995,212.6449,209.9279,311.939,316.1635,382.3245,264.4734,291.735,226.2442,142.3463,299.9148,93.1648,59.454,107.5318,186.3806,185.3761,220.752,248.5908,294.5841,298.4116,297.8229,271.2927,266.3292,149.7937,437.6836
20260503,07,11170510,12980.6329,499.3365,275.9694,364.8009,262.6758,446.3953,570.8768,685.4861,558.2781,521.4421,477.0143,482.0355,396.0002,268.2357,553.8418,430.5026,227.5193,215.8381,356.1985,511.2769,587.2476,657.0827,488.0763,531.2587,457.8891,502.8339,443.4844,354.204,854.832
20260503,07,11170520,11419.8116,245.4802,131.9874,194.5547,386.8476,542.73,560.031,655.9944,568.9798,498.9233,413.7075,367.5154,216.533,215.9165,442.6751,222.312,125.6547,286.8995,425.1938,508.4419,615.0438,661.8674,488.7319,507.2515,347.911,317.9258,305.3446,269.6225,895.7344
20260503,07,11170530,10665.8406,245.9455,118.6734,228.0464,354.7773,501.0762,536.2082,488.5909,443.9512,382.4056,439.3291,496.8081,449.717,269.1237,465.6787,262.8871,119.6884,262.3287,540.5549,527.0689,444.7735,458.0815,417.4386,388.4123,339.0176,391.8726,332.1507,212.4644,548.7698
20260503,07,11170555,21486.5617,395.8046,284.9792,336.8588,684.087,924.9097,1129.2268,1116.5632,852.0089,783.1481,861.1815,719.7782,508.514,384.1312,696.177,419.9075,227.6048,711.009,1795.4729,1433.4266,1184.7877,1074.3364,768.8921,792.835,620.1641,696.9974,574.2896,395.3659,1114.1053
20260503,07,11170560,17461.9614,666.9337,213.1033,327.6455,307.5376,597.036,926.3039,1063.3459,886.3054,809.0687,643.3809,595.3929,392.1687,225.0598,544.5596,576.6723,170.7666,304.4655,712.8735,965.4549,1089.2588,1257.6409,908.2313,684.9524,581.1404,535.7365,478.7577,270.3395,727.8293
20260503,07,11170570,14879.0411,458.0924,204.8321,331.0982,311.1136,539.1347,609.0255,623.5419,590.6397,654.8499,488.5631,638.143,434.7274,264.8124,643.8397,328.1076,262.5973,316.3528,588.8584,636.0547,791.184,799.5253,699.327,578.283,522.9497,614.4722,523.262,371.1448,1054.5092
20260503,07,11170580,11534.0845,480.0456,283.4689,302.6047,256.5666,426.2896,461.4075,606.4874,451.1209,517.4238,454.6714,510.272,374.8344,268.4482,621.1767,358.7403,169.257,245.6887,396.8947,509.4425,556.5161,520.6275,402.6898,450.6844,393.131,393.161,313.5406,236.8843,572.0096
20260503,07,11170590,7412.8899,174.3432,78.7572,180.351,141.5989,214.9722,288.9001,355.9596,311.5707,290.78,300.1307,301.4719,245.5917,176.8202,316.4295,220.541,97.1643,170.7069,223.3432,327.3796,388.1128,422.6826,258.66,279.5461,275.8114,327.8286,290.0003,206.1357,547.2981
20260503,07,11170625,35884.7602,1203.2724,507.71,833.854,2027.2784,1282.5189,1547.1013,1915.0069,1766.314,1689.5986,1249.6587,1343.6512,970.6103,570.0161,1099.9123,1276.2184,475.0046,685.3408,1174.7327,1613.3754,1731.4021,2099.4366,1673.812,1392.3129,1238.8034,1192.632,993.4051,665.9344,1665.8472
20260503,07,11170630,24394.9197,1306.2264,701.5552,690.0017,472.6386,535.547,528.2605,801.2119,1001.6305,1147.6811,1000.4713,987.7698,736.9526,465.924,1171.0257,1133.9667,585.7414,647.4723,601.4364,508.5453,691.869,1013.7817,1138.5221,1228.3474,1159.1399,1021.5006,829.9613,569.4426,1718.2975
20260503,07,11170640,7912.8351,404.3201,141.4013,184.4715,233.0892,194.6362,222.4547,426.8005,357.0008,297.5696,338.4889,303.7845,236.648,181.7607,346.0948,174.7867,79.4486,163.5732,281.002,256.0634,297.7774,339.9949,309.1636,379.8493,266.9704,291.5339,316.605,237.3436,650.2004
20260503,07,11170650,9512.2525,129.9412,69.5813,209.4221,553.9952,741.3209,679.049,788.7192,454.1827,512.5951,308.5496,286.6169,198.41,135.6557,329.8247,143.9186,63.9639,181.5814,436.4388,527.4953,461.6872,352.0994,322.8572,318.3532,228.8745,263.9685,199.6025,148.6363,464.912
20260503,07,11170660,11094.5881,277.522,125.8528,175.6561,304.4913,417.0988,503.4501,668.4821,677.7313,553.2804,457.9181,355.9235,239.9724,155.3985,394.6485,345.915,170.4141,233.346,326.8908,479.7956,581.3124,668.6808,598.2939,586.0344,392.4718,364.499,296.2275,225.9349,517.3455
20260503,07,11170685,20115.727,721.1105,309.5386,379.6737,594.0074,837.5084,933.7398,1098.3301,1168.9006,1112.4496,846.0434,835.0894,506.8402,338.7281,638.7668,538.8342,241.0332,293.2859,589.4974,638.2132,832.4121,1101.7811,1218.808,934.9422,688.7883,743.6541,578.436,423.4411,971.8743
20260503,07,11170690,14384.9318,471.0686,339.6948,434.2954,339.9485,352.6891,359.2869,456.6539,660.1686,717.9512,618.8516,664.8265,505.3129,301.9966,665.2137,504.1936,322.1231,463.2413,411.7319,366.6952,378.2082,496.9879,669.5428,791.0604,627.5811,602.9207,456.7348,364.1217,1041.8317
20260503,07,11170700,6388.8698,171.1488,116.2426,251.2694,155.1072,234.8518,203.0992,311.2727,284.0194,362.9486,284.7583,263.0367,226.1503,136.4214,306.7452,93.4613,59.6432,130.0681,190.4793,188.4183,219.4985,236.2563,306.3042,301.8088,283.6864,259.0719,254.9486,143.0035,415.1502
20260503,08,11170510,12716.8246,482.0871,266.4365,366.2103,295.2967,443.2009,545.5429,672.3317,546.4525,500.0813,472.6847,435.4312,368.9386,266.3999,513.1061,423.171,223.6445,212.6327,346.6611,498.9562,594.1869,660.9086,514.059,520.9861,440.8368,490.0489,451.9301,353.592,811.0119
20260503,08,11170520,11538.0798,241.2296,129.7023,216.737,373.7609,567.0367,574.938,650.2138,559.0602,533.5045,424.3857,377.0236,230.5893,206.7626,453.2369,249.0006,140.7395,286.012,456.0715,516.5983,620.8117,651.0487,444.9472,508.1341,361.4051,305.9917,310.8863,256.8421,891.4085
20260503,08,11170530,12899.0202,341.0141,164.5458,303.8305,479.1823,536.1977,591.7853,594.9606,540.037,498.3696,545.0932,617.1723,468.8946,336.0414,555.5449,341.6563,155.5507,290.1268,669.0997,649.2776,472.2537,502.4585,512.3006,500.6421,426.8368,473.2394,365.3966,270.132,697.3798
20260503,08,11170555,21865.9102,419.8127,302.2648,387.8925,696.3572,947.2028,1123.5277,1110.6735,868.3754,791.9206,820.0842,745.7452,515.3458,394.304,721.5306,445.6124,241.5374,712.6295,1788.6784,1420.1177,1200.9507,1086.1094,792.0305,800.4588,622.4447,746.5894,565.654,426.5539,1171.5058
20260503,08,11170560,17266.9811,664.8205,212.4279,322.9153,314.0723,597.1828,902.1175,1098.6268,892.5483,804.6969,622.9972,607.8821,391.0258,222.806,530.6878,473.57,140.2356,268.116,653.283,964.5529,1124.3634,1210.5902,902.6433,680.1041,618.7159,536.4613,519.6432,298.2992,691.5951
20260503,08,11170570,14533.7196,427.9592,191.3584,328.8775,324.8323,525.2861,596.7951,632.122,582.6694,659.9739,450.5305,596.8494,422.2576,262.9006,604.5206,362.6843,290.2705,328.209,592.0881,641.2774,748.7048,761.0948,666.5833,523.6083,500.2102,584.0452,524.8702,331.5489,1071.5922
20260503,08,11170580,12079.0251,572.3601,337.9807,361.4838,267.0163,450.999,483.4816,611.7092,509.1567,494.638,473.4079,545.7746,422.692,306.1122,683.2033,340.0802,160.453,250.2837,401.6377,524.9553,555.8576,546.5143,444.3529,426.6888,391.8373,408.0897,290.0115,218.4917,599.7559
20260503,08,11170590,7340.4575,188.9618,85.361,174.9346,132.7804,216.5562,280.5753,345.354,274.4219,290.755,318.0369,302.7075,227.2167,170.4124,301.9395,230.8655,101.7132,206.3535,216.0026,313.237,379.5502,461.8374,230.0799,293.4051,265.4368,340.7205,266.1702,213.0615,512.0114
20260503,08,11170625,38314.5106,1372.0485,578.9233,938.8045,2064.1255,1374.4326,1613.0275,1947.921,1898.4891,1739.6833,1352.3238,1346.9655,1041.8329,593.5803,1211.8042,1551.7573,577.5592,714.853,1340.6174,1731.77,1860.9378,2111.4009,1670.7395,1469.0187,1363.1692,1332.4063,1067.9389,727.7413,1720.6389
20260503,08,11170630,25043.5156,1281.2683,688.1514,711.0282,510.3108,529.3333,543.0925,827.2842,1058.3404,1197.694,1044.0252,1076.8128,771.1864,489.4851,1192.6109,1090.9901,563.5424,644.8569,634.2416,562.9163,720.9245,1064.7943,1181.0864,1260.3137,1180.1558,1054.4054,875.9842,603.3129,1685.369
20260503,08,11170640,8130.2938,394.601,138.0025,159.1741,223.7015,207.2577,249.6698,458.3562,404.0541,347.441,324.8773,324.4924,271.0697,169.9172,379.9116,175.9247,79.9657,163.6627,274.6163,260.1512,338.6507,392.5094,324.0814,381.669,266.2935,320.6649,284.2334,220.3598,594.9846
20260503,08,11170650,8975.6555,139.0735,74.4716,161.3801,437.7873,608.307,611.0793,717.3522,460.555,534.3094,314.3646,276.702,206.1244,135.8422,336.2519,139.7541,62.1128,150.3806,356.6658,428.3933,449.0759,359.3347,349.375,317.9493,230.557,255.2034,208.7854,152.8356,501.6315
20260503,08,11170660,10918.4378,295.817,134.1494,207.3903,280.0199,416.5878,517.6676,662.1793,670.5882,511.6299,415.511,314.3842,252.7773,166.2293,363.3948,351.744,173.2857,210.5256,331.1019,497.1717,571.2817,664.7808,595.3742,571.7357,376.2071,349.8873,280.1423,221.5049,515.3673
20260503,08,11170685,21136.3031,818.065,351.1568,374.9859,644.5116,889.6828,926.4741,1116.5561,1178.5978,1125.2506,854.2802,841.1917,550.2805,321.8923,650.0171,642.2147,287.2776,322.9989,626.9802,690.5206,868.4908,1159.0765,1256.6503,1022.2158,782.9792,743.8101,603.4329,429.0827,1057.6321
20260503,08,11170690,16552.0245,585.4846,422.2021,476.9447,392.8469,411.1342,395.3318,521.2619,714.4847,848.0571,766.1326,705.6369,536.7925,328.3238,675.4951,652.4546,416.8452,565.1125,479.5611,404.283,432.6376,590.047,809.1955,958.4945,748.7428,678.6413,536.7756,375.7073,1123.3966
20260503,08,11170700,6401.8268,161.6155,109.7678,245.5767,149.1264,221.8262,204.6172,307.048,284.6772,356.7417,305.9815,288.4572,246.6646,147.1035,317.8526,79.8607,50.9641,132.1596,192.0927,193.526,222.9231,239.5575,321.3053,289.6774,285.3096,259.8266,226.4955,137.7424,423.3308
20260503,09,11170510,12424.5599,450.4742,248.9647,320.8837,281.1103,421.3,531.5416,604.9749,554.9289,526.8312,466.3797,409.988,365.4362,266.9421,518.3323,422.2229,223.1434,188.933,369.8053,484.4424,569.5104,664.2352,498.4164,515.6752,446.3912,460.4779,440.8447,353.7873,818.5865
20260503,09,11170520,11678.5419,254.2638,136.7109,231.572,359.0461,569.3754,573.8423,679.9154,569.0527,559.131,454.4625,403.1571,208.6461,217.9417,455.9892,244.0532,137.9431,280.4083,483.4076,532.2432,611.5664,624.5481,450.9785,497.4983,363.2582,305.6514,300.6132,266.9425,906.3237
20260503,09,11170530,15830.9731,404.0385,194.9561,337.4675,564.1446,709.0899,684.9872,726.3958,556.0397,598.118,554.7259,620.8868,557.1766,376.0415,649.5332,554.7015,252.547,428.694,771.6356,793.2963,643.3638,677.612,635.4895,715.7115,552.6909,596.4739,486.2153,325.2788,863.6625
20260503,09,11170555,23674.3641,516.4734,371.8604,397.6802,708.1099,933.4847,1125.9791,1121.5282,1037.5035,941.9409,881.1712,792.8647,614.2357,373.9247,737.8711,602.6192,326.6403,687.1029,1786.7702,1442.801,1213.0414,1189.7727,1009.6011,1036.1292,721.8964,805.6621,634.1451,449.3875,1214.166
20260503,09,11170560,18394.447,837.3895,267.5683,367.8532,338.0812,631.013,863.6051,1092.7733,829.7529,850.0344,652.1557,593.222,371.5889,204.634,617.9479,857.6814,253.9802,353.8458,681.1609,1000.8076,1120.7592,1242.4731,867.1874,656.8128,588.6438,554.4544,519.7948,309.0978,870.1282
20260503,09,11170570,14296.3395,509.9406,228.0156,314.4385,320.2141,517.5538,601.6453,629.7793,587.4151,649.5882,466.0152,602.3157,427.4538,238.0046,606.4487,303.6703,243.0392,318.3846,571.9731,595.2608,733.1401,742.5111,654.4526,511.6871,509.3578,574.0129,486.924,331.2542,1021.8442
20260503,09,11170580,11209.9573,460.9877,272.215,352.4883,274.2589,457.6976,463.3261,599.9971,458.5,442.9186,399.5354,471.3189,330.086,273.1214,563.9687,320.7291,151.3233,271.7563,402.7599,509.4742,554.7156,528.6046,400.3261,416.9018,387.2957,395.3505,273.3106,224.9828,552.008
20260503,09,11170590,7130.6564,225.0273,101.6529,177.2899,119.746,219.1509,279.4366,353.252,260.0808,287.2093,279.874,286.1934,220.3164,172.789,298.9529,210.3553,92.6768,199.3587,190.3823,299.8564,372.0031,406.1471,238.9217,273.3312,240.9747,330.0858,258.9109,196.1755,540.5063
20260503,09,11170625,47017.7552,1889.2277,797.1423,1112.9353,2353.8203,1692.9474,1950.9406,2348.4921,2215.2985,1877.4724,1503.4011,1630.6226,1153.0038,711.3497,1506.2138,2136.5428,795.2144,958.6101,1888.5319,2132.44,2233.6124,2585.1396,2241.873,1818.6881,1583.946,1622.5417,1268.0447,908.1279,2101.5757
20260503,09,11170630,26100.7406,1318.8665,708.3443,770.8867,531.9915,561.0995,624.8668,846.5676,1064.673,1194.4302,1162.3374,1049.3045,753.6585,533.8687,1217.8489,1123.7902,580.4852,664.5578,680.5738,593.9119,806.705,1085.9362,1195.8156,1196.9386,1288.7921,1115.6693,961.3259,611.8463,1855.6479
20260503,09,11170640,9009.2649,387.352,135.467,192.0526,238.996,260.6617,267.9755,500.3984,444.2205,439.8015,348.3464,326.9396,260.9738,202.5122,441.3525,279.9574,127.2533,182.3726,287.9945,316.6573,353.0614,391.2994,367.5714,380.1315,371.6977,353.453,304.1377,230.6483,615.979
20260503,09,11170650,8739.3696,167.6306,89.7636,141.7243,389.2455,528.4027,579.8862,707.0249,458.1167,496.3025,316.1492,258.1457,211.9083,136.5952,321.6625,127.8657,56.8292,135.3619,324.6461,450.0099,444.5261,386.0044,337.5223,336.5377,245.8074,261.8079,203.2092,148.6423,478.0416
20260503,09,11170660,10680.2111,267.5155,121.3153,190.2221,285.8701,375.1045,506.0116,661.756,652.777,510.2361,417.5379,320.4597,237.7247,160.8537,356.0114,376.3583,185.4122,208.6575,339.9616,463.1213,547.4074,661.6219,566.002,559.4604,353.6474,364.9961,278.5604,219.4043,492.2056
20260503,09,11170685,22757.2434,799.228,343.0706,389.7223,750.4362,987.6788,962.9864,1213.9595,1231.4892,1198.0849,949.1796,851.5695,571.2527,332.0731,707.7779,644.1262,288.1326,400.0154,824.3788,875.4154,983.7311,1230.9417,1320.6743,1036.5361,837.9556,815.4936,667.4883,476.3643,1067.4805
20260503,09,11170690,18789.9923,793.4009,572.1338,568.2246,406.4589,445.1364,433.569,616.1791,857.3553,969.9652,834.3941,747.899,600.2732,344.9025,758.1635,850.3325,543.2669,633.4442,495.9507,445.9642,517.9856,700.463,1011.8113,1020.5567,823.0315,688.3658,578.652,417.3002,1114.8117
20260503,09,11170700,6290.0463,178.881,121.4944,264.4105,133.8908,226.7743,237.6742,301.9531,248.9988,346.0824,322.5346,269.6343,236.3302,135.9211,304.591,88.9778,56.7819,119.4218,175.6078,184.6094,225.2164,219.322,265.5365,280.0808,263.5404,259.4654,262.3851,145.885,414.0456
20260503,10,11170510,12047.1135,476.3307,263.2546,300.6439,263.5469,428.1423,497.6633,596.9764,534.0773,516.4592,433.7513,432.2542,369.4763,274.9537,481.8662,399.5068,211.1381,176.1457,342.1491,438.0492,567.9234,623.708,436.0632,509.3904,404.8162,437.348,408.1391,368.4314,854.9072
20260503,10,11170520,11959.7936,294.9994,158.6129,256.5971,377.0778,552.7866,564.9452,708.5213,559.3289,549.8669,476.7435,374.8225,197.1248,228.6975,445.5906,275.7003,155.8305,293.7714,519.9575,550.7984,582.147,706.4335,471.5622,500.1037,386.4143,302.9587,308.5118,248.0057,911.8846
20260503,10,11170530,15662.0533,454.363,219.2386,314.453,605.2557,659.9132,648.4409,758.8512,593.9026,582.753,537.102,574.1716,549.6399,326.5793,643.3603,492.1389,224.0632,433.9435,717.3177,725.8688,670.9124,748.7063,652.6912,629.3095,494.828,620.8975,521.0765,350.9754,911.3005
20260503,10,11170555,23492.6629,532.4657,383.3748,435.5016,744.3238,950.3376,1090.4307,1138.6758,1023.4853,946.3576,849.0867,692.6902,525.4794,372.9504,721.868,616.0861,333.94,697.4071,1763.6281,1373.8427,1139.1375,1242.1549,997.6028,1057.6183,747.7705,826.5297,598.5621,463.2694,1228.0847
20260503,10,11170560,18414.0283,904.9968,289.1704,378.9403,341.1135,612.8217,841.3315,1080.5862,885.9052,783.476,637.7467,574.9438,367.9892,231.2058,655.1812,838.2981,248.2406,367.9815,702.3222,975.9444,1062.1333,1194.1798,794.7479,700.4407,608.6321,605.9922,546.6886,322.6962,860.3229
20260503,10,11170570,13636.2303,459.1238,205.2934,242.6577,348.9635,517.0205,606.2659,585.6531,566.5313,600.9326,426.2868,532.7973,413.4757,227.4487,561.4298,308.925,247.2452,307.2753,542.1787,592.3546,708.4282,710.5791,613.7361,500.025,433.4594,560.3119,473.5002,317.8616,1026.4686
20260503,10,11170580,10113.3318,321.1712,189.6528,246.5111,267.3817,437.8185,425.7689,512.0574,410.798,399.5803,357.0474,309.4813,254.348,179.8057,390.956,374.9062,176.8843,248.4328,395.4126,503.8002,554.7595,499.5776,397.5333,364.8116,402.6997,363.2149,280.7318,215.6838,632.5038
20260503,10,11170590,6822.6807,249.6979,112.7979,165.3139,134.0883,221.1723,248.9694,371.2638,268.9727,258.7799,268.4622,264.6063,214.7112,162.4109,287.3832,152.2739,67.0878,181.7693,197.4476,279.5154,326.34,372.1237,224.6021,254.0041,278.2207,281.2945,252.7184,200.7593,525.8941
20260503,10,11170625,53764.3954,2252.3059,950.3402,1405.3077,2551.7954,1902.8455,2179.2604,2697.3787,2542.7429,2269.7951,1752.448,1657.2816,1170.0315,687.6773,1494.9487,2893.8334,1077.0758,1278.0966,2172.9682,2351.352,2502.1783,2972.0722,2694.653,2185.7936,1767.7398,1674.6543,1376.9116,973.483,2329.4231
20260503,10,11170630,26337.6164,1351.0568,725.6332,757.111,559.6346,607.5238,630.0922,832.1971,1104.9194,1243.2795,1042.6494,1062.9661,739.3626,527.5525,1192.9128,1223.571,632.0264,691.4976,673.4672,675.3481,750.2055,1175.0954,1130.6703,1291.3466,1231.4286,1156.0575,933.3873,613.8624,1782.7616
20260503,10,11170640,9075.1053,393.0777,137.4696,205.9539,211.8685,266.0761,292.0038,461.869,501.7591,336.2585,324.8388,302.0394,269.4322,199.3648,377.6497,402.369,182.895,156.4208,254.6075,324.1027,374.222,460.4194,402.3507,380.5485,367.541,383.548,312.7715,213.4688,580.1788
20260503,10,11170650,9384.1838,198.7552,106.4302,177.2496,421.7391,560.3179,592.5602,735.2532,499.9075,514.353,361.4553,289.4931,208.8281,138.9539,350.2956,185.5073,82.4475,142.7555,354.7661,474.8502,456.4905,471.6061,387.8322,320.1238,262.1453,259.972,183.9917,157.7501,488.3526
20260503,10,11170660,10859.1592,273.2954,123.9362,209.0026,306.638,388.3794,497.7516,642.2559,635.6411,551.3861,478.5694,322.579,250.1528,174.3009,340.2716,378.4685,186.4515,253.8487,331.153,507.4775,562.2027,664.3986,554.21,534.9202,372.7045,340.3398,301.7748,210.333,466.7168
20260503,10,11170685,25185.0728,986.4829,423.4507,431.4212,819.5423,1026.3512,1013.4912,1269.3449,1326.0893,1328.3469,1015.4922,882.1773,579.7135,366.1092,723.1046,775.9128,347.0837,456.3787,1033.7049,1113.986,1181.6289,1352.697,1461.4786,1158.709,970.6675,832.7926,727.082,489.376,1092.4578
20260503,10,11170690,19887.3116,935.9745,674.9456,536.4311,414.16,468.9532,483.6303,634.949,993.7489,1063.2079,814.9854,712.5906,538.5921,342.0819,797.6472,927.6411,592.6586,563.0727,537.1286,463.1383,559.3207,815.4119,1042.481,1154.7338,828.9294,696.6973,603.7618,444.3449,1246.0939
20260503,10,11170700,6424.1689,158.2864,107.507,233.7262,127.3851,234.4998,235.8979,338.3219,238.5925,377.5038,297.4658,288.2836,253.4736,128.1749,269.9471,127.1846,81.164,113.5142,178.8995,203.5144,231.0055,256.0932,307.8652,314.1394,281.6749,279.9852,246.8681,135.301,377.8932
20260503,11,11170510,11730.1012,476.3535,263.2674,298.7064,261.7339,412.5263,454.8585,574.3778,483.116,506.499,417.3711,425.7125,343.3601,267.3493,451.2961,354.2892,187.2405,192.5985,336.5781,444.2463,508.5615,622.8005,451.7811,522.6433,415.4921,428.026,401.1755,366.5147,861.6268
20260503,11,11170520,12491.591,358.7221,192.8748,248.8724,394.1826,585.5076,587.9137,727.2094,602.8978,577.6533,466.4882,381.3352,238.1995,208.8357,444.1249,242.2272,136.911,301.4983,605.9974,623.1017,646.7215,736.9986,515.59,531.2236,386.2705,329.1465,301.5986,225.2724,894.2161
