도로명주소,상권업종대분류명,경도,위도
서울특별시 용산구 한강대로62나길 2,소매,126.9738757,37.53414403
서울특별시 용산구 한강대로14길 8,음식,126.964659,37.5249334
서울특별시 용산구 한강대로71길 24,숙박,126.9721876,37.54035154
서울특별시 용산구 녹사평대로26가길 24,음식,126.992827,37.53249787
서울특별시 용산구 청파로47길 52,음식,126.9676483,37.54497251
서울특별시 용산구 한강대로57길 24,음식,126.9727327,37.5348916
서울특별시 용산구 두텁바위로 4-1,음식,126.9725932,37.54503683
서울특별시 용산구 한강대로 296,예술·스포츠,126.9724576,37.54471244
서울특별시 용산구 한강대로84길 21-9,음식,126.9735667,37.54416308
서울특별시 용산구 회나무로 3,예술·스포츠,126.9874066,37.53857917
서울특별시 용산구 이태원로27가길 54-4,음식,126.9921932,37.53510172
서울특별시 용산구 한강대로15길 4,음식,126.9641269,37.52582523
서울특별시 용산구 신흥로 56,음식,126.9877,37.54352569
서울특별시 용산구 청파로 335-8,음식,126.9693551,37.54958608
서울특별시 용산구 한강대로23길 55,음식,126.964736,37.5297718
서울특별시 용산구 한강대로 393,음식,126.9723525,37.55351517
서울특별시 용산구 후암로 97-2,음식,126.9745707,37.55337151
서울특별시 용산구 한강대로76길 11-31,음식,126.9735673,37.54229801
서울특별시 용산구 새창로 122-1,음식,126.9606822,37.53656407
서울특별시 용산구 녹사평대로 286,음식,126.9895219,37.54312042
서울특별시 용산구 한강대로 69,음식,126.9648956,37.52704181
서울특별시 용산구 소월로20길 36,음식,126.9851877,37.54500304
서울특별시 용산구 새창로 115,음식,126.9607158,37.53714072
서울특별시 용산구 원효로41길 58,음식,126.9604905,37.53533864
서울특별시 용산구 한강대로 69,음식,126.9648956,37.52704181
서울특별시 용산구 한강대로 292,음식,126.9725369,37.54431602
서울특별시 용산구 한강대로62길 40,음식,126.9734574,37.53316185
서울특별시 용산구 원효로41길 47-4,숙박,126.9599473,37.53556371
서울특별시 용산구 신흥로9길 4,음식,126.9873946,37.54265169
서울특별시 용산구 이태원로15길 1,음식,126.9901906,37.53461503
서울특별시 용산구 청파로93길 7,음식,126.9684591,37.55428004
서울특별시 용산구 대사관로 72,소매,127.0059511,37.53310161
서울특별시 용산구 청파로85길 33,음식,126.9672037,37.5524687
서울특별시 용산구 장문로17길 33,숙박,126.9988348,37.52692088
서울특별시 용산구 서빙고로 17,음식,126.96657,37.52690715
서울특별시 용산구 이태원로19길 9,음식,126.9917406,37.53489446
서울특별시 용산구 한강대로 200-1,음식,126.9746557,37.53626155
서울특별시 용산구 새창로45길 31,음식,126.9639642,37.5348442
서울특별시 용산구 이촌로75길 6,음식,126.974367,37.52017861
서울특별시 용산구 두텁바위로69길 18,소매,126.9801732,37.55119217
서울특별시 용산구 서빙고로 17,음식,126.9676565,37.52589833
서울특별시 용산구 신흥로 33,음식,126.9870667,37.54154343
서울특별시 용산구 소월로2길 37-4,숙박,126.9768341,37.55336297
서울특별시 용산구 청파로95길 8,음식,126.9685607,37.55473958
서울특별시 용산구 한남대로 91,음식,127.0021384,37.53656158
서울특별시 용산구 청파로47길 37,음식,126.9683839,37.54465736
서울특별시 용산구 이촌로64길 61,음식,126.9677042,37.52023103
서울특별시 용산구 청파로93길 18-29,음식,126.9668747,37.55426159
서울특별시 용산구 신흥로36길 15-1,숙박,126.9824716,37.54634516
서울특별시 용산구 녹사평대로54길 23-1,음식,126.9885041,37.53920097
서울특별시 용산구 녹사평대로40길 43,음식,126.9881993,37.53453376
서울특별시 용산구 원효로41길 16,음식,126.9585336,37.53439192
서울특별시 용산구 한강대로 366,음식,126.9729079,37.55109162
서울특별시 용산구 소월로2길 23,음식,126.9766867,37.55396661
서울특별시 용산구 새창로14길 46,음식,126.9593579,37.5375367
서울특별시 용산구 백범로99길 60,음식,126.9728116,37.53582866
서울특별시 용산구 우사단로 3,보건의료,126.9966512,37.53069604
서울특별시 용산구 장문로 86-1,음식,126.9991515,37.52595681
서울특별시 용산구 청파로47나길 13,음식,126.9668106,37.54557595
서울특별시 용산구 청파로49길 18,음식,126.9693568,37.54542347
서울특별시 용산구 이태원로27길 31-1,음식,126.9943202,37.53528205
서울특별시 용산구 이태원로54길 48,음식,127.0012672,37.53633635
서울특별시 용산구 서빙고로 52-3,음식,126.9700446,37.52317793
서울특별시 용산구 소월로40길 42,숙박,126.9912533,37.54188619
서울특별시 용산구 원효로 171,보건의료,126.9617688,37.53562738
서울특별시 용산구 한강대로54길 14,음식,126.9723376,37.53256693
서울특별시 용산구 한강대로 369,음식,126.9719345,37.55141575
서울특별시 용산구 대사관로24길 16,음식,127.0048537,37.5327773
서울특별시 용산구 새창로35길 3,음식,126.9613385,37.53633903
서울특별시 용산구 대사관로31길 12,음식,127.0059851,37.53385845
서울특별시 용산구 한강대로80길 5,음식,126.9731825,37.54267635
서울특별시 용산구 한강대로 57,음식,126.9646359,37.52614073
서울특별시 용산구 녹사평대로54길 6,음식,126.9875536,37.53927296
서울특별시 용산구 보광로60길 7,음식,126.9945353,37.53408372
서울특별시 용산구 한강대로21나길 40,음식,126.9642276,37.52824895
서울특별시 용산구 한강대로76길 3,음식,126.9733526,37.5416042
서울특별시 용산구 만리재로 138-1,음식,126.9628358,37.55162046
서울특별시 용산구 녹사평대로54길 19,음식,126.9883909,37.53919195
서울특별시 용산구 한강대로87길 7-6,음식,126.971496,37.54395537
서울특별시 용산구 청파로 320-39,음식,126.9706455,37.54871244
서울특별시 용산구 백범로90길 74,음식,126.9696542,37.53737761
서울특별시 용산구 대사관로19길 7,음식,127.0036431,37.53384052
서울특별시 용산구 한강대로80길 11-47,음식,126.9732728,37.54328905
서울특별시 용산구 이촌로64길 26,음식,126.9699102,37.51984419
서울특별시 용산구 후암로 6,음식,126.9784884,37.54637153
서울특별시 용산구 백범로77길 31,음식,126.9651272,37.53987213
서울특별시 용산구 녹사평대로54길 17,음식,126.9883004,37.53920996
서울특별시 용산구 한강대로23길 55,음식,126.964736,37.5297718
서울특별시 용산구 한남대로21길 18,음식,127.0061662,37.5340927
서울특별시 용산구 한남대로21길 32,음식,127.0062906,37.53346199
서울특별시 용산구 우사단로10마길 4,음식,127.0027605,37.53045278
서울특별시 용산구 백범로74길 26,음식,126.9623899,37.5381684
서울특별시 용산구 한강대로84길 22,음식,126.9737366,37.54366757
서울특별시 용산구 한강대로40길 20,음식,126.9703699,37.53011573
서울특별시 용산구 대사관로 56,예술·스포츠,127.0041975,37.53328189
서울특별시 용산구 한강대로88길 11-13,음식,126.9729102,37.5447666
서울특별시 용산구 이촌로 280,예술·스포츠,126.9778742,37.51844939
서울특별시 용산구 보광로55길 19,숙박,126.9932795,37.53293038
서울특별시 용산구 이촌로88길 3,음식,126.9787114,37.5180531
서울특별시 용산구 한강대로81길 22,음식,126.9715079,37.54256784
서울특별시 용산구 신흥로 99-13,음식,126.985018,37.54492193
서울특별시 용산구 보광로 112-3,음식,126.9946598,37.5328854
서울특별시 용산구 원효로54길 12,음식,126.9623122,37.53513201
서울특별시 용산구 청파로51길 4,음식,126.9699903,37.54579304
서울특별시 용산구 이태원로45길 7,음식,126.9989817,37.53608407
서울특별시 용산구 신흥로22가길 14,소매,126.9835467,37.54593986
서울특별시 용산구 효창원로 158,음식,126.9623313,37.54208774
서울특별시 용산구 한강대로84길 11-7,음식,126.9731368,37.54392873
서울특별시 용산구 녹사평대로40길 57,음식,126.9890592,37.53450681
서울특별시 용산구 한강대로104길 45,음식,126.9746848,37.55056943
서울특별시 용산구 후암로57길 41,숙박,126.9740959,37.55165951
서울특별시 용산구 임정로11길 4,음식,126.9585628,37.54305054
서울특별시 용산구 대사관로31길 20,음식,127.0060191,37.53412875
서울특별시 용산구 장문로 23,숙박,126.9931102,37.52856952
서울특별시 용산구 청파로 46,소매,126.9565551,37.53192247
서울특별시 용산구 한강대로104길 64,음식,126.9757034,37.55011915
서울특별시 용산구 백범로90길 46,음식,126.970175,37.53669299
서울특별시 용산구 보광로55길 3,음식,126.9941281,37.53298448
서울특별시 용산구 장문로 98,음식,127.0003733,37.52600187
서울특별시 용산구 보광로 21-1,음식,127.0005204,37.52639831
서울특별시 용산구 회나무로 30-1,음식,126.9900202,37.53949844
서울특별시 용산구 청파로 273,음식,126.970421,37.54393709
서울특별시 용산구 대사관로 69,음식,127.0058607,37.53338092
서울특별시 용산구 새창로 106-1,음식,126.9599121,37.53789729
서울특별시 용산구 한강대로15길 19-4,음식,126.9630408,37.52598707
서울특별시 용산구 장문로 112,음식,127.0019685,37.52639829
서울특별시 용산구 한강대로 405,음식,126.9717295,37.55483949
서울특별시 용산구 장문로6길 97,소매,126.9963572,37.52605587
서울특별시 용산구 한강대로38길 29,음식,126.9699857,37.52915156
서울특별시 용산구 한강대로104길 51,소매,126.974979,37.55058751
서울특별시 용산구 독서당로 73,음식,127.0086214,37.53421869
서울특별시 용산구 이촌로 248,음식,126.9727947,37.52005212
서울특별시 용산구 한강대로 312,보건의료,126.9722421,37.54605488
서울특별시 용산구 백범로90라길 45,음식,126.9695743,37.53917959
서울특별시 용산구 한강대로 95,음식,126.9666597,37.5288173
서울특별시 용산구 한강대로40길 9-7,음식,126.9699511,37.53059315
서울특별시 용산구 한강대로15길 19-17,음식,126.9629393,37.52545545
서울특별시 용산구 보광로59길 9,음식,126.9934492,37.53386743
서울특별시 용산구 원효로89길 11,음식,126.9683517,37.54054879
서울특별시 용산구 후암로 93,음식,126.9751252,37.55335361
서울특별시 용산구 한강대로80길 11,음식,126.9734541,37.54269443
서울특별시 용산구 이태원로42길 60,음식,127.0013804,37.53707516
서울특별시 용산구 한강대로104길 60,음식,126.9754884,37.55016415
서울특별시 용산구 한남대로 76,보건의료,127.006551,37.53556131
서울특별시 용산구 한강대로 278-2,음식,126.9727976,37.54317181
서울특별시 용산구 녹사평대로40길 46,음식,126.9882107,37.53439861
서울특별시 용산구 신흥로20길 37,음식,126.9839425,37.54719231
서울특별시 용산구 청파로71길 16,음식,126.9691061,37.54954096
서울특별시 용산구 한강대로52길 25-11,음식,126.9728355,37.53234179
서울특별시 용산구 청파로89길 41,음식,126.9667394,37.5531353
서울특별시 용산구 한강대로 31,음식,126.9627928,37.52430212
서울특별시 용산구 신흥로11길 50,음식,126.9861609,37.54478692
서울특별시 용산구 우사단로 36,음식,126.9957346,37.53341703
서울특별시 용산구 청파로 48,예술·스포츠,126.9568265,37.53214782
서울특별시 용산구 장문로 88,음식,126.9993552,37.52598385
서울특별시 용산구 회나무로 28,음식,126.98976,37.53941733
서울특별시 용산구 신흥로20길 39,음식,126.9840104,37.54727341
서울특별시 용산구 녹사평대로 234,음식,126.9871577,37.53849806
서울특별시 용산구 한강대로 54-1,음식,126.9647493,37.52551006
서울특별시 용산구 청파로 332,음식,126.9701587,37.54916282
서울특별시 용산구 대사관로34길 21,음식,127.0060755,37.53225466
서울특별시 용산구 이태원로 187,음식,126.9947842,37.53472345
서울특별시 용산구 독서당로 79,음식,127.0091758,37.53433577
서울특별시 용산구 이태원로 235,음식,126.9994795,37.53613813
서울특별시 용산구 청파로 303,음식,126.9700692,37.54666703
서울특별시 용산구 신흥로 107-6,숙박,126.9838864,37.54460643
서울특별시 용산구 두텁바위로 85,음식,126.9810004,37.54693058
서울특별시 용산구 두텁바위로 12,음식,126.973374,37.54513612
서울특별시 용산구 청파로47길 42-1,음식,126.9680104,37.54481043
서울특별시 용산구 한강대로 139,음식,126.9701429,37.53189064
서울특별시 용산구 새창로 114-3,음식,126.9602406,37.53711353
서울특별시 용산구 녹사평대로26가길 14,음식,126.992431,37.53229963
서울특별시 용산구 원효로 268,음식,126.9704449,37.54092775
서울특별시 용산구 한남대로20길 21-18,음식,127.009108,37.53521876
서울특별시 용산구 청파로47길 35,음식,126.9684745,37.54464837
서울특별시 용산구 백범로99길 40,소매,126.9713523,37.53513455
서울특별시 용산구 한강대로62길 18,예술·스포츠,126.9730953,37.53345009
서울특별시 용산구 보광로 127,음식,126.9937207,37.53408368
서울특별시 용산구 효창원로 117,소매,126.9608734,37.53871752
서울특별시 용산구 대사관로30길 4,예술·스포츠,127.0054986,37.53311064
서울특별시 용산구 우사단로 8,음식,126.9968096,37.53102941
서울특별시 용산구 백범로 322,음식,126.9646528,37.53824118
서울특별시 용산구 한강대로10길 11-46,음식,126.9647271,37.52449193
서울특별시 용산구 두텁바위로1길 68,음식,126.9755234,37.54692957
서울특별시 용산구 이촌로 300,소매,126.980329,37.51784615
서울특별시 용산구 남산공원길 105,예술·스포츠,126.9878685,37.55112113
서울특별시 용산구 한강대로 130,음식,126.9699057,37.5309175
서울특별시 용산구 이태원로19길 21,음식,126.9916048,37.53534495
서울특별시 용산구 백범로 323-1,음식,126.9650034,37.53847555
서울특별시 용산구 신흥로 19-1,음식,126.9866256,37.54038109
서울특별시 용산구 이태원로 223-5,음식,126.9983934,37.5355795
서울특별시 용산구 보광로 54,보건의료,126.9987668,37.52883101
서울특별시 용산구 한강대로 155,음식,126.9713304,37.53314333
서울특별시 용산구 효창원로 79,소매,126.9577968,37.53680634
서울특별시 용산구 한강대로 216,음식,126.9743384,37.5375409
서울특별시 용산구 한강대로81길 20,음식,126.9715078,37.54272101
서울특별시 용산구 후암로 17,음식,126.9778996,37.54738955
서울특별시 용산구 녹사평대로46길 10,음식,126.9874182,37.5372547
서울특별시 용산구 한강대로15길 29,음식,126.962871,37.52632039
서울특별시 용산구 원효로97길 15,음식,126.9693584,37.54135996
서울특별시 용산구 한남대로20길 47-24,음식,127.0100471,37.53537185
서울특별시 용산구 후암로57길 63,음식,126.9741302,37.55069545
서울특별시 용산구 우사단로 34,음식,126.9957007,37.53322782
서울특별시 용산구 유엔빌리지길 14,음식,127.0098319,37.53396631
서울특별시 용산구 신흥로 33,음식,126.9870667,37.54154343
서울특별시 용산구 녹사평대로46길 1,음식,126.9871126,37.53752497
서울특별시 용산구 한강대로15길 27,음식,126.9629502,37.52627537
서울특별시 용산구 회나무로26길 12,소매,126.9912309,37.53952557
서울특별시 용산구 녹사평대로11길 40,음식,126.9934276,37.52157776
서울특별시 용산구 이촌로18길 5,음식,126.9554949,37.52629081
서울특별시 용산구 효창원로 117,음식,126.9608734,37.53871752
서울특별시 용산구 서빙고로91길 10,음식,127.0015951,37.52438005
서울특별시 용산구 원효로 186-1,음식,126.9632961,37.53608738
서울특별시 용산구 한강대로72길 11-18,예술·스포츠,126.974009,37.54135206
서울특별시 용산구 청파로47길 39,음식,126.9681124,37.54452214
서울특별시 용산구 청파로85길 27,음식,126.9675658,37.55252286
서울특별시 용산구 대사관로 65,음식,127.0054534,37.53344401
서울특별시 용산구 서빙고로 17,음식,126.96657,37.52690715
서울특별시 용산구 이촌로 1,예술·스포츠,126.955605,37.53150765
서울특별시 용산구 한강대로43길 8,소매,126.9697467,37.53258431
서울특별시 용산구 녹사평대로46길 34-6,음식,126.9888777,37.53737198
서울특별시 용산구 회나무로35길 5,음식,126.9931657,37.54035462
서울특별시 용산구 대사관로 48,음식,127.0035413,37.53335399
서울특별시 용산구 백범로87길 54,음식,126.9695742,37.53950395
서울특별시 용산구 이태원로 180,음식,126.9941845,37.53422787
서울특별시 용산구 청파로47길 71,음식,126.9664602,37.54484604
서울특별시 용산구 새창로45길 18,음식,126.9633195,37.53451964
서울특별시 용산구 후암로 37,예술·스포츠,126.9773899,37.54919145
서울특별시 용산구 원효로41길 21,예술·스포츠,126.9585787,37.53468026
서울특별시 용산구 청파로 330-3,음식,126.9703058,37.54913582
서울특별시 용산구 이촌로 210,음식,126.9704075,37.52084443
서울특별시 용산구 신흥로 54,음식,126.9878359,37.54308422
서울특별시 용산구 한강대로54길 7,예술·스포츠,126.9720546,37.53283716
서울특별시 용산구 청파로47길 17,음식,126.9694815,37.5447027
서울특별시 용산구 청파로47길 8,음식,126.9700246,37.54495512
서울특별시 용산구 한강대로23길 55,음식,126.964736,37.5297718
서울특별시 용산구 원효로 220,음식,126.9663728,37.53773713
서울특별시 용산구 녹사평대로32길 47,예술·스포츠,126.9907905,37.53270496
서울특별시 용산구 원효로89길 12,음식,126.9686798,37.54072007
서울특별시 용산구 독서당로14길 46,숙박,127.0083947,37.53119134
서울특별시 용산구 한남대로18길 26,음식,127.0086553,37.53454304
서울특별시 용산구 백범로 313,소매,126.9629777,37.53923177
서울특별시 용산구 이태원로 243,음식,127.0000113,37.53680487
서울특별시 용산구 대사관로31길 17,음식,127.0057476,37.5340747
서울특별시 용산구 한강대로80길 11-3,음식,126.973454,37.54277552
서울특별시 용산구 효창원로 164,예술·스포츠,126.9628855,37.54266455
서울특별시 용산구 백범로 326,음식,126.9650601,37.53814219
서울특별시 용산구 보광로59길 10,음식,126.9935057,37.53403862
서울특별시 용산구 신흥로26길 20,예술·스포츠,126.983875,37.54510198
서울특별시 용산구 후암로57길 55,음식,126.9741188,37.55108288
서울특별시 용산구 한강대로76길 11,음식,126.9737373,37.54166735
서울특별시 용산구 한강대로23길 55,음식,126.964736,37.5297718
서울특별시 용산구 효창원로 144,음식,126.9621735,37.54082629
서울특별시 용산구 서빙고로 17,음식,126.96657,37.52690715
서울특별시 용산구 소월로20길 52,음식,126.9845541,37.54444434
서울특별시 용산구 이촌로 200,음식,126.9693441,37.52095227
서울특별시 용산구 대사관로5길 17,음식,127.0005657,37.53497584
서울특별시 용산구 효창원로 146,음식,126.96223,37.54099749
서울특별시 용산구 효창원로 150,소매,126.9622864,37.54137593
서울특별시 용산구 우사단로4길 23,음식,126.9979862,37.531534
서울특별시 용산구 한강대로 69,음식,126.9648956,37.52704181
서울특별시 용산구 한강대로 163-1,음식,126.9717827,37.53380117
서울특별시 용산구 두텁바위로 13,소매,126.973917,37.54550565
서울특별시 용산구 청파로 378,음식,126.9704869,37.54911785
서울특별시 용산구 한강대로40가길 7,음식,126.9710939,37.53044928
서울특별시 용산구 회나무로13길 10,음식,126.9896015,37.53977772
서울특별시 용산구 원효로48길 11-8,음식,126.9612263,37.53452799
서울특별시 용산구 새창로45길 79,소매,126.9664421,37.53460166
서울특별시 용산구 우사단로10길 92,음식,127.0003734,37.53192145
서울특별시 용산구 효창원로 145,보건의료,126.9618452,37.54112351
서울특별시 용산구 한강대로39길 16,음식,126.9683897,37.5309982
서울특별시 용산구 한강대로 405,음식,126.9717295,37.55483949
서울특별시 용산구 한강대로7길 10-9,음식,126.9624984,37.52480659
서울특별시 용산구 우사단로14길 14-5,숙박,126.9966058,37.53394865
서울특별시 용산구 신흥로 59,음식,126.9872587,37.54370585
서울특별시 용산구 서빙고로 17,음식,126.96657,37.52690715
서울특별시 용산구 이태원로54길 58-13,음식,127.0004752,37.53552545
서울특별시 용산구 새창로 221-19,음식,126.9683333,37.53067382
서울특별시 용산구 두텁바위로 43,보건의료,126.9769722,37.54590273
서울특별시 용산구 새창로 116-1,음식,126.9604443,37.53705053
서울특별시 용산구 한강대로38가길 7-26,음식,126.9699061,37.5299264
서울특별시 용산구 한강대로96길 44,음식,126.9740637,37.5467851
서울특별시 용산구 한강대로87길 8,음식,126.9714505,37.54460408
서울특별시 용산구 보광로 93,음식,126.9949541,37.53126361
서울특별시 용산구 한강대로 95,보건의료,126.9666597,37.5288173
서울특별시 용산구 신흥로 31,음식,126.9869649,37.54128212
서울특별시 용산구 독서당로 73,음식,127.0086214,37.53421869
서울특별시 용산구 녹사평대로40길 31,음식,126.9876109,37.53474994
서울특별시 용산구 한강대로48길 3,음식,126.970901,37.53184578
서울특별시 용산구 새창로44길 11,음식,126.9618829,37.53386146
서울특별시 용산구 대사관로31길 7-3,예술·스포츠,127.0054986,37.53362421
서울특별시 용산구 서빙고로 69,예술·스포츠,126.9723522,37.52371008
서울특별시 용산구 효창원로 270,예술·스포츠,126.963696,37.55133241
서울특별시 용산구 이태원로 165-1,소매,126.9923516,37.53466024
서울특별시 용산구 회나무로13가길 57,소매,126.9928375,37.54100332
서울특별시 용산구 청파로 74,소매,126.9595641,37.5327885
서울특별시 용산구 이태원로54길 58-14,음식,127.0006902,37.53591288
서울특별시 용산구 한강대로21나길 7,음식,126.9632435,37.52791528
서울특별시 용산구 서빙고로71길 25,음식,126.9954751,37.52181212
서울특별시 용산구 이태원로 238,음식,126.9999095,37.53592189
서울특별시 용산구 한강대로104가길 7,숙박,126.9738249,37.54995656
서울특별시 용산구 이태원로42길 19,음식,126.9998303,37.53581377
서울특별시 용산구 한강대로 405,음식,126.9717295,37.55483949
서울특별시 용산구 이태원로27가길 49,음식,126.9925552,37.53485848
서울특별시 용산구 이태원로16길 15,음식,126.9913334,37.53363303
서울특별시 용산구 한강대로21길 17-12,음식,126.963527,37.52657288
서울특별시 용산구 한강대로21길 25,음식,126.9637756,37.52702345
서울특별시 용산구 만리재로 136,소매,126.9626548,37.55147625
서울특별시 용산구 보광로5길 1-8,음식,127.0013123,37.52542522
서울특별시 용산구 효창원로 149,음식,126.9618564,37.54136678
서울특별시 용산구 효창원로 117,소매,126.9608734,37.53871752
서울특별시 용산구 원효로89길 33,음식,126.9672201,37.5407467
서울특별시 용산구 청파로47나길 35,소매,126.9673874,37.54645008
서울특별시 용산구 신흥로 63,음식,126.9871002,37.54389504
서울특별시 용산구 청파로 74,음식,126.9595641,37.5327885
서울특별시 용산구 한강대로 95,음식,126.9666483,37.52884432
서울특별시 용산구 이태원로54길 48,음식,127.0012672,37.53633635
서울특별시 용산구 한강대로 286-2,보건의료,126.9726276,37.54391059
서울특별시 용산구 한강대로7길 13,음식,126.9621253,37.52432894
서울특별시 용산구 후암로 37,예술·스포츠,126.9773899,37.54919145
서울특별시 용산구 한강대로 287-1,예술·스포츠,126.9718015,37.5440005
서울특별시 용산구 녹사평대로 222,음식,126.9870674,37.53734476
서울특별시 용산구 청파로47길 84,음식,126.9658377,37.54514319
서울특별시 용산구 한남대로 60,음식,127.0078747,37.53446201
서울특별시 용산구 원효로41길 15,음식,126.9583186,37.53453601
서울특별시 용산구 보광로55길 19,음식,126.9932795,37.53293038
서울특별시 용산구 원효로 268,음식,126.9704449,37.54092775
서울특별시 용산구 한강대로30길 25,음식,126.9689228,37.52769166
서울특별시 용산구 원효로 128,음식,126.9576404,37.53329238
서울특별시 용산구 녹사평대로 234,소매,126.9871577,37.53849806
서울특별시 용산구 청파로49길 17,음식,126.9693455,37.54522524
서울특별시 용산구 보광로 116,음식,126.9945354,37.5331647
서울특별시 용산구 한강대로 95,음식,126.9666597,37.5288173
서울특별시 용산구 한강대로 381-1,음식,126.9721718,37.55248799
서울특별시 용산구 이촌로65가길 78,음식,126.9752265,37.52078246
서울특별시 용산구 새창로45길 1,음식,126.9624256,37.5346455
서울특별시 용산구 청파로 378,음식,126.9704869,37.54911785
서울특별시 용산구 한강대로104길 38,음식,126.974368,37.55019995
서울특별시 용산구 독서당로 67,음식,127.0081461,37.5338403
서울특별시 용산구 대사관로30길 17,음식,127.0056569,37.53251597
서울특별시 용산구 한남대로21길 33,음식,127.0065961,37.53335386
서울특별시 용산구 후암로57길 9-10,숙박,126.9745482,37.55292101
서울특별시 용산구 한강대로23길 55,음식,126.964736,37.5297718
서울특별시 용산구 한강대로42길 12,음식,126.9702793,37.53050314
서울특별시 용산구 이촌로29길 9,음식,126.9594781,37.52437311
서울특별시 용산구 신흥로 57,소매,126.9873492,37.54353466
서울특별시 용산구 한강대로 366,음식,126.9729079,37.55109162
서울특별시 용산구 원효로 55,소매,126.9504898,37.5335599
서울특별시 용산구 보광로 5,음식,127.001629,37.52520897
서울특별시 용산구 한강대로10길 11-50,음식,126.9648063,37.52450997
서울특별시 용산구 이촌로75길 22,음식,126.9745025,37.52078231
서울특별시 용산구 보광로 124,음식,126.9942864,37.53384945
서울특별시 용산구 독서당로 89,음식,127.0102846,37.53476816
서울특별시 용산구 회나무로 9,음식,126.9878592,37.53866932
서울특별시 용산구 효창원로42길 18,음식,126.9599807,37.53650076
서울특별시 용산구 한강대로 23,음식,126.9620464,37.52373425
서울특별시 용산구 후암로 81,예술·스포츠,126.9761891,37.5530565
서울특별시 용산구 한강대로40길 30,음식,126.9709469,37.53007983
서울특별시 용산구 청파로43가길 33,음식,126.9682482,37.5444591
서울특별시 용산구 대사관로30길 15,음식,127.0056456,37.53257003
서울특별시 용산구 만리재로 196,음식,126.9679043,37.55477544
서울특별시 용산구 백범로 291,음식,126.9616877,37.53937552
서울특별시 용산구 신흥로 121,음식,126.9826304,37.54459724
서울특별시 용산구 새창로 131-6,음식,126.9617235,37.53581658
서울특별시 용산구 회나무로 66,음식,126.9938446,37.54011138
서울특별시 용산구 녹사평대로 168-12,음식,126.9896477,37.53322745
서울특별시 용산구 한강대로62길 23,예술·스포츠,126.9738532,37.53390076
서울특별시 용산구 회나무로42길 36,음식,126.9942972,37.54007537
서울특별시 용산구 한강대로 95,음식,126.9666597,37.5288173
서울특별시 용산구 한강대로 56-1,음식,126.9649867,37.52573539
서울특별시 용산구 한강대로40길 22,음식,126.9704604,37.53009773
서울특별시 용산구 한강대로40길 14,음식,126.9699739,37.53014266
서울특별시 용산구 한강대로 100,음식,126.9686735,37.52879082
서울특별시 용산구 한강대로17길 11,음식,126.9640702,37.52624868
서울특별시 용산구 청파로45길 39,음식,126.9683613,37.5445222
서울특별시 용산구 녹사평대로 250,예술·스포츠,126.9875762,37.53986762
서울특별시 용산구 우사단로2길 3,음식,126.9970245,37.53076813
서울특별시 용산구 새창로 213-12,음식,126.9680279,37.53048453
서울특별시 용산구 녹사평대로32길 37,음식,126.9907904,37.53315546
서울특별시 용산구 한강대로 57,음식,126.9646359,37.52614073
서울특별시 용산구 한남대로20길 47-24,음식,127.0100471,37.53537185
서울특별시 용산구 신흥로3길 21,음식,126.9859352,37.54148023
서울특별시 용산구 회나무로 83,음식,126.9955418,37.54098543
서울특별시 용산구 한강대로 211,음식,126.9726074,37.53718012
서울특별시 용산구 청파로71길 26-14,숙박,126.9685515,37.54989221
서울특별시 용산구 한강대로30길 25,음식,126.9688551,37.52735827
서울특별시 용산구 우사단로4길 11-9,숙박,126.997296,37.53187637
서울특별시 용산구 대사관로 35,음식,127.0021497,37.53375046
서울특별시 용산구 이태원로23길 22,예술·스포츠,126.9924533,37.53548917
서울특별시 용산구 이태원로 136-1,음식,126.9890366,37.53397522
서울특별시 용산구 청파로45길 6,음식,126.9703077,37.54432449
서울특별시 용산구 신흥로 30,음식,126.9872365,37.54104789
서울특별시 용산구 이태원로23길 6,음식,126.9928042,37.53480443
서울특별시 용산구 한강대로 385,숙박,126.9722396,37.55280336
서울특별시 용산구 백범로87길 48-4,음식,126.969348,37.53921558
서울특별시 용산구 한강대로98가길 12,숙박,126.9729317,37.54774892
서울특별시 용산구 장문로 14,소매,126.9921712,37.52868659
서울특별시 용산구 효창원로 58,음식,126.9555684,37.53596759
서울특별시 용산구 우사단로 39,음식,126.9954404,37.53369633
서울특별시 용산구 원효로71길 70,음식,126.9613373,37.53863658
서울특별시 용산구 우사단로12길 18,음식,126.9966624,37.53355221
서울특별시 용산구 청파로53길 5,음식,126.9697865,37.54597319
서울특별시 용산구 녹사평대로32길 22,음식,126.9900324,37.53344372
서울특별시 용산구 원효로41길 19,음식,126.9584882,37.53461716
서울특별시 용산구 이태원로 230-2,음식,126.999423,37.53557951
서울특별시 용산구 원효로19길 3,음식,126.9520968,37.53299293
서울특별시 용산구 보광로 49,음식,126.998699,37.52836248
서울특별시 용산구 청파로47길 48,음식,126.9678181,37.54481939
서울특별시 용산구 서빙고로91길 2,음식,127.0017082,37.52473144
서울특별시 용산구 서빙고로 17,음식,126.96657,37.52690715
서울특별시 용산구 한강대로 112,음식,126.9682206,37.52961061
서울특별시 용산구 한강대로104길 77,음식,126.9767105,37.55041668
서울특별시 용산구 한강대로80길 17,음식,126.9737709,37.54274856
서울특별시 용산구 만리재로 194,음식,126.9677686,37.55468531
서울특별시 용산구 청파로47나길 19,소매,126.9669689,37.54590936
